N	2gram	Bakhtin_Pr_5	Istorich
1	и в	35	22
2	в этом	14	17
3	что в	6	15
4	не только	10	14
5	мы видели	2	13
6	но и	14	12
7	и не	27	12
8	может быть	14	11
9	в этих	2	11
10	или в	2	11
11	еще не	7	10
12	таким образом	7	10
13	но в	19	10
14	и говорит	3	9
15	что он	24	9
16	в нем	16	9
17	что и	3	9
18	вместе с	2	9
19	в том	5	9
20	что они	6	8
21	с этим	3	8
22	не знаю	2	8
23	том что	3	8
24	как мы	8	8
25	другой стороны	3	7
26	с другой	4	7
27	но не	6	7
28	то что	10	7
29	из них	3	7
30	уже не	3	7
31	мы должны	3	7
32	так как	4	7
33	там где	7	7
34	в них	4	6
35	это не	3	6
36	мы уже	8	6
37	а в	7	6
38	то же	15	6
39	а не	4	6
40	друг друга	2	6
41	так в	2	6
42	мы можем	2	6
43	во время	5	6
44	ничего не	3	6
45	а он	3	5
46	не менее	2	5
47	так что	5	5
48	все же	8	5
49	он не	13	5
50	того что	3	5
51	к нему	13	5
52	у меня	6	5
53	из братьев	2	4
54	не в	10	4
55	в дальнейшем	2	4
56	в пределах	11	4
57	только в	6	4
58	на этом	2	4
59	к ней	2	4
60	что на	2	4
61	отношение к	6	4
62	его и	3	4
63	и его	14	4
64	и на	6	4
65	не может	18	4
66	но он	4	4
67	тем что	4	4
68	все эти	3	4
69	что ты	4	4
70	и с	12	4
71	я не	8	3
72	что у	6	3
73	в одной	3	3
74	и от	3	3
75	он все	2	3
76	о себе	17	3
77	и все	15	3
78	прежде всего	12	3
79	уже с	2	3
80	очень часто	2	3
81	к тому	6	3
82	и к	12	3
83	а затем	2	3
84	как и	18	3
85	и как	2	3
86	но это	6	3
87	за ним	2	3
88	у него	4	3
89	было бы	3	3
90	мы увидим	2	3
91	на его	4	3
92	в его	21	3
93	никогда не	4	3
94	в целом	3	3
95	быть и	2	3
96	все равно	2	3
97	на нее	2	3
98	и у	4	3
99	так же	7	3
100	с ними	5	3
101	сказать что	3	3
102	потому что	8	3
103	вступает в	2	3
104	он и	5	3
105	о том	2	3
106	его в	4	3
107	если я	2	3
108	их в	2	3
109	в чем	4	3
110	все время	4	2
111	всех этих	2	2
112	с тем	3	2
113	в сторону	2	2
114	друг другу	4	2
115	с тобой	2	2
116	и так	4	2
117	в одном	6	2
118	в жизни	2	2
119	вовсе не	7	2
120	вопрос о	2	2
121	но конечно	2	2
122	а я	10	2
123	во всяком	4	2
124	мы знаем	2	2
125	ни в	2	2
126	тому же	3	2
127	но все	4	2
128	от него	6	2
129	такой же	3	2
130	как в	5	2
131	при этом	2	2
132	я теперь	5	2
133	с миром	3	2
134	ли это	2	2
135	например в	2	2
136	себе и	7	2
137	не мог	3	2
138	да и	5	2
139	хотя и	2	2
140	в ней	2	2
141	свое лицо	3	2
142	и он	2	2
143	всяком случае	4	2
144	в этот	2	2
145	в котором	3	2
146	даже в	5	2
147	отношению к	7	2
148	и это	5	2
149	связан с	2	2
150	так и	8	2
151	только на	4	2
152	он ничего	2	2
153	по отношению	6	2
154	в своем	2	2
155	той же	2	2
156	на самом	9	2
157	и вот	4	2
158	здесь есть	2	2
159	и что	6	2
160	что не	4	2
161	и даже	5	2
162	есть только	2	2
163	и для	8	2
164	время как	2	2
165	в которых	2	2
166	и то	5	2
167	между тем	4	2
168	в виде	7	2
169	точки зрения	7	2
170	в другом	12	2
171	в то	11	2
172	как будто	4	2
173	него и	3	2
174	большинстве случаев	2	2
175	в него	3	2
176	же не	4	2
177	всю жизнь	2	2
178	с собой	2	2
