N	2gram	Losev_Vlad_3	VelikijI
1	и не	25	20
2	и в	40	16
3	то что	28	9
4	так как	7	9
5	еще не	4	8
6	в истории	5	8
7	к богу	2	8
8	и потому	10	7
9	а не	8	7
10	человека и	3	6
11	не есть	10	6
12	в мире	2	5
13	хотя и	7	5
14	как бы	3	5
15	но и	18	5
16	что есть	3	5
17	того что	7	5
18	на себя	2	5
19	в боге	6	5
20	что все	7	4
21	что он	5	4
22	в нем	3	4
23	как и	7	4
24	что мы	2	4
25	в котором	4	4
26	так и	6	4
27	потому что	11	4
28	в этом	16	4
29	в ней	5	4
30	и все	4	4
31	в его	14	4
32	с его	2	3
33	если не	6	3
34	должна быть	2	3
35	что в	17	3
36	по этому	3	3
37	в этих	2	3
38	в конце	12	3
39	в жизни	2	3
40	ни в	10	3
41	в том	18	3
42	не в	3	3
43	но это	6	3
44	в вопросе	2	3
45	к тому	7	3
46	никогда не	11	3
47	этих трех	3	3
48	оно не	3	3
49	то это	10	3
50	что и	7	3
51	и против	3	3
52	как не	2	3
53	в своей	9	3
54	бы и	4	3
55	тому что	4	3
56	не было	5	3
57	и что	8	3
58	не имеет	4	3
59	хотя бы	6	3
60	и для	3	3
61	должно быть	5	3
62	от этого	2	3
63	все эти	5	3
64	нет ничего	2	3
65	в абсолютном	3	3
66	в чем	3	3
67	но в	4	3
68	не могут	2	2
69	с тем	7	2
70	это не	3	2
71	в духе	3	2
72	прежде всего	10	2
73	что истина	2	2
74	для нас	5	2
75	да и	6	2
76	том что	18	2
77	мы и	2	2
78	но не	4	2
79	выше всякого	2	2
80	не к	2	2
81	для него	8	2
82	того чтобы	3	2
83	выше всего	2	2
84	не только	25	2
85	но мы	2	2
86	не с	4	2
87	не будет	6	2
88	вопросе о	3	2
89	и за	2	2
90	ее в	3	2
91	а с	4	2
92	тем что	5	2
93	мы не	2	2
94	уже не	9	2
95	а есть	2	2
96	не так	3	2
97	а в	7	2
98	можно было	5	2
99	и то	9	2
100	является в	2	2
101	об абсолютном	2	2
102	раз навсегда	3	2
103	самого себя	2	2
104	о свободе	2	2
105	только в	13	2
106	и это	6	2
107	во всяком	3	2
108	которые не	2	2
109	не имел	2	2
