N	2gram	Losev_Prob_4	Vladivir
1	и в	20	40
2	то что	15	28
3	и не	28	25
4	не только	24	25
5	учение о	3	24
6	то есть	27	24
7	но и	14	18
8	в том	20	18
9	том что	12	18
10	еще и	3	18
11	что в	3	17
12	также и	13	17
13	в этом	9	16
14	так что	6	14
15	в его	3	14
16	не может	5	14
17	точки зрения	14	13
18	вовсе не	21	13
19	в виде	22	13
20	только в	23	13
21	а именно	2	12
22	сказать что	7	12
23	даже и	13	12
24	в конце	2	12
25	таким образом	8	11
26	потому что	15	11
27	о том	5	11
28	едва ли	10	11
29	прежде всего	11	10
30	тем не	10	10
31	ни в	17	10
32	это есть	3	10
33	то это	3	10
34	не просто	16	10
35	и потому	7	10
36	не есть	12	10
37	как раз	4	10
38	и его	10	10
39	не менее	10	9
40	что это	2	9
41	уже не	5	9
42	есть только	2	9
43	и с	7	9
44	и то	2	9
45	в своей	4	9
46	в себе	12	9
47	в своем	3	8
48	в этой	4	8
49	для него	3	8
50	может быть	9	8
51	так же	5	8
52	и что	2	8
53	он не	2	8
54	а также	6	8
55	как мы	3	8
56	а не	7	8
57	к тому	3	7
58	а только	6	7
59	и как	3	7
60	несмотря на	4	7
61	и если	5	7
62	хотя и	5	7
63	там же	2	7
64	необходимо сказать	3	7
65	а в	4	7
66	так как	5	7
67	с тем	4	7
68	в то	4	7
69	что и	3	7
70	вместе с	5	7
71	как и	6	7
72	да и	5	6
73	смысле слова	15	6
74	это значит	10	6
75	кроме того	4	6
76	и даже	9	6
77	и на	3	6
78	и от	6	6
79	по себе	11	6
80	xix века	2	6
81	об этом	6	6
82	то в	2	6
83	во всем	2	6
84	в смысле	5	6
85	не будет	2	6
86	так и	10	6
87	если не	3	6
88	хотя бы	7	6
89	с точки	11	6
90	но это	6	6
91	и это	2	6
92	значит что	8	6
93	содержит в	8	5
94	с другой	7	5
95	для нас	6	5
96	тому же	2	5
97	но если	6	5
98	в отношении	4	5
99	не было	3	5
100	все эти	16	5
101	только и	5	5
102	в ней	7	5
103	тут же	3	5
104	в истории	3	5
105	отнюдь не	10	5
106	в одном	4	5
107	что он	8	5
108	у нас	14	5
109	между прочим	3	5
110	некоторого рода	2	5
111	для себя	2	5
112	или менее	2	5
113	только на	2	5
114	можно было	4	5
115	в данном	6	5
116	тем что	3	5
117	ничего общего	5	5
118	дело в	2	5
119	более или	2	5
120	но даже	4	4
121	точно так	3	4
122	и можно	5	4
123	такого рода	7	4
124	в самом	2	4
125	в котором	2	4
126	не имеет	4	4
127	бы и	3	4
128	в результате	8	4
129	только при	6	4
130	мы должны	3	4
131	при помощи	10	4
132	как это	3	4
133	и все	8	4
134	но не	5	4
135	то время	2	4
136	здесь в	5	4
137	еще не	7	4
138	было бы	14	4
139	и о	5	4
140	никак не	4	4
141	говорит о	2	4
142	если оно	2	4
143	то же	7	4
144	если мы	5	4
145	учения о	2	4
146	то он	2	4
147	в каком	6	4
148	все же	2	4
149	но в	8	4
150	перед нами	13	3
151	уже в	4	3
152	независимо от	3	3
153	себе отчет	2	3
154	в качестве	10	3
155	это не	7	3
156	всегда есть	4	3
157	само собой	3	3
158	и весьма	2	3
159	о необходимости	2	3
160	а наоборот	2	3
161	подобного рода	11	3
162	но все	3	3
163	нас выше	3	3
164	является не	2	3
165	заметим что	3	3
166	при этом	6	3
167	как бы	4	3
168	в виду	6	3
169	всяком случае	4	3
170	и тем	7	3
171	в нем	5	3
172	к нему	3	3
173	ни с	4	3
174	отличается от	4	3
175	в связи	3	3
176	и только	4	3
177	именно в	7	3
178	весь этот	2	3
179	не так	3	3
180	как именно	2	3
181	что здесь	6	3
182	же самое	6	3
183	мы имеем	6	3
184	этого не	2	3
185	если бы	8	3
186	по этому	2	3
187	этом смысле	3	3
188	же в	4	3
189	за пределы	2	3
190	всякого рода	3	3
191	на самом	5	3
192	того чтобы	2	3
193	и притом	2	3
194	не в	13	3
195	и для	4	3
196	в таком	6	3
197	жизнь и	4	3
198	во всяком	8	3
199	которое в	2	3
200	и вообще	6	3
201	далеко не	2	3
202	здесь не	7	3
203	не прямо	3	3
204	в чем	2	3
205	это было	2	3
206	всю эту	2	2
207	ни к	2	2
208	можно ли	3	2
209	в нашем	12	2
210	в этих	5	2
211	все они	3	2
212	имеет ничего	2	2
213	в какой	4	2
214	и всякого	2	2
215	к своему	2	2
216	является для	3	2
217	он был	3	2
218	что его	4	2
219	те или	5	2
220	не очень	2	2
221	и наконец	4	2
222	же и	3	2
223	той или	14	2
224	себе и	3	2
225	не является	10	2
226	нечто иное	2	2
227	здесь нет	3	2
228	что она	4	2
229	другой стороны	6	2
230	то и	5	2
231	в разных	4	2
232	можно только	2	2
233	мы находим	2	2
234	но только	2	2
235	в одно	6	2
236	и по	2	2
237	и вполне	5	2
238	друг друга	2	2
239	время как	2	2
240	же деле	2	2
241	должны сказать	2	2
242	к его	3	2
243	себе в	3	2
244	но как	3	2
245	в начале	3	2
246	что мы	3	2
247	ни на	3	2
248	его в	2	2
249	нет ничего	3	2
250	мы сейчас	3	2
251	и ни	5	2
252	не вполне	2	2
253	нет ни	4	2
254	понятие о	2	2
255	не существует	5	2
256	и этот	3	2
257	с его	2	2
258	и более	3	2
259	с этим	4	2
260	в жизни	3	2
261	стороны и	2	2
262	есть не	6	2
263	и к	3	2
264	при условии	2	2
265	о которых	2	2
266	на путях	2	2
267	самом же	2	2
268	а то	2	2
269	того же	2	2
270	не к	2	2
271	в это	2	2
272	из них	3	2
273	всякая вещь	2	2
274	одной из	4	2
275	совершенно не	3	2
276	общего с	2	2
277	отчет в	4	2
278	нам представляется	2	2
279	по преимуществу	2	2
280	не понимает	2	2
281	только к	3	2
282	данном случае	5	2
283	из этого	3	2
284	только что	2	2
285	появляется у	2	2
286	или иные	4	2
287	тем самым	4	2
288	для того	3	2
289	свидетельствует о	2	2
290	в сравнении	2	2
291	мы не	7	2
292	сравнении с	2	2
293	сам по	6	2
294	в другом	3	2
295	связи с	3	2
296	без всякой	2	2
297	ни только	2	2
298	а если	3	2
299	в которой	2	2
