N	2gram	Voloshinov_1	formyVre
1	и в	16	46
2	в этом	9	22
3	прежде всего	9	14
4	и его	8	12
5	только в	4	11
6	не только	7	11
7	во всех	3	11
8	во время	3	10
9	в том	3	10
10	как бы	5	10
11	точки зрения	8	10
12	но в	4	10
13	у него	2	9
14	мы уже	2	9
15	мира и	3	9
16	вместе с	3	9
17	но и	4	9
18	и не	4	9
19	и для	2	9
20	как и	2	8
21	в его	4	8
22	жизни и	3	8
23	то же	2	8
24	с точки	6	8
25	в основном	3	8
26	в них	2	7
27	в одном	3	7
28	может быть	17	7
29	то что	3	7
30	так и	4	7
31	и на	4	7
32	никогда не	2	6
33	и все	4	6
34	при этом	6	6
35	как мы	4	6
36	еще не	5	6
37	его в	4	6
38	все это	4	6
39	те же	3	6
40	и наконец	4	6
41	в основе	3	6
42	так как	4	6
43	и с	8	6
44	в частности	2	5
45	с этим	2	5
46	связанные с	2	5
47	в пределах	2	5
48	он не	2	5
49	и др	3	5
50	в нем	4	5
51	что в	3	5
52	все эти	5	5
53	отнюдь не	4	4
54	с этой	2	4
55	из этих	2	4
56	с ним	2	4
57	том что	3	4
58	есть и	2	4
59	и их	4	4
60	конечно не	6	4
61	отношения к	3	4
62	их в	3	4
63	к себе	3	4
64	о том	2	4
65	связанных с	2	3
66	себя и	2	3
67	того же	2	3
68	к этому	2	3
69	по всему	2	3
70	с помощью	2	3
71	на первый	2	3
72	что он	2	3
73	и как	3	3
74	в большинстве	3	3
75	для него	6	3
76	что на	2	3
77	в этот	2	3
78	нет и	2	3
79	что и	2	3
80	ее в	2	3
81	отношение к	5	3
82	за счет	2	3
83	не на	2	3
84	таким образом	9	3
85	на границе	2	3
86	и даже	4	3
87	и по	2	3
88	а в	3	3
89	на основе	2	3
90	на протяжении	2	3
91	и художественного	3	3
92	в этих	3	3
93	большинстве случаев	3	3
94	на этом	3	2
95	только для	5	2
96	по своему	2	2
97	и есть	3	2
98	говорить о	2	2
99	и других	2	2
100	и так	2	2
101	можно сказать	4	2
102	своей жизни	2	2
103	мы видим	2	2
104	в этой	4	2
105	совсем не	2	2
106	а на	2	2
107	все что	4	2
108	между ними	3	2
109	и пр	12	2
110	было бы	2	2
111	со всеми	2	2
112	и к	6	2
113	и о	2	2
114	к ним	2	2
115	и потому	3	2
116	и всех	2	2
117	один из	2	2
118	сих пор	3	2
119	по ту	4	2
120	находится в	2	2
121	и т.п	2	2
122	не может	8	2
123	по аналогии	2	2
124	и только	9	2
125	чем не	3	2
126	и вот	3	2
127	так же	2	2
128	друг на	2	2
129	но это	2	2
130	могут быть	3	2
131	на друга	2	2
132	ту же	2	2
133	не знает	2	2
134	и это	6	2
135	как это	3	2
136	во всяком	3	2
137	до сих	3	2
