N	2gram	Losev_Vlad_3	StatiiOP
1	и в	40	44
2	в том	18	36
3	что в	17	30
4	том что	18	29
5	в этом	16	21
6	вовсе не	13	19
7	то что	28	18
8	не только	25	18
9	было бы	4	17
10	а в	7	17
11	о том	11	17
12	и не	25	16
13	а не	8	16
14	может быть	8	15
15	в данном	5	14
16	можно было	5	13
17	не в	3	12
18	у нас	5	11
19	в этой	8	11
20	того чтобы	3	11
21	точки зрения	13	11
22	для того	2	10
23	что он	5	10
24	но и	18	10
25	но в	4	10
26	только в	13	10
27	в отношении	5	9
28	с другой	5	9
29	если бы	3	9
30	в то	7	9
31	как и	7	9
32	того что	7	9
33	также и	17	9
34	так и	6	9
35	в его	14	9
36	все же	4	8
37	из них	2	8
38	не может	14	8
39	и его	10	8
40	это не	3	8
41	с точки	6	8
42	я не	3	7
43	прежде всего	10	7
44	в самом	4	7
45	на эти	2	7
46	для нас	5	7
47	другой стороны	2	7
48	таким образом	11	7
49	этом отношении	2	7
50	сказать что	12	7
51	потому что	11	6
52	из этих	3	6
53	так что	14	6
54	но это	6	6
55	для него	8	6
56	что и	7	6
57	в своей	9	6
58	данном случае	2	6
59	со стороны	2	6
60	что же	9	6
61	именно в	3	6
62	на самом	3	6
63	во всяком	3	6
64	дело в	5	6
65	хотя бы	6	6
66	всяком случае	3	6
67	не менее	9	5
68	никогда не	11	5
69	такой же	4	5
70	так же	8	5
71	что мы	2	5
72	совершенно не	2	5
73	в котором	4	5
74	в нем	3	5
75	в целом	2	5
76	то же	4	5
77	и даже	6	5
78	и по	2	5
79	и то	9	5
80	тем что	5	5
81	все эти	5	5
82	так как	7	5
83	что это	9	4
84	можно ли	2	4
85	что она	2	4
86	вопрос о	4	4
87	мы находим	2	4
88	бы и	4	4
89	же время	2	4
90	но все	3	4
91	является не	3	4
92	и что	8	4
93	в качестве	3	4
94	же и	2	4
95	как раз	10	4
96	но если	5	4
97	как бы	3	4
98	на то	4	4
99	в россии	3	4
100	даже не	3	4
101	не было	5	4
102	и сейчас	2	4
103	не имеет	4	4
104	как это	4	4
105	в которой	2	4
106	не существует	2	3
107	а с	4	3
108	по этому	3	3
109	тому что	4	3
110	для себя	5	3
111	в какой	2	3
112	же касается	5	3
113	и с	9	3
114	с этой	2	3
115	и так	2	3
116	не является	2	3
117	в конце	12	3
118	должна быть	2	3
119	же это	2	3
120	ни в	10	3
121	он был	2	3
122	да и	6	3
123	об этом	6	3
124	в начале	2	3
125	то в	6	3
126	же как	3	3
127	чем в	4	3
128	но не	4	3
129	того же	2	3
130	еще не	4	3
131	и для	3	3
132	общего с	2	3
133	в ней	5	3
134	даже в	4	3
135	не все	3	3
136	и тем	3	3
137	то это	10	3
138	и за	2	3
139	ни с	3	3
140	в истории	5	3
141	говорит о	4	3
142	а именно	12	3
143	ничего общего	5	3
144	и только	3	3
145	по мнению	4	3
146	в виде	13	3
147	о значении	2	3
148	с одной	3	3
149	но с	2	3
150	в таком	3	3
151	и вполне	2	3
152	значит что	6	3
153	в чем	3	3
154	в результате	4	3
155	что касается	2	3
156	в каком	4	3
157	в другом	2	3
158	и вообще	3	3
159	без всякой	2	3
160	с этим	2	3
161	что все	7	2
162	уже в	3	2
163	совсем не	5	2
164	нисколько не	3	2
165	но на	2	2
166	и можно	4	2
167	в этих	2	2
168	даже и	12	2
169	имеет ничего	2	2
170	в своем	8	2
171	его статьи	2	2
172	больше чем	2	2
173	быть в	2	2
174	что на	2	2
175	по существу	4	2
176	и более	2	2
177	если не	6	2
178	при этом	3	2
179	говорит в	3	2
180	быть и	2	2
181	то время	4	2
182	бы это	2	2
183	она не	2	2
184	одной стороны	3	2
185	несмотря на	7	2
186	не хочет	2	2
187	в сущности	2	2
188	в сторону	2	2
189	между прочим	5	2
190	за пределы	3	2
191	свободен от	2	2
192	но для	3	2
193	и потому	10	2
194	ведь если	4	2
195	а также	8	2
196	как можно	2	2
197	тем не	10	2
198	такого рода	4	2
199	отношения к	5	2
200	на него	2	2
201	и речи	2	2
202	самого же	3	2
203	еще и	18	2
204	тем самым	2	2
205	так или	2	2
206	и у	3	2
207	свидетельствует о	2	2
208	есть только	9	2
209	по его	2	2
210	мы не	2	2
211	или иначе	2	2
212	ничего не	5	2
213	что этот	3	2
214	в своих	7	2
215	можно найти	2	2
216	а то	2	2
217	от этого	2	2
218	у него	24	2
219	однако и	4	2
220	ни на	2	2
221	он не	8	2
222	что эта	2	2
223	в себе	9	2
224	нет ни	2	2
225	по своей	2	2
226	что здесь	3	2
227	то не	2	2
228	и все	4	2
229	его в	2	2
230	при помощи	4	2
231	и это	6	2
232	к нему	3	2
233	должен был	2	2
234	только с	2	2
235	а если	2	2
236	могло бы	2	2
237	мы имеем	3	2
238	время как	2	2
239	то есть	24	2
