N	2gram	Tiupa_Anal_2	Istorich
1	т е	2	29
2	не только	16	18
3	может быть	6	17
4	никогда не	3	15
5	и в	16	15
6	мы имеем	3	15
7	но и	12	14
8	так же	2	13
9	что в	2	12
10	а в	3	12
11	то что	7	12
12	в этих	2	11
13	и не	12	11
14	в этом	18	11
15	его в	2	10
16	то же	4	10
17	этих случаях	2	10
18	еще не	2	9
19	один из	2	8
20	он не	2	8
21	том что	12	7
22	вместе с	2	7
23	таким образом	2	7
24	не в	4	7
25	ничего не	9	7
26	так что	3	6
27	в его	2	6
28	как бы	10	6
29	что и	3	6
30	в том	12	6
31	только в	4	6
32	но в	6	6
33	прежде всего	3	5
34	в одном	2	5
35	этом случае	4	5
36	к тому	7	5
37	как в	4	5
38	она не	2	5
39	было бы	3	5
40	в котором	2	5
41	на него	2	5
42	так и	15	5
43	что она	2	5
44	не может	4	5
45	а не	10	5
46	можно было	3	5
47	попадает в	3	5
48	представляет собой	8	5
49	с одной	5	4
50	у него	4	4
51	в этой	9	4
52	при этом	10	4
53	одной из	3	4
54	дело не	2	4
55	тем что	3	4
56	и на	6	4
57	в себе	7	4
58	в качестве	11	3
59	в состоянии	2	3
60	не мог	3	3
61	и его	4	3
62	на то	2	3
63	он был	2	3
64	как это	6	3
65	одной стороны	4	3
66	о том	7	3
67	отношению к	4	3
68	в их	3	3
69	все это	4	3
70	по отношению	4	3
71	в себя	4	3
72	того что	2	3
73	роль в	2	3
74	тому как	3	3
75	он в	4	3
76	подобно тому	3	3
77	он и	2	3
78	как будто	3	3
79	представляют собой	2	3
80	я его	2	3
81	тот кто	2	2
82	в изложении	2	2
83	могут быть	10	2
84	о своей	2	2
85	на котором	2	2
86	с другой	6	2
87	не столько	3	2
88	не знает	3	2
89	о его	4	2
90	а затем	2	2
91	именно в	3	2
92	по существу	2	2
93	как и	14	2
94	но не	4	2
95	а то	2	2
96	одно из	2	2
97	здесь в	2	2
98	и если	3	2
99	на его	3	2
100	и для	2	2
101	в сущности	4	2
102	а также	7	2
103	с ее	2	2
104	на этой	2	2
105	из них	3	2
106	во всех	4	2
107	и их	2	2
108	приводит к	3	2
109	другой стороны	2	2
110	той же	2	2
111	ключ к	3	2
112	превращается в	2	2
113	тем самым	4	2
114	так у	4	2
115	или в	3	2
116	с ними	3	2
117	и то	3	2
118	сказать что	2	2
119	состоит в	8	2
120	это только	2	2
121	в таких	2	2
122	в эту	3	2
123	тому же	4	2
