N	2gram	Losev_Prob_4	slovoVRo
1	и в	20	41
2	в нем	5	30
3	и т	4	28
4	то есть	27	26
5	во всех	4	17
6	но и	14	16
7	и не	28	16
8	точки зрения	14	16
9	не только	24	16
10	а не	7	15
11	то же	7	14
12	в пределах	2	14
13	может быть	9	14
14	не может	5	14
15	и его	10	14
16	и на	3	14
17	в то	4	14
18	в его	3	13
19	как бы	4	12
20	в этом	9	12
21	так и	10	11
22	в той	8	10
23	или иной	13	9
24	той или	14	9
25	таким образом	8	9
26	все эти	16	9
27	себя в	2	9
28	прежде всего	11	8
29	на его	2	8
30	но в	8	8
31	как в	5	8
32	как мы	3	8
33	с точки	11	8
34	или в	5	8
35	все они	3	7
36	не в	13	7
37	они могут	2	7
38	с ним	4	7
39	вовсе не	21	7
40	в своей	4	7
41	все же	2	7
42	во всяком	8	7
43	в отношении	4	6
44	того же	2	6
45	это не	7	6
46	при этом	6	6
47	и даже	9	6
48	а в	4	6
49	в них	5	6
50	к своему	2	6
51	только в	23	6
52	с другой	7	5
53	в самом	2	5
54	всяком случае	4	5
55	и непосредственно	2	5
56	все это	9	5
57	т д	3	5
58	и к	3	5
59	еще более	2	5
60	к нему	3	5
61	с другими	3	5
62	далеко не	2	5
63	перед нами	13	4
64	и от	6	4
65	кроме того	4	4
66	в ней	7	4
67	с ее	2	4
68	за пределы	2	4
69	и наконец	4	4
70	и с	7	4
71	в которой	2	4
72	и все	8	4
73	с его	2	4
74	всех этих	6	4
75	как и	6	4
76	в смысле	5	4
77	здесь в	5	4
78	еще не	7	4
79	но именно	2	4
80	по преимуществу	2	4
81	и потому	7	4
82	другой стороны	6	4
83	и для	4	4
84	или иные	4	3
85	все время	2	3
86	хотя бы	7	3
87	или к	2	3
88	к тому	3	3
89	от всякой	2	3
90	в том	20	3
91	более или	2	3
92	те или	5	3
93	не выходит	3	3
94	для него	3	3
95	в зависимости	3	3
96	из них	3	3
97	данном случае	5	3
98	в своем	3	3
99	в разных	4	3
100	именно в	7	3
101	друг друга	2	3
102	вообще не	3	3
103	в других	2	3
104	с ними	2	3
105	также и	13	3
106	в результате	8	3
107	выходит за	2	3
108	не было	3	3
109	в истории	3	3
110	о том	5	3
111	его в	2	3
112	так как	5	3
113	которая не	3	3
114	и во	4	3
115	с этим	4	3
116	в себе	12	3
117	зависимости от	3	3
118	в качестве	10	3
119	и может	2	3
120	было бы	14	3
121	одной из	4	3
122	конечно не	3	3
123	он не	2	3
124	из этого	3	3
125	бы и	3	3
126	или менее	2	3
127	почти всегда	2	3
128	в данном	6	3
129	и ее	4	3
130	в частности	2	2
131	другом случае	2	2
132	столь же	2	2
133	или даже	4	2
134	на все	2	2
135	можно сказать	5	2
136	ни было	2	2
137	для нас	6	2
138	так что	6	2
139	что они	2	2
140	смысле слова	15	2
141	такого рода	7	2
142	для того	3	2
143	хотя и	5	2
144	эти категории	2	2
145	и по	2	2
146	и тем	7	2
147	в этих	5	2
148	уже не	5	2
149	так же	5	2
150	время как	2	2
151	сказать что	7	2
152	потому что	15	2
153	же и	3	2
154	однако этот	2	2
155	того или	3	2
156	не является	10	2
157	в сознании	3	2
158	в романах	2	2
159	в известном	2	2
160	в котором	2	2
161	для них	2	2
162	но по	2	2
163	перестает быть	2	2
164	между собой	2	2
165	дело не	3	2
166	в одном	4	2
167	или иного	3	2
168	в условиях	3	2
169	остановимся на	2	2
170	у нас	14	2
171	том что	12	2
172	то в	2	2
173	но не	5	2
174	по своему	6	2
175	непосредственно без	3	2
176	то время	2	2
177	совершенно не	3	2
178	ни о	4	2
179	и о	5	2
180	а также	6	2
181	с ней	2	2
182	в ее	5	2
183	как раз	4	2
184	в самых	3	2
185	на самом	5	2
186	если мы	5	2
187	только на	2	2
188	не есть	12	2
189	мы не	7	2
190	все категории	2	2
191	можно было	4	2
192	и то	2	2
193	мы все	3	2
194	в виде	22	2
195	в другом	3	2
196	связи с	3	2
197	и вообще	6	2
198	здесь не	7	2
