N	2gram	Losev_Vlad_2	FransuaR
1	и в	30	65
2	то есть	7	45
3	как бы	5	22
4	и не	18	22
5	вовсе не	4	18
6	в сущности	2	16
7	в том	18	16
8	в этом	20	15
9	но в	8	14
10	в нем	4	13
11	мы уже	2	12
12	прежде всего	6	11
13	и на	4	11
14	и его	6	10
15	и потому	2	10
16	не только	12	10
17	но и	8	10
18	так и	5	10
19	все эти	5	10
20	в его	11	9
21	во всех	3	9
22	все это	5	9
23	по своему	2	8
24	в своем	8	8
25	всех этих	3	8
26	в дальнейшем	5	8
27	здесь в	2	8
28	и даже	10	8
29	его в	4	7
30	в области	3	7
31	жизни и	6	7
32	точки зрения	7	7
33	только в	6	7
34	никогда не	7	6
35	том что	12	6
36	все же	9	6
37	как мы	11	6
38	при этом	5	6
39	может быть	7	6
40	в ней	4	6
41	в отношении	3	6
42	в году	24	6
43	сказать что	11	6
44	так как	5	6
45	с его	4	5
46	в частности	2	5
47	еще более	3	5
48	жизни в	2	5
49	в них	3	5
50	потому что	9	5
51	отличие от	3	5
52	для него	9	5
53	в своей	5	5
54	еще и	6	5
55	как в	3	5
56	как и	5	5
57	в той	2	5
58	в своих	2	5
59	и все	7	5
60	в общем	2	4
61	связи с	8	4
62	это в	3	4
63	и к	6	4
64	не в	9	4
65	в этой	4	4
66	отношение к	4	4
67	в самом	2	4
68	и до	2	4
69	мысли и	2	4
70	в их	2	4
71	для нас	7	4
72	в отличие	3	4
73	мы будем	3	3
74	что в	12	3
75	на котором	2	3
76	это не	2	3
77	и во	2	3
78	что он	13	3
79	но все	2	3
80	но это	4	3
81	о нем	2	3
82	даже в	2	3
83	к нему	2	3
84	с точки	3	3
85	то что	20	3
86	и прежде	2	3
87	не может	9	3
88	разного рода	4	3
89	уже не	3	3
90	можно говорить	3	3
91	друг друга	2	3
92	в более	2	3
93	он дает	2	3
94	даже и	3	3
95	он и	3	3
96	в себе	6	3
97	и вообще	10	3
98	нет ничего	3	3
99	с ним	5	3
100	ничего не	2	3
101	и с	14	3
102	в виду	2	3
103	но не	3	2
104	начиная с	2	2
105	к тому	2	2
106	и от	2	2
107	из этих	3	2
108	раз и	2	2
109	во многих	2	2
110	на все	2	2
111	ни с	2	2
112	можно сказать	4	2
113	нам кажется	3	2
114	же в	2	2
115	он был	6	2
116	да и	3	2
117	это время	4	2
118	кроме того	9	2
119	до конца	7	2
120	и часто	2	2
121	в это	4	2
122	и он	4	2
123	несмотря на	4	2
124	на его	4	2
125	между прочим	7	2
126	наряду с	2	2
127	он называет	3	2
128	хотя и	6	2
129	он не	4	2
130	в основном	5	2
131	его на	3	2
132	не вполне	2	2
133	и особенно	3	2
134	и для	3	2
135	в целом	4	2
136	во второй	2	2
137	время в	4	2
138	второй половине	2	2
139	отношения к	3	2
140	и вот	3	2
141	того что	5	2
142	что не	2	2
143	и наконец	4	2
144	на этот	4	2
145	и очень	2	2
146	и по	2	2
147	в таком	3	2
148	всего на	2	2
149	который был	2	2
150	их в	2	2
151	которое в	2	2
152	в этих	4	2
153	о том	4	2
154	и это	3	2
155	дело в	3	2
156	в чем	2	2
157	в чисто	2	2
158	это было	4	2
