N	2gram	Vinokur_St_2	Istorich
1	т е	10	29
2	что он	13	24
3	и т	9	19
4	не только	19	18
5	т д	6	18
6	может быть	2	17
7	никогда не	3	15
8	и в	29	15
9	но и	19	14
10	так как	2	14
11	так же	3	13
12	что в	19	12
13	то что	11	12
14	об этом	6	11
15	в этих	3	11
16	и не	9	11
17	в этом	21	11
18	что они	2	10
19	его в	2	10
20	то же	2	10
21	с тем	7	9
22	все же	6	9
23	и здесь	3	9
24	в другом	4	9
25	потому что	9	9
26	связи с	4	8
27	он не	9	8
28	том что	27	7
29	и пр	8	7
30	в нем	4	7
31	вместе с	7	7
32	сих пор	5	7
33	таким образом	10	7
34	не в	4	7
35	ничего не	4	7
36	так что	3	6
37	до сих	6	6
38	что это	3	6
39	в его	13	6
40	как бы	5	6
41	что и	2	6
42	и что	6	6
43	в том	27	6
44	только в	2	6
45	но в	8	6
46	связан с	3	5
47	с этим	3	5
48	прежде всего	5	5
49	в одном	6	5
50	говорят что	2	5
51	к тому	10	5
52	но все	7	5
53	как в	3	5
54	было бы	5	5
55	же как	3	5
56	в котором	7	5
57	так и	9	5
58	не может	2	5
59	а не	5	5
60	в русской	5	5
61	и другие	2	4
62	и др	2	4
63	но они	2	4
64	вопрос о	6	4
65	но это	3	4
66	в этой	2	4
67	в одной	2	4
68	при этом	2	4
69	одной из	3	4
70	но он	3	4
71	в ней	7	4
72	дело не	2	4
73	связь с	2	4
74	не должен	2	4
75	того как	7	4
76	они не	2	4
77	и с	4	4
78	тем что	3	4
79	и на	6	4
80	в себе	2	4
81	все эти	2	4
82	должен был	4	3
83	в качестве	5	3
84	не мог	3	3
85	и его	6	3
86	на то	2	3
87	он был	2	3
88	как это	2	3
89	между прочим	12	3
90	должно было	3	3
91	о том	17	3
92	в их	3	3
93	все это	11	3
94	после того	4	3
95	того что	5	3
96	раньше чем	4	3
97	что этот	2	3
98	эти слова	2	3
99	как он	2	3
100	и это	2	3
101	на вопрос	3	2
102	во время	2	2
103	я не	7	2
104	не было	3	2
105	самого начала	3	2
106	и более	2	2
107	они говорят	2	2
108	о своей	2	2
109	с другой	4	2
110	не столько	7	2
111	но с	4	2
112	на самом	3	2
113	в тех	2	2
114	что у	4	2
115	ни в	3	2
116	а затем	2	2
117	именно в	4	2
118	по существу	2	2
119	как и	2	2
120	но не	3	2
121	кроме того	4	2
122	того чтобы	6	2
123	например в	3	2
124	в силе	2	2
125	на его	2	2
126	а также	2	2
127	хотя бы	3	2
128	ее в	2	2
129	из них	3	2
130	и именно	3	2
131	в некоторых	2	2
132	за него	2	2
133	нигде не	2	2
134	другой стороны	3	2
135	а с	3	2
136	с самого	3	2
137	самом деле	3	2
138	и по	3	2
139	его не	3	2
140	другом месте	2	2
141	действующие лица	3	2
142	сказать что	2	2
143	интересно что	3	2
144	при помощи	4	2
145	что эта	3	2
146	в особенности	2	2
147	иметь в	3	2
148	на нее	3	2
149	только с	2	2
150	в которой	11	2
151	в эту	3	2
152	тому же	3	2
153	еще до	4	2
154	в виду	7	2
