N	3gram	Vygotskiy__1	Myshleni
1	в том что	9	19
2	с точки зрения	2	10
3	для того чтобы	5	8
4	в то время	5	6
5	так же как	4	6
6	то же самое	2	6
7	от того что	2	6
8	в силу того	2	5
9	силу того что	2	5
10	то время как	5	5
11	в зависимости от	5	5
12	заключается в том	6	5
13	в сущности говоря	3	4
14	на то что	8	4
15	потому что он	2	4
16	и той же	3	3
17	мы видели что	2	3
18	так же точно	3	3
19	в этом отношении	2	3
20	до сих пор	3	3
21	одной и той	3	3
22	в последнее время	2	2
23	совершенно очевидно что	2	2
24	не в состоянии	3	2
25	несмотря на то	2	2
26	том что мы	2	2
27	с другой стороны	5	2
28	состоит в том	2	2
29	не только не	3	2
30	не может быть	8	2
31	в этом смысле	2	2
32	заключается только в	2	2
33	вместе с тем	2	2
