N	2gram	Nazirov_Vr_1	FransuaR
1	и в	8	40
2	и его	3	17
3	в романе	6	15
4	в этом	8	15
5	не только	9	13
6	и не	5	13
7	в его	3	13
8	что в	7	12
9	как и	6	11
10	но и	7	11
11	и т.п	2	10
12	таким образом	2	10
13	в них	2	9
14	и все	7	9
15	может быть	4	9
16	он не	3	9
17	во время	2	8
18	отношение к	2	8
19	в том	3	8
20	у него	5	8
21	и с	6	8
22	но в	6	8
23	в своем	3	7
24	то же	5	7
25	в виду	4	7
26	к этому	3	6
27	же время	5	6
28	в своей	2	6
29	в той	2	6
30	связи с	3	6
31	в то	5	6
32	в году	18	5
33	как раз	2	5
34	в нем	6	5
35	то что	7	5
36	в связи	3	5
37	не было	5	5
38	в своих	4	5
39	для него	2	5
40	и во	3	4
41	том что	3	4
42	в ней	4	4
43	из них	2	4
44	а также	2	4
45	в мире	2	4
46	все это	4	4
47	так в	2	4
48	о том	4	4
49	и о	3	4
50	и даже	6	4
51	в истории	4	4
52	в париже	3	4
53	в эту	2	4
54	с его	3	3
55	об этом	5	3
56	он был	3	3
57	но это	2	3
58	в начале	6	3
59	в этой	2	3
60	одна из	2	3
61	еще не	2	3
62	как бы	4	3
63	о нем	6	3
64	вместе с	2	3
65	не может	2	3
66	а в	2	3
67	начиная с	2	3
68	и как	3	3
69	между тем	5	3
70	тем что	3	3
71	при этом	4	3
72	в себе	2	3
73	в конце	3	3
74	их в	2	3
75	не менее	2	2
76	уже в	4	2
77	о чем	2	2
78	это не	4	2
79	с нею	2	2
80	это в	2	2
81	что он	4	2
82	мы знаем	2	2
83	все же	6	2
84	историю о	2	2
85	одним из	3	2
86	том же	2	2
87	в котором	6	2
88	в эти	2	2
89	раз в	3	2
90	в этот	3	2
91	в нашей	2	2
92	и далее	2	2
93	и у	3	2
94	об их	2	2
95	рядом с	2	2
96	на основе	2	2
97	но он	3	2
98	точки зрения	2	2
99	и ее	2	2
100	но как	2	2
101	далеко не	3	2
102	и это	2	2
