N	2gram	Bakhtin_Fr_7	StatiiOP
1	и в	41	44
2	в том	11	36
3	что в	9	30
4	том что	4	29
5	в этом	15	21
6	вовсе не	7	19
7	то что	8	18
8	не только	5	18
9	было бы	4	17
10	а в	5	17
11	о том	6	17
12	и не	7	16
13	а не	2	16
14	может быть	4	15
15	в данном	2	14
16	в области	2	14
17	как в	5	13
18	можно было	3	13
19	не в	9	12
20	в первой	2	12
21	в этой	13	11
22	точки зрения	5	11
23	что он	3	10
24	но и	9	10
25	но в	8	10
26	только в	6	10
27	в отношении	3	9
28	в то	10	9
29	как и	14	9
30	того что	2	9
31	во второй	2	9
32	также и	2	9
33	так и	10	9
34	в его	12	9
35	например в	3	8
36	во всех	3	8
37	из них	3	8
38	не может	3	8
39	и его	9	8
40	это не	6	8
41	с точки	3	8
42	я не	3	7
43	прежде всего	11	7
44	таким образом	19	7
45	этом отношении	2	7
46	потому что	5	6
47	но это	3	6
48	для него	6	6
49	что и	5	6
50	в своей	3	6
51	именно в	2	6
52	на самом	2	6
53	в той	3	6
54	во всяком	2	6
55	дело в	2	6
56	никогда не	2	5
57	такой же	3	5
58	так же	5	5
59	в нем	7	5
60	жизни и	3	5
61	все это	10	5
62	той же	3	5
63	то же	13	5
64	и по	3	5
65	в которых	2	5
66	и то	2	5
67	тем что	3	5
68	нужно сказать	2	5
69	все эти	13	5
70	так как	3	5
71	что это	4	4
72	это в	3	4
73	же время	9	4
74	но все	4	4
75	в качестве	9	4
76	никто не	10	4
77	как бы	7	4
78	дело не	2	4
79	не было	3	4
80	еще более	2	4
81	что у	3	4
82	не имеет	3	4
83	в которой	2	4
84	том как	2	4
85	за что	2	4
86	во время	3	3
87	по этому	3	3
88	и с	4	3
89	и так	2	3
90	в конце	8	3
91	очень часто	3	3
92	ни в	6	3
93	он был	3	3
94	а на	2	3
95	того же	3	3
96	еще не	2	3
97	своего рода	2	3
98	и для	5	3
99	в ней	5	3
100	должен быть	2	3
101	отношению к	2	3
102	по отношению	2	3
103	говорит что	2	3
104	за то	3	3
105	в чем	2	3
106	в результате	2	3
107	связанные с	3	3
108	с этим	2	3
109	том числе	4	2
110	что все	2	2
111	уже в	5	2
112	совсем не	3	2
113	в этих	2	2
114	в своем	9	2
115	как о	3	2
116	и во	2	2
117	по существу	8	2
118	есть в	6	2
119	при этом	3	2
120	места в	2	2
121	но именно	3	2
122	со всеми	2	2
123	несмотря на	3	2
124	в сущности	4	2
125	и потому	3	2
126	а также	2	2
127	свое время	2	2
128	раз я	2	2
129	отношение к	2	2
130	и их	3	2
131	целый ряд	4	2
132	в свое	2	2
133	в эпоху	7	2
134	тем самым	3	2
135	и у	5	2
136	свидетельствует о	2	2
137	и те	3	2
138	на которой	2	2
139	мы не	2	2
140	ничего не	4	2
141	не знает	3	2
142	числе и	2	2
143	их в	2	2
144	от этого	3	2
145	у него	6	2
146	он не	4	2
147	но он	4	2
148	в себе	11	2
149	нет ни	2	2
150	о котором	2	2
151	и все	14	2
152	его в	3	2
153	и это	5	2
154	к нему	5	2
155	это прежде	2	2
156	мы имеем	2	2
157	то есть	20	2
