N	2gram	Ircho_Kome_2	Dialekti
1	и не	14	30
2	и т	2	21
3	и в	26	18
4	может быть	11	17
5	точки зрения	4	17
6	в нем	6	16
7	и есть	2	16
8	ни в	5	15
9	так что	5	15
10	не имеет	3	15
11	потому что	6	14
12	что в	9	13
13	то что	6	13
14	не только	7	13
15	если бы	9	12
16	было бы	8	12
17	и что	2	12
18	в этом	10	12
19	не может	3	12
20	что это	4	11
21	что он	5	11
22	как бы	2	11
23	все это	3	11
24	так как	4	11
25	прежде всего	4	10
26	то же	3	10
27	отнюдь не	2	9
28	это не	2	9
29	в том	11	9
30	так и	12	9
31	том что	9	9
32	ясно что	8	8
33	к нему	3	8
34	вовсе не	2	7
35	но и	10	7
36	что она	2	7
37	мы находим	2	7
38	с другой	2	6
39	да и	3	6
40	хотя бы	2	6
41	не было	3	6
42	не в	2	6
43	в то	6	6
44	но в	3	6
45	в этих	4	5
46	в своем	6	5
47	но если	3	5
48	все же	4	5
49	отношение к	2	5
50	а в	3	5
51	можно было	4	5
52	и с	5	5
53	говорить о	2	5
54	в виду	2	5
55	больше того	4	4
56	в конце	2	4
57	к тому	12	4
58	во всяком	2	4
59	об этом	2	4
60	но не	3	4
61	же время	3	4
62	хотя и	4	4
63	в котором	3	4
64	то это	2	4
65	как мы	4	4
66	мы можем	3	4
67	о том	6	4
68	как он	3	4
69	как это	4	4
70	что ни	2	3
71	тому что	4	3
72	в них	4	3
73	этом смысле	2	3
74	не является	2	3
75	что и	7	3
76	меньше всего	4	3
77	только потому	2	3
78	он не	2	3
79	в его	4	3
80	если в	2	3
81	даже в	2	3
82	один из	5	3
83	друг другу	3	3
84	жизни и	3	3
85	даже не	3	3
86	в их	3	3
87	в самом	4	3
88	еще более	2	3
89	но все	3	3
90	что для	4	3
91	в ней	3	3
92	и еще	2	3
93	только в	4	3
94	и все	2	3
95	бы в	2	3
96	от этого	2	3
97	на этом	2	2
98	не менее	4	2
99	ничуть не	2	2
100	что их	2	2
101	бы и	2	2
102	в частности	4	2
103	в качестве	5	2
104	как в	3	2
105	с этой	3	2
106	и от	4	2
107	из этих	4	2
108	от которой	2	2
109	в каждом	3	2
110	к этому	5	2
111	вопрос о	3	2
112	в мире	2	2
113	ни было	2	2
114	как и	4	2
115	с той	2	2
116	что именно	2	2
117	является не	2	2
118	тому же	11	2
119	здесь в	3	2
120	до сих	2	2
121	еще не	6	2
122	одной стороны	2	2
123	для того	5	2
124	о чем	3	2
125	никто не	3	2
126	в первую	3	2
127	вслед за	2	2
128	на что	2	2
129	же можно	2	2
130	всяком случае	2	2
131	как не	2	2
132	надо считать	2	2
133	из них	7	2
134	или его	2	2
135	в своей	3	2
136	и их	3	2
137	сих пор	2	2
138	со стороны	2	2
139	есть для	2	2
140	т п	2	2
141	с этим	5	2
142	с одной	2	2
143	мы имеем	2	2
144	и у	2	2
145	и для	4	2
146	с ними	2	2
147	или на	2	2
148	что касается	3	2
149	могла бы	3	2
150	и это	2	2
151	время как	2	2
152	это было	4	2
