N	2gram	Ircho_Kome_1	Istorich
1	и в	22	24
2	что он	6	21
3	не только	10	21
4	и т	9	17
5	т е	13	16
6	т д	4	16
7	может быть	9	14
8	не может	2	14
9	что в	6	13
10	как в	5	12
11	в этом	3	12
12	и здесь	2	12
13	но и	11	11
14	у него	3	10
15	том что	12	10
16	а в	6	10
17	с другой	5	9
18	не в	6	9
19	все же	3	9
20	о том	8	9
21	потому что	5	9
22	еще не	2	8
23	что и	4	8
24	все это	5	8
25	другой стороны	5	8
26	то же	6	8
27	или в	2	8
28	так как	4	8
29	один из	5	7
30	в том	11	7
31	мы видели	2	7
32	одна из	2	7
33	в первую	2	7
34	то что	2	7
35	вместе с	2	7
36	к нему	2	7
37	таким образом	8	7
38	тем что	4	6
39	как и	9	6
40	так же	3	6
41	но не	2	6
42	в нем	4	6
43	он не	3	6
44	и все	3	6
45	во время	5	6
46	только в	3	6
47	не менее	3	5
48	в тех	3	5
49	одной стороны	3	5
50	отношение к	3	5
51	так и	5	5
52	с одной	3	5
53	здесь мы	3	5
54	в чем	3	5
55	право на	2	5
56	ничего не	3	5
57	но в	4	5
58	что у	2	4
59	в состоянии	2	4
60	вовсе не	2	4
61	тем не	2	4
62	при этом	5	4
63	после того	3	4
64	одной из	3	4
65	со своим	5	4
66	же как	3	4
67	в их	4	4
68	то и	2	4
69	и не	8	4
70	в других	2	4
71	мы не	3	4
72	так в	4	4
73	точки зрения	4	4
74	мы можем	4	4
75	уже в	5	3
76	после смерти	3	3
77	в качестве	4	3
78	в них	3	3
79	в образе	3	3
80	вопрос о	3	3
81	на то	3	3
82	чаще всего	3	3
83	что они	4	3
84	между прочим	2	3
85	его в	3	3
86	сих пор	2	3
87	ее в	2	3
88	как мы	4	3
89	должны были	8	3
90	видеть в	2	3
91	и даже	5	3
92	и по	6	3
93	и его	8	3
94	но это	2	3
95	хотя и	3	3
96	в конце	6	3
97	того как	3	3
98	того же	2	2
99	к этому	4	2
100	прежде всего	5	2
101	и ее	3	2
102	в то	10	2
103	мы знаем	2	2
104	ни в	6	2
105	в силу	2	2
106	из всего	2	2
107	связанные с	2	2
108	то время	5	2
109	в форме	2	2
110	участие в	4	2
111	тот же	3	2
112	было бы	2	2
113	в действительности	2	2
114	со своей	2	2
115	здесь и	2	2
116	на его	5	2
117	в самом	2	2
118	и о	3	2
119	к ней	2	2
120	в котором	4	2
121	на себя	2	2
122	и тем	2	2
123	на него	4	2
124	со стороны	2	2
125	там же	3	2
126	и у	3	2
127	в которой	6	2
128	как это	3	2
129	время как	4	2
130	почти всегда	2	2
131	что по	2	2
132	из них	10	2
133	но он	2	2
134	известно что	4	2
135	и на	3	2
136	е в	2	2
137	до сих	2	2
