N	2gram	Bakhtin_Fr_8	Problema
1	то что	3	42
2	вовсе не	6	35
3	то есть	24	33
4	и в	56	32
5	и не	9	31
6	не просто	3	23
7	в этом	14	19
8	не только	8	17
9	потому что	6	16
10	а не	2	15
11	в виде	2	15
12	в себе	4	15
13	как бы	11	14
14	может быть	3	14
15	но в	6	14
16	в нем	8	13
17	сказать что	3	13
18	как раз	2	13
19	что в	5	12
20	вещи и	4	12
21	том что	8	12
22	так и	13	12
23	и даже	8	11
24	также и	2	11
25	о том	4	11
26	так как	4	11
27	то же	11	10
28	прежде всего	6	10
29	в этой	6	10
30	но не	5	9
31	в том	13	9
32	но и	9	9
33	так же	2	9
34	по своему	8	9
35	еще не	10	9
36	того чтобы	4	9
37	в данном	2	9
38	данном случае	2	8
39	не может	2	8
40	все эти	15	8
41	и о	3	8
42	и на	7	8
43	он и	2	8
44	было бы	2	8
45	в своей	2	8
46	для того	2	8
47	но это	2	8
48	и ее	4	8
49	никогда не	5	7
50	ни в	2	7
51	между собою	2	7
52	все это	8	7
53	всех этих	3	7
54	в них	11	7
55	и все	6	7
56	что он	2	7
57	во всех	8	7
58	как мы	7	7
59	только в	9	7
60	так что	3	6
61	и как	2	6
62	при этом	4	6
63	в самом	9	6
64	хотя и	2	6
65	таким образом	17	6
66	это не	2	6
67	и здесь	3	6
68	и то	2	6
69	его в	2	6
70	в то	12	6
71	за пределы	4	6
72	в его	18	6
73	на самом	2	6
74	самом деле	2	6
75	перед нами	3	5
76	в своем	3	5
77	можно сказать	2	5
78	мы уже	10	5
79	той или	2	5
80	в котором	2	5
81	что она	2	5
82	еще и	3	5
83	и которые	4	5
84	с тем	2	5
85	связи с	6	5
86	действительности и	2	5
87	ни о	2	5
88	далеко не	2	5
89	в других	2	5
90	совсем не	2	4
91	казалось бы	3	4
92	не в	3	4
93	один из	5	4
94	в их	3	4
95	не было	5	4
96	а в	2	4
97	их в	4	4
98	если бы	2	4
99	в литературе	3	4
100	а также	3	4
101	только на	2	4
102	и для	2	4
103	в связи	3	4
104	уже в	2	3
105	что это	4	3
106	в этих	11	3
107	в отношении	5	3
108	с другой	2	3
109	что все	4	3
110	что они	2	3
111	более или	2	3
112	в действительности	2	3
113	несмотря на	2	3
114	в настоящее	3	3
115	из них	2	3
116	другой стороны	2	3
117	вовсе еще	2	3
118	и его	12	3
119	в которых	2	3
120	но он	3	3
121	точки зрения	6	3
122	и еще	2	3
123	настоящее время	3	3
124	с ним	2	3
125	только не	2	3
126	сливаются в	3	3
127	и во	2	3
128	в ее	6	3
129	как и	5	3
130	есть и	5	3
131	здесь в	3	3
132	до сих	8	3
133	он не	5	3
134	говорит о	2	3
135	сих пор	8	3
136	или менее	2	3
137	того как	2	3
138	уже не	3	3
139	не на	3	3
140	во всей	2	3
141	к нему	2	3
142	с точки	2	3
143	очень много	2	3
144	в каком	2	3
145	дело в	2	3
146	друг другу	2	2
147	его как	2	2
148	момент в	2	2
149	для него	2	2
150	кроме того	3	2
151	например в	4	2
152	на его	6	2
153	здесь нет	3	2
154	и до	10	2
155	образом и	3	2
156	мы находим	3	2
157	мы наблюдаем	3	2
158	что для	3	2
159	он часто	2	2
160	от всех	2	2
161	в результате	5	2
162	и с	8	2
163	действующих лиц	2	2
164	не как	2	2
165	к его	3	2
166	между тем	3	2
167	с собой	2	2
168	с его	5	2
169	конечно в	2	2
170	мы видим	6	2
171	и при	2	2
172	в качестве	4	2
173	в сущности	8	2
174	по преимуществу	2	2
175	и потому	4	2
176	вместе с	2	2
177	для своего	2	2
178	мы не	2	2
179	на одном	2	2
180	говорили что	5	2
181	в таких	3	2
182	не потому	2	2
183	в которой	4	2
184	в области	5	2
185	в эту	2	2
