N	2gram	Losev_Dial_3	Vladivir
1	и в	24	40
2	то что	14	28
3	и не	27	25
4	не только	23	25
5	учение о	8	24
6	у него	2	24
7	но и	9	18
8	в том	5	18
9	том что	8	18
10	еще и	2	18
11	что в	7	17
12	также и	2	17
13	в этом	8	16
14	так что	8	14
15	в его	2	14
16	не может	19	14
17	точки зрения	25	13
18	вовсе не	13	13
19	в виде	8	13
20	только в	5	13
21	а именно	2	12
22	сказать что	4	12
23	даже и	7	12
24	никогда не	7	11
25	таким образом	13	11
26	потому что	7	11
27	о том	6	11
28	прежде всего	8	10
29	тем не	10	10
30	ни в	9	10
31	это есть	8	10
32	то это	9	10
33	не просто	18	10
34	и потому	2	10
35	не есть	54	10
36	как раз	7	10
37	и его	5	10
38	не менее	11	9
39	что это	12	9
40	уже не	5	9
41	есть только	12	9
42	и с	6	9
43	и то	4	9
44	что же	11	9
45	в себе	2	9
46	в своем	3	8
47	для него	4	8
48	может быть	13	8
49	так же	4	8
50	и что	15	8
51	раз и	3	8
52	он не	5	8
53	как мы	2	8
54	а не	26	8
55	что все	14	7
56	к тому	4	7
57	и как	8	7
58	несмотря на	2	7
59	и если	2	7
60	хотя и	5	7
61	а в	2	7
62	в своих	2	7
63	так как	6	7
64	того что	12	7
65	в то	5	7
66	что и	6	7
67	как и	7	7
68	и здесь	2	6
69	оно есть	2	6
70	это значит	24	6
71	кроме того	6	6
72	и даже	13	6
73	и на	3	6
74	и от	3	6
75	по себе	20	6
76	об этом	6	6
77	то в	2	6
78	во всем	3	6
79	в смысле	2	6
80	почему же	2	6
81	не будет	3	6
82	так и	5	6
83	иной раз	2	6
84	если не	3	6
85	хотя бы	4	6
86	с точки	14	6
87	но это	5	6
88	и это	4	6
89	значит что	24	6
90	с другой	4	5
91	для нас	2	5
92	тому же	2	5
93	не говорит	3	5
94	но если	6	5
95	должно быть	3	5
96	не было	3	5
97	все эти	3	5
98	только и	2	5
99	никакого отношения	3	5
100	в ней	2	5
101	в истории	4	5
102	отнюдь не	10	5
103	что он	13	5
104	у нас	4	5
105	мы уже	3	5
106	для себя	2	5
107	только на	7	5
108	в данном	2	5
109	тем что	3	5
110	ничего не	17	5
111	то следовательно	4	4
112	но даже	3	4
113	тому что	4	4
114	точно так	2	4
115	вопрос о	5	4
116	на то	3	4
117	и можно	2	4
118	что если	2	4
119	в самом	7	4
120	от того	4	4
121	она была	2	4
122	абсолютное есть	3	4
123	не имеет	11	4
124	при помощи	3	4
125	как это	5	4
126	и все	6	4
127	по существу	2	4
128	но не	2	4
129	утверждает что	3	4
130	есть и	12	4
131	то время	4	4
132	еще не	2	4
133	было бы	5	4
134	и о	3	4
135	никак не	2	4
136	говорит о	4	4
137	если оно	4	4
138	то же	6	4
139	учения о	2	4
140	в каком	3	4
141	все же	3	4
142	но в	2	4
143	перед нами	3	3
144	я не	6	3
145	же как	2	3
146	это не	4	3
147	всегда есть	5	3
148	из этих	2	3
149	только о	3	3
150	мы знаем	3	3
151	не больше	3	3
152	одной стороны	3	3
153	при этом	2	3
154	но для	2	3
155	как бы	3	3
156	в виду	7	3
157	всяком случае	2	3
158	и тут	3	3
159	и тем	2	3
160	в нем	3	3
161	к нему	3	3
162	бы то	2	3
163	то как	2	3
164	вопросе о	2	3
165	отличается от	8	3
166	что есть	4	3
167	и только	6	3
168	с одной	3	3
169	именно в	2	3
170	как на	5	3
171	как именно	2	3
172	раз навсегда	2	3
173	или не	5	3
174	но вот	2	3
175	этого не	2	3
176	вера и	2	3
177	если бы	6	3
178	само по	5	3
179	если нет	4	3
180	но о	2	3
181	же в	2	3
182	и чисто	2	3
183	за пределы	3	3
184	оно не	6	3
185	ее в	2	3
186	даже не	6	3
187	собственно говоря	4	3
188	разного рода	2	3
189	и у	2	3
190	и притом	5	3
191	не в	3	3
192	и для	2	3
193	в таком	14	3
194	жизнь и	4	3
195	что этот	2	3
196	во всяком	2	3
197	и вообще	2	3
198	бытие и	3	3
199	в чем	4	3
200	это было	3	3
201	не могут	4	2
202	но на	2	2
203	ни к	3	2
204	должна быть	6	2
205	она должна	2	2
206	можно ли	5	2
207	с этой	5	2
208	во что	4	2
209	и всякого	2	2
210	не содержит	2	2
211	всего а	2	2
212	что его	5	2
213	мы и	4	2
214	же время	3	2
215	не можем	2	2
216	но что	7	2
217	сам собою	3	2
218	не имеют	2	2
219	не о	2	2
220	же и	2	2
221	той или	2	2
