N	2gram	Losev_Dial_2	FransuaR
1	и в	19	45
2	и не	30	15
3	не только	19	14
4	в этом	8	14
5	но в	2	14
6	во всех	2	13
7	и его	5	13
8	как бы	14	12
9	во время	2	12
10	что в	7	12
11	в своем	4	11
12	то же	12	11
13	в то	6	11
14	прежде всего	8	10
15	в том	14	10
16	в нем	10	10
17	но и	12	10
18	как и	10	10
19	и с	5	10
20	же время	5	9
21	вовсе не	13	8
22	как мы	3	8
23	в ней	2	8
24	жизни и	6	8
25	таким образом	4	8
26	так же	2	8
27	в конце	2	7
28	том что	10	7
29	не в	8	7
30	что и	5	7
31	все это	4	7
32	также и	2	7
33	потому что	14	7
34	и все	12	7
35	на мир	2	7
36	всех этих	3	6
37	что он	6	6
38	в этой	3	6
39	он не	4	6
40	так и	10	6
41	связи с	4	6
42	так как	14	6
43	есть и	6	5
44	с ним	4	5
45	и образы	2	5
46	и к	7	5
47	это и	3	5
48	мы видим	2	5
49	но это	7	5
50	на этом	2	5
51	например в	2	5
52	в акте	2	5
53	с ее	2	5
54	и их	3	5
55	как раз	5	5
56	не может	9	5
57	в связи	4	5
58	все эти	2	5
59	форм и	2	5
60	на самом	2	5
61	самом деле	4	5
62	и как	10	5
63	его в	3	5
64	перед нами	2	4
65	же как	3	4
66	об этом	3	4
67	и от	3	4
68	но не	6	4
69	по своему	5	4
70	ничего не	3	4
71	кроме того	3	4
72	в самом	5	4
73	в сущности	2	4
74	в общем	2	4
75	между собою	3	4
76	мы уже	8	4
77	в их	2	4
78	мы находим	3	4
79	а не	16	4
80	и даже	14	4
81	его не	2	4
82	а в	4	4
83	сказать что	10	4
84	с этим	3	4
85	точки зрения	12	4
86	только в	5	4
87	о том	5	4
88	и это	5	4
89	как это	7	4
90	это было	3	4
91	не менее	3	3
92	нисколько не	4	3
93	от их	2	3
94	как в	2	3
95	это не	10	3
96	в одной	4	3
97	в одном	4	3
98	что на	2	3
99	ни в	10	3
100	об этой	2	3
101	есть в	2	3
102	то время	4	3
103	в своей	8	3
104	от того	4	3
105	как они	3	3
106	до сих	2	3
107	вместе с	2	3
108	сих пор	2	3
109	выйти из	3	3
110	что она	14	3
111	и прежде	2	3
112	не было	3	3
113	именно в	2	3
114	и вот	4	3
115	того что	6	3
116	тела и	5	3
117	нуждается в	3	3
118	но он	4	3
119	в другом	4	3
120	в поэзии	7	3
121	как он	4	3
122	о чем	3	3
123	не могут	4	2
124	если мы	2	2
125	с тем	2	2
126	независимо от	4	2
127	и есть	4	2
128	и та	6	2
129	тут же	4	2
130	говорить о	5	2
131	хотя бы	4	2
132	на все	2	2
133	можно сказать	5	2
134	не нуждается	4	2
135	к тому	2	2
136	раз в	2	2
137	то что	14	2
138	и она	2	2
139	во все	2	2
140	и слова	3	2
141	в другое	2	2
142	ведь это	3	2
143	было бы	3	2
144	что это	10	2
145	несмотря на	2	2
146	и если	4	2
147	конечно не	6	2
148	может быть	20	2
149	это время	3	2
150	если в	2	2
151	даже в	3	2
152	в каждом	2	2
153	все же	4	2
154	на него	2	2
155	данном случае	2	2
156	а именно	5	2
157	во времени	4	2
158	и только	4	2
159	при этом	4	2
160	становления и	3	2
161	в истории	2	2
162	чтобы не	6	2
163	в одно	5	2
164	и что	5	2
165	в системе	2	2
166	с точки	8	2
167	и притом	7	2
168	к нему	4	2
169	жизнь и	5	2
170	в данном	3	2
171	между тем	2	2
172	одно из	4	2
173	она и	2	2
174	от земли	2	2
175	и вообще	6	2
176	же самое	2	2
177	но мы	2	2
178	уже и	2	2
179	в чем	3	2
180	нет ни	3	2
181	том как	2	2
182	от этого	3	2
