N	2gram	Tiupa_Hudo_1	Myshleni
1	в том	18	33
2	том что	8	27
3	точки зрения	10	26
4	то что	4	20
5	в этом	11	19
6	с точки	3	18
7	того что	4	17
8	и в	19	15
9	не только	16	15
10	речи и	3	15
11	что в	6	14
12	таким образом	3	14
13	что он	3	12
14	того чтобы	2	12
15	и т.д	3	12
16	в самом	5	11
17	в целом	3	10
18	но и	10	10
19	для того	2	10
20	в своем	2	9
21	может быть	14	9
22	не является	4	9
23	не может	7	9
24	о том	2	9
25	так и	11	8
26	к действительности	3	8
27	никогда не	2	8
28	не в	7	8
29	заключается в	2	8
30	и что	3	8
31	если бы	3	8
32	к тому	4	7
33	одной стороны	2	7
34	с одной	2	7
35	и не	15	7
36	на основе	2	7
37	потому что	3	7
38	как бы	9	7
39	по себе	2	7
40	он не	4	7
41	и т.п	4	7
42	в частности	13	6
43	в отношении	3	6
44	в этой	2	6
45	в виду	5	6
46	по отношению	9	6
47	с другой	7	6
48	сказать что	4	6
49	как это	5	6
50	но в	7	6
51	вовсе не	2	6
52	и к	3	6
53	как и	2	6
54	по своей	7	6
55	если мы	2	6
56	к которому	4	6
57	это не	2	5
58	и др	2	5
59	отношению к	9	5
60	внутренней речи	14	5
61	приводит к	5	5
62	то же	10	5
63	говорит что	2	5
64	во всей	3	5
65	на деле	3	5
66	прежде всего	4	4
67	из этих	3	4
68	все это	2	4
69	который в	2	4
70	в них	2	4
71	так же	2	4
72	а в	12	4
73	их в	3	4
74	в конечном	5	4
75	с его	6	4
76	конечном счете	5	4
77	в качестве	24	4
78	в своей	5	4
79	даже в	3	4
80	как в	2	4
81	как раз	3	4
82	а с	2	4
83	и его	12	4
84	только в	5	4
85	в которой	2	4
86	том числе	2	3
87	об этом	2	3
88	для него	4	3
89	при этом	13	3
90	чем это	2	3
91	со стороны	2	3
92	все эти	2	3
93	в самой	2	3
94	лишь в	4	3
95	и по	2	3
96	с другими	4	3
97	в основе	4	3
98	с ним	2	3
99	мы имеем	6	3
100	внешней речи	2	3
101	и особенно	2	3
102	состоит в	16	3
103	что можно	3	3
104	но не	11	3
105	того же	2	3
106	одной из	2	3
107	для которого	2	3
108	для себя	2	3
109	из тех	2	3
110	что она	2	3
111	вытекает из	2	3
112	тем самым	4	3
113	а не	9	3
114	или в	2	3
115	в данном	4	3
116	в отличие	7	3
117	и ее	3	3
118	этого слова	2	3
119	и это	2	3
120	отличие от	7	3
121	в противоположность	3	2
122	сама по	2	2
123	говоря словами	5	2
124	в этих	3	2
125	как уже	2	2
126	каждая из	2	2
127	или иной	7	2
128	можно сказать	5	2
129	ни в	5	2
130	и как	3	2
131	всякий раз	2	2
132	своей жизни	2	2
133	и более	2	2
134	человека к	3	2
135	случае не	2	2
136	той или	4	2
137	и тем	2	2
138	с ее	5	2
139	могут быть	4	2
140	в их	5	2
141	не следует	4	2
142	из виду	2	2
143	говорить о	3	2
144	еще один	2	2
145	роли в	4	2
146	мира и	2	2
147	а также	5	2
148	в одном	2	2
149	и составляет	3	2
150	отнюдь не	2	2
151	всей его	2	2
152	он должен	3	2
153	не могло	2	2
154	нечто в	2	2
155	этих двух	2	2
156	этом смысле	3	2
157	к его	2	2
158	именно в	2	2
159	представляет собой	10	2
160	с их	2	2
161	за пределы	2	2
162	иначе говоря	4	2
163	видим в	2	2
164	в его	9	2
165	что и	2	2
166	ее в	2	2
167	как говорит	3	2
168	принадлежит к	3	2
169	во всех	3	2
170	или менее	5	2
171	и для	2	2
172	в себя	2	2
173	по пути	4	2
174	в себе	9	2
175	в другом	3	2
176	более или	5	2
