N	2gram	Vygotskiy__5	Myshleni
1	то что	37	26
2	что он	17	25
3	в этом	14	25
4	потому что	23	21
5	таким образом	20	19
6	в том	27	18
7	не может	9	18
8	точки зрения	7	18
9	того чтобы	20	17
10	что в	24	16
11	и в	30	16
12	того что	8	16
13	так как	9	16
14	не только	16	16
15	так же	13	15
16	том что	21	15
17	для того	20	14
18	в сущности	12	13
19	сказать что	9	13
20	между собой	2	13
21	вопрос о	3	12
22	по отношению	2	12
23	и не	6	12
24	и что	23	12
25	в его	4	11
26	из того	3	11
27	но не	7	10
28	с помощью	2	10
29	было бы	5	10
30	как мы	5	10
31	а не	8	10
32	в силу	3	10
33	только в	5	10
34	в отношении	2	9
35	может быть	11	9
36	с точки	2	9
37	должно быть	2	8
38	о том	10	8
39	как это	7	8
40	в основе	7	8
41	если бы	11	8
42	как и	6	8
43	мы должны	3	8
44	он не	3	8
45	то же	7	8
46	же как	2	7
47	и есть	5	7
48	мы могли	4	7
49	друг с	3	7
50	в нем	7	7
51	но он	3	7
52	того же	2	7
53	так и	3	7
54	показали что	2	7
55	по себе	7	7
56	приводит к	2	7
57	если мы	16	7
58	с другом	3	7
59	что все	6	6
60	не в	8	6
61	в этой	5	6
62	и следовательно	2	6
63	но и	6	6
64	что оно	6	6
65	и на	3	6
66	как он	2	6
67	могли бы	4	6
68	но в	5	6
69	у него	3	6
70	состоит в	3	6
71	к тому	8	6
72	в той	3	6
73	этот вопрос	4	6
74	мы можем	7	6
75	в другом	3	6
76	самого начала	3	5
77	должна быть	2	5
78	никогда не	9	5
79	тому что	8	5
80	в своем	6	5
81	показывает что	3	5
82	что они	5	5
83	обе эти	2	5
84	что с	6	5
85	для него	3	5
86	как бы	19	5
87	не является	2	5
88	но мы	2	5
89	хотя бы	3	5
90	этом отношении	3	5
91	заключается в	8	5
92	этой теории	2	5
93	не знает	2	5
94	в то	2	5
95	сравнению с	4	5
96	он должен	8	5
97	по сравнению	4	5
98	можно сказать	2	5
99	тот же	3	5
100	как в	3	5
101	только что	4	5
102	того как	2	5
103	с самого	3	5
104	говорит что	6	5
105	можно было	3	5
106	это значит	2	5
107	тем что	6	5
108	в которой	3	5
109	ничего не	2	5
110	не могут	3	4
111	что если	6	4
112	казалось бы	4	4
113	что между	2	4
114	все эти	2	4
115	с другой	9	4
116	эта теория	5	4
117	это не	3	4
