N	2gram	Vygotskiy__3	Narrotol
1	не только	12	31
2	но и	5	27
3	и не	10	23
4	при этом	4	19
5	может быть	19	15
6	в качестве	2	14
7	как и	8	13
8	а не	7	13
9	а в	7	13
10	только в	4	12
11	в этом	13	12
12	и в	38	11
13	в данном	2	11
14	состоит в	3	10
15	и его	6	10
16	то что	35	9
17	то есть	15	9
18	то же	10	8
19	в том	25	8
20	данном случае	2	8
21	со стороны	2	8
22	не может	7	8
23	уже не	2	8
24	иначе говоря	5	8
25	представляет собой	2	8
26	если бы	14	7
27	у него	4	7
28	том что	14	7
29	но в	3	7
30	одного из	2	6
31	к тому	6	6
32	не в	12	6
33	в самом	25	6
34	не мог	4	6
35	как бы	14	6
36	один из	6	6
37	как раз	8	6
38	или в	5	6
39	в себе	4	6
40	в его	5	6
41	в этой	13	6
42	действующих лиц	5	5
43	перед нами	8	5
44	в своей	5	5
45	столь же	2	5
46	и на	6	5
47	потому что	14	5
48	точки зрения	16	5
49	никогда не	4	4
50	из этих	3	4
51	к себе	2	4
52	все же	8	4
53	для него	2	4
54	имеет место	2	4
55	в ней	15	4
56	и тем	3	4
57	в нем	4	4
58	из них	6	4
59	как в	4	4
60	внимание на	2	4
61	того что	4	4
62	того чтобы	9	4
63	в речи	3	4
64	или не	2	4
65	однако и	2	4
66	в то	3	4
67	что у	7	4
68	о том	6	4
69	одна из	4	4
70	в одном	8	4
71	но они	2	3
72	что в	20	3
73	в своем	5	3
74	что он	11	3
75	идет о	4	3
76	у нас	2	3
77	и как	8	3
78	когда в	4	3
79	в целом	4	3
80	самом деле	21	3
81	но как	2	3
82	для того	8	3
83	может служить	7	3
84	и о	3	3
85	он не	6	3
86	речь идет	4	3
87	быть не	2	3
88	едва ли	3	3
89	к чему	6	3
90	мы не	5	3
91	и то	8	3
92	их в	2	3
93	и ее	2	3
94	как будто	4	3
95	в русской	2	3
96	и все	10	3
97	представляют собой	2	3
98	как это	6	3
99	могло бы	2	3
100	между тем	7	3
101	и столь	2	2
102	казалось бы	5	2
103	действующее лицо	2	2
104	отнюдь не	2	2
105	в этих	2	2
106	между собой	2	2
107	она была	4	2
108	в конце	2	2
109	в сущности	10	2
110	в свою	4	2
111	на то	16	2
112	к его	2	2
113	как мы	7	2
114	же в	2	2
115	как если	3	2
116	она может	3	2
117	с ее	2	2
118	свою очередь	2	2
119	по своему	4	2
120	одно и	3	2
121	до конца	2	2
122	до сих	6	2
123	она не	6	2
124	в первой	2	2
125	к ним	3	2
126	никак не	7	2
127	всяком случае	2	2
128	не имеет	6	2
129	хотя бы	2	2
130	раз в	4	2
131	вместе с	5	2
132	дело не	2	2
133	сих пор	5	2
134	при такой	2	2
135	другой стороны	5	2
136	только что	2	2
137	не могла	2	2
138	и только	3	2
139	и вот	2	2
140	она в	3	2
141	в той	5	2
142	что не	3	2
143	говорил о	2	2
144	и даже	4	2
145	с другой	7	2
146	и для	4	2
147	в таком	3	2
148	ничего не	2	2
149	сказать что	4	2
150	во всяком	2	2
151	мы можем	7	2
152	же самое	10	2
153	эта фраза	2	2
154	здесь не	3	2
155	так сказать	5	2
156	с ним	2	2
157	та же	3	2
