N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	23	49
2	то есть	24	32
3	прежде всего	7	19
4	в его	24	18
5	не только	13	17
6	и его	13	17
7	и на	10	17
8	и не	34	15
9	в этом	25	15
10	в них	3	13
11	только в	8	13
12	но и	11	13
13	как и	8	11
14	как бы	28	11
15	и т.п	3	11
16	вовсе не	8	10
17	в этой	4	10
18	все это	7	9
19	в романе	11	9
20	для него	15	9
21	в нем	20	9
22	в сущности	5	8
23	все же	5	7
24	один из	2	7
25	жизни и	6	7
26	не может	11	7
27	таким образом	11	7
28	то же	10	7
29	все эти	8	7
30	как мы	5	7
31	именно в	6	6
32	то что	18	6
33	в литературе	3	6
34	в истории	2	6
35	в себя	3	6
36	же время	7	6
37	мы уже	2	6
38	во всех	5	6
39	так и	10	6
40	рядом с	13	6
41	с их	5	6
42	сказать что	5	6
43	и с	4	6
44	но он	2	6
45	точки зрения	21	6
46	в то	10	6
47	так как	7	6
48	в творчестве	5	6
49	с его	6	5
50	никогда не	5	5
51	в своем	8	5
52	уже в	5	5
53	из этих	2	5
54	выражение в	4	5
55	но не	8	5
56	при этом	3	5
57	тот же	2	5
58	может быть	21	5
59	в основном	2	5
60	и потому	3	5
61	в своей	11	5
62	с точки	15	5
63	роль в	2	5
64	в духе	3	4
65	с другой	2	4
66	и во	2	4
67	в жизни	6	4
68	и к	4	4
69	в себе	5	4
70	том что	9	4
71	но все	4	4
72	одна из	2	4
73	и о	3	4
74	в своих	2	4
75	благодаря этому	2	4
76	в этих	2	4
77	сих пор	2	4
78	до сих	2	4
79	в форме	6	4
80	отношения к	2	4
81	не было	3	4
82	а в	7	4
83	лишь в	3	4
84	как на	2	4
85	в области	3	4
86	тем что	3	4
87	там где	6	4
88	с ним	6	4
89	но в	4	4
90	но они	4	3
91	в книге	3	3
92	всех этих	3	3
93	в одном	9	3
94	его целом	5	3
95	что он	10	3
96	же в	2	3
97	в том	11	3
98	да и	2	3
99	и перед	2	3
100	но именно	4	3
101	не дает	3	3
102	было бы	6	3
103	из них	2	3
104	несмотря на	6	3
105	в самом	8	3
106	наконец в	2	3
107	даже в	2	3
108	точка зрения	7	3
109	с ее	2	3
110	ни в	3	3
111	но эти	2	3
112	другой стороны	2	3
113	что для	2	3
114	этом отношении	5	3
115	и все	3	3
116	и других	5	3
117	и вот	2	3
118	только с	2	3
119	менее всего	4	3
120	к нему	3	3
121	можно было	3	3
122	его творчества	7	3
123	их в	2	3
124	о том	2	3
125	и это	5	3
126	в плане	5	3
127	он понимает	2	2
128	автора и	5	2
129	в противоположность	3	2
130	сознания и	3	2
131	что в	8	2
132	за пределы	6	2
133	точку зрения	4	2
134	зрения на	8	2
135	мировой литературы	2	2
136	это в	2	2
137	в смысле	2	2
138	для понимания	3	2
139	в условиях	2	2
140	можно сказать	2	2
141	в отношении	2	2
142	в самой	7	2
143	по существу	4	2
144	это и	9	2
145	сочетается с	3	2
146	но это	5	2
147	лишь как	5	2
148	есть в	3	2
149	все что	3	2
150	его романа	2	2
151	только то	3	2
152	ничего не	6	2
153	до конца	5	2
154	в пределах	9	2
155	еще не	5	2
156	и другие	2	2
157	мире в	3	2
158	в произведениях	2	2
159	одним из	8	2
160	у него	6	2
161	линии развития	2	2
162	себе и	3	2
163	в мире	7	2
164	по преимуществу	3	2
165	вместе с	2	2
166	в их	3	2
167	не во	3	2
168	смысл и	2	2
169	на языке	2	2
170	на материале	3	2
171	на самом	4	2
172	именно на	2	2
173	того чтобы	4	2
174	и даже	3	2
175	так же	6	2
176	здесь с	3	2
177	тому как	3	2
178	своего времени	2	2
179	во всяком	4	2
180	подобно тому	3	2
181	на его	2	2
182	во все	3	2
183	мы должны	2	2
184	в конце	5	2
185	в художественном	2	2
186	на мир	8	2
187	особенности его	5	2
188	всяком случае	3	2
