N	2gram	Bakhtin_Pr_5	Psycholo
1	в том	5	37
2	и в	35	32
3	и что	6	22
4	том что	3	21
5	то что	10	21
6	таким образом	7	21
7	потому что	8	21
8	то есть	16	21
9	что в	6	20
10	так же	7	18
11	может быть	14	18
12	что и	3	17
13	не может	18	17
14	точки зрения	7	17
15	самом деле	10	16
16	что он	24	13
17	при этом	2	13
18	то же	15	13
19	в этом	14	13
20	по себе	4	12
21	в самом	6	12
22	не только	10	12
23	так как	4	12
24	с тем	3	11
25	было бы	3	11
26	как и	18	10
27	когда он	3	10
28	но и	14	10
29	и не	27	10
30	с точки	2	10
31	никогда не	4	9
32	что все	2	9
33	как в	5	9
34	тем что	4	9
35	что это	4	8
36	не менее	2	8
37	не в	10	8
38	с таким	2	8
39	той же	2	8
40	того что	3	8
41	к тому	6	7
42	мы знаем	2	7
43	и как	2	7
44	такой же	3	7
45	а не	4	7
46	в сущности	14	7
47	все эти	3	7
48	можно было	2	7
49	и его	14	7
50	сказать что	3	7
51	как будто	4	7
52	только в	6	7
53	что они	6	7
54	все время	4	6
55	тот же	4	6
56	он не	13	6
57	как бы	31	6
58	те же	2	6
59	о том	2	6
60	что у	6	5
61	что его	2	5
62	в ней	2	5
63	все это	14	5
64	как раз	4	5
65	показать что	2	5
66	на самом	9	5
67	только на	4	5
68	и даже	5	5
69	есть только	2	5
70	и на	6	5
71	в то	11	5
72	сам по	2	4
73	когда она	2	4
74	столь же	2	4
75	с этой	2	4
76	в жизни	2	4
77	что на	2	4
78	в чем	4	4
79	и сам	7	4
80	материал для	2	4
81	из этого	2	4
82	и по	2	4
83	в нем	16	4
84	все же	8	4
85	из них	3	4
86	но только	3	4
87	а в	7	4
88	и все	15	4
89	к одному	3	4
90	и для	8	4
91	тому что	2	4
92	и с	12	4
93	говорит он	4	4
94	с этим	3	4
95	в целом	3	4
96	и это	5	4
97	в произведении	2	4
98	в творчестве	4	4
99	ничего не	3	4
100	между тем	4	4
101	в общем	3	3
102	по своему	4	3
103	для этого	2	3
104	но он	4	3
105	хотя бы	2	3
106	с другой	4	3
107	не как	3	3
108	в конце	5	3
109	и другого	2	3
110	и к	12	3
111	так что	5	3
112	но как	4	3
113	до конца	4	3
114	что с	2	3
115	например в	2	3
116	в своей	4	3
117	конце концов	3	3
118	с ее	3	3
119	так и	8	3
120	во всех	3	3
121	и так	4	3
122	бы и	2	3
123	в отношении	9	3
124	что же	7	3
125	на этом	2	3
126	и вот	4	3
127	время как	2	3
128	что не	4	3
129	и он	2	3
130	жизнь и	2	3
131	тому как	2	3
132	как к	5	3
133	он в	4	3
134	он все	2	3
135	в которых	2	3
136	и то	5	3
137	во всем	4	3
138	ни на	2	3
139	мы должны	3	3
140	отношении к	7	3
141	та же	4	3
142	но в	19	3
143	в виду	3	3
144	это было	2	3
145	мы можем	2	3
146	слова в	6	2
147	на вопрос	2	2
148	этих двух	2	2
149	и этот	2	2
150	с его	7	2
151	понятно что	2	2
152	в них	4	2
153	то ни	3	2
154	но так	3	2
155	это не	3	2
156	и от	3	2
157	он с	6	2
158	с другими	2	2
159	в одном	6	2
160	в каждом	6	2
161	именно потому	2	2
162	это в	2	2
163	и говорит	3	2
164	а я	10	2
165	но эта	2	2
166	во всяком	4	2
167	сводится к	3	2
168	ни в	2	2
169	говорит о	2	2
170	такое же	2	2
171	же время	10	2
172	еще не	7	2
173	но не	6	2
174	в глаза	5	2
175	из их	2	2
176	но что	2	2
177	бы с	2	2
178	вовсе не	7	2
179	на его	4	2
180	к нему	13	2
181	в его	21	2
182	в него	3	2
183	всяком случае	4	2
184	когда я	5	2
185	в ее	3	2
186	его с	5	2
187	как можно	2	2
188	как он	2	2
189	бы то	3	2
190	в этих	2	2
191	отношение к	6	2
192	вместе с	2	2
193	на него	5	2
194	другого как	2	2
195	себе и	7	2
196	и без	4	2
197	так в	2	2
198	бы не	2	2
199	другой стороны	3	2
200	а с	3	2
201	что оно	2	2
202	к своему	5	2
203	и у	4	2
204	на этот	2	2
205	с каким-то	2	2
206	отличие от	2	2
207	увидим что	2	2
208	каждый из	2	2
209	но это	6	2
210	их в	2	2
211	это знает	3	2
212	он дает	2	2
213	ли это	2	2
214	то все	2	2
215	подобно тому	2	2
216	в себе	5	2
217	и вообще	2	2
218	там где	7	2
219	в которой	2	2
220	всю жизнь	2	2
