N	2gram	Bakhtin_Fr_8	slovoVRo
1	в романе	21	46
2	и в	56	39
3	может быть	3	37
4	и его	12	33
5	то есть	24	26
6	не только	8	24
7	и не	9	22
8	но и	9	21
9	не может	2	20
10	в нем	8	19
11	до конца	11	17
12	все это	8	16
13	в этом	14	16
14	так и	13	15
15	а не	2	14
16	в пределах	5	13
17	в процессе	5	13
18	литературного языка	4	12
19	во всех	8	12
20	вовсе не	6	10
21	не в	3	9
22	языков и	3	9
23	языка и	6	9
24	и с	8	9
25	прежде всего	6	8
26	слова и	3	8
27	таким образом	17	8
28	точки зрения	6	8
29	языков в	2	8
30	с его	5	7
31	при этом	4	7
32	для него	2	7
33	еще не	10	7
34	в его	18	7
35	как бы	11	7
36	никогда не	5	7
37	в этих	11	7
38	и потому	4	7
39	язык и	2	7
40	и даже	8	7
41	как мы	7	7
42	с ним	2	7
43	в них	11	6
44	язык в	4	6
45	и к	4	6
46	все же	2	6
47	как и	5	6
48	в своем	3	6
49	языка в	2	6
50	но не	5	6
51	в большинстве	7	6
52	в сущности	8	6
53	там где	3	6
54	в значительной	2	6
55	все эти	15	6
56	в слове	2	6
57	так сказать	5	6
58	но в	6	6
59	с другой	2	5
60	это не	2	5
61	и для	2	5
62	и все	6	5
63	том что	8	5
64	одной стороны	2	5
65	только в	9	5
66	в том	13	5
67	например в	4	5
68	и их	8	5
69	той или	2	5
70	один из	5	5
71	с одной	4	5
72	уже не	3	5
73	и наконец	3	5
74	романа в	2	5
75	конечно не	4	5
76	большинстве случаев	6	5
77	языка а	2	5
78	мира и	2	5
79	всех этих	3	4
80	и др	8	4
81	ни в	2	4
82	узком смысле	2	4
83	же время	10	4
84	одна из	4	4
85	в узком	2	4
86	наконец в	4	4
87	в отношении	5	4
88	то же	11	4
89	и других	4	4
90	с помощью	3	4
91	в той	6	4
92	а в	2	4
93	и на	7	4
94	в основе	4	4
95	в то	12	4
96	всех областях	2	4
97	его в	2	4
98	во всем	4	4
99	так как	4	4
100	перед нами	3	3
101	что в	5	3
102	национального языка	3	3
103	отметить что	2	3
104	человека и	2	3
105	здесь в	3	3
106	что и	3	3
107	исторической жизни	2	3
108	точек зрения	2	3
109	но это	2	3
110	связи с	6	3
111	у него	7	3
112	и как	2	3
113	слов и	3	3
114	с их	2	3
115	как к	2	3
116	в ней	4	3
117	со всею	3	3
118	к нему	2	3
119	в некоторых	3	3
120	бы и	2	3
121	в свете	4	3
122	взаимоосвещения языков	4	3
123	а также	3	3
124	с точки	2	3
125	той же	6	3
126	рядом с	3	3
127	связан с	2	3
128	сказать что	3	3
129	между тем	3	3
130	речи и	3	3
131	ту же	4	3
132	в особенности	4	3
133	действующих лиц	2	2
134	в данном	2	2
135	уже в	2	2
136	не был	4	2
137	не было	5	2
138	и более	4	2
139	свой язык	2	2
140	и другие	5	2
141	хотя и	2	2
142	в нашем	2	2
143	них и	2	2
144	на котором	2	2
145	но он	3	2
146	того как	2	2
147	и образ	2	2
148	как например	3	2
149	конечно в	2	2
150	новое время	2	2
151	в себе	4	2
152	и здесь	3	2
153	что он	2	2
154	эпохи и	6	2
155	с ее	5	2
156	более того	3	2
157	более или	2	2
158	мы уже	10	2
159	нем и	2	2
160	за пределы	4	2
161	с одним	2	2
162	литературно-языковое сознание	3	2
163	связи и	3	2
164	даже в	4	2
165	точка зрения	2	2
166	сих пор	8	2
167	на его	6	2
168	мы видели	5	2
169	то что	3	2
170	дело в	2	2
171	слово самого	2	2
172	его как	2	2
173	вместе с	2	2
174	все они	6	2
175	или менее	2	2
176	в их	3	2
177	в форме	3	2
178	кроме того	3	2
179	в связи	3	2
180	в виде	2	2
181	на них	3	2
182	мы не	2	2
183	они не	5	2
184	и т.п	11	2
185	того чтобы	4	2
186	для того	2	2
187	одним из	5	2
188	мы наблюдаем	3	2
189	роль в	5	2
190	на мир	2	2
191	людей и	2	2
192	конечно и	3	2
193	также и	2	2
194	в результате	5	2
195	и при	2	2
196	он не	5	2
197	далеко не	2	2
198	к его	3	2
199	в другом	3	2
200	о том	4	2
201	почти до	2	2
202	зрения на	2	2
203	почти все	2	2
204	здесь как	2	2
205	в области	5	2
206	это очень	2	2
207	латыни и	2	2
208	в одном	2	2
209	до сих	8	2
