N	2gram	Losev_Prob_3	Vvedenie
1	и т	13	42
2	т д	13	36
3	и в	44	32
4	в том	21	31
5	в этом	17	30
6	может быть	28	26
7	том что	12	26
8	не только	14	22
9	таким образом	9	19
10	также и	16	18
11	то что	23	16
12	потому что	25	15
13	так как	9	15
14	но также	2	14
15	не может	7	14
16	в самом	3	13
17	в нем	9	13
18	о том	6	13
19	того что	8	12
20	в их	2	12
21	и не	35	12
22	как на	2	12
23	в его	9	12
24	только в	19	12
25	как мы	8	11
26	что такое	3	11
27	ясно что	6	11
28	и именно	2	11
29	в ее	4	11
30	в данном	9	11
31	языка и	4	10
32	что в	8	10
33	но в	12	9
34	и как	3	9
35	по себе	25	9
36	то же	13	9
37	в той	3	9
38	не менее	10	8
39	с другой	7	8
40	это не	9	8
41	а только	5	8
42	тем не	10	8
43	не в	13	8
44	именно в	2	8
45	прежде всего	3	7
46	точки зрения	5	7
47	но не	3	7
48	было бы	8	7
49	все же	6	7
50	как нечто	9	7
51	самом деле	3	7
52	можно было	4	7
53	до сих	2	6
54	смысле слова	8	6
55	но и	10	6
56	все это	5	6
57	и даже	14	6
58	широком смысле	2	6
59	в то	9	6
60	его в	3	6
61	с тем	5	6
62	вовсе не	37	6
63	как и	10	6
64	в качестве	3	6
65	сих пор	2	6
66	а именно	8	6
67	хотя бы	3	6
68	и его	5	6
69	этот вопрос	3	6
70	тем что	4	6
71	и это	9	6
72	уже в	3	5
73	иное как	4	5
74	так что	12	5
75	на этот	4	5
76	но если	6	5
77	как бы	9	5
78	и тем	9	5
79	в целом	6	5
80	а как	2	5
81	данном случае	7	5
82	другой стороны	5	5
83	с их	2	5
84	в которых	3	5
85	сказать что	16	5
86	быть в	2	5
87	об этом	3	5
88	по своему	2	5
89	есть и	2	5
90	не есть	35	5
91	вместе с	2	5
92	а не	18	5
93	могут быть	2	5
94	с этой	3	4
95	этом случае	5	4
96	как о	5	4
97	о чем	2	4
98	всяком случае	6	4
99	в котором	2	4
100	еще и	7	4
101	с одной	2	4
102	не просто	23	4
103	и что	7	4
104	не имеет	9	4
105	а в	5	4
106	даже и	16	4
107	что иное	4	4
108	как это	2	4
109	мы имеем	2	4
110	как она	2	4
111	сравнению с	2	4
112	по крайней	5	4
113	что он	9	4
114	не что	4	4
115	еще не	5	4
116	крайней мере	5	4
117	по сравнению	2	4
118	в своей	5	4
119	только что	2	4
120	как раз	8	4
121	в виде	6	4
122	уже не	7	4
123	и для	2	4
124	и то	14	4
125	во всяком	9	4
126	само по	3	4
127	и ее	3	4
128	в себе	8	4
129	только с	4	4
130	совсем не	2	3
131	он сам	4	3
132	сама по	8	3
133	что это	3	3
134	и есть	5	3
135	в частности	2	3
136	в этих	2	3
137	в конце	5	3
138	можно сказать	6	3
139	к тому	3	3
140	да и	5	3
141	в известной	2	3
142	но все	3	3
143	в этой	3	3
144	но что	2	3
145	при этом	4	3
146	такого рода	6	3
147	от себя	2	3
148	хотя и	5	3
149	в ней	5	3
150	в виду	10	3
151	то это	10	3
152	мы видели	2	3
153	из них	2	3
154	дело не	2	3
155	в своем	5	3
156	все эти	7	3
157	заключается в	4	3
158	так же	5	3
159	в результате	2	3
160	говорить о	3	3
161	в начале	2	3
162	что даже	4	3
163	при помощи	8	3
164	в известном	2	3
165	нисколько не	2	3
166	если бы	3	3
167	однако в	2	3
168	с понятием	3	3
169	и к	6	3
170	связи с	8	3
171	в чем	4	3
172	том виде	2	3
173	а также	4	3
174	как оно	3	3
175	гораздо более	5	3
176	что и	9	3
177	дело в	4	3
178	что же	8	3
179	на основании	2	3
180	xx в	2	3
181	но с	2	3
182	в каком	4	3
183	от другой	2	3
184	и вообще	8	3
185	как будто	3	3
186	или как	3	3
187	как только	3	2
188	же как	3	2
189	и другие	3	2
190	это уже	3	2
191	никогда не	6	2
192	тому что	4	2
193	для этого	6	2
194	в отношении	2	2
195	само собой	2	2
196	точно так	3	2
197	это в	2	2
198	или иной	8	2
199	находятся в	3	2
200	это есть	3	2
201	но это	8	2
202	такого же	2	2
203	имеет свою	3	2
204	и сам	5	2
205	значение в	3	2
206	природы и	2	2
207	от того	2	2
208	во внимание	2	2
209	в связи	7	2
210	мы говорим	4	2
211	не было	5	2
212	же касается	4	2
213	этого термина	2	2
214	произведения и	2	2
215	есть только	4	2
216	не столько	2	2
217	и с	9	2
218	чем же	4	2
219	с этим	2	2
220	он и	2	2
221	той или	12	2
222	нам не	2	2
223	и здесь	5	2
224	же самое	9	2
225	конце концов	3	2
226	искусства и	2	2
227	когда мы	15	2
228	бы в	2	2
229	так и	10	2
230	могло бы	3	2
231	ни к	3	2
232	для них	2	2
233	на котором	2	2
234	значение и	5	2
235	есть не	5	2
236	о которых	3	2
237	у нас	10	2
238	по существу	2	2
239	и при	2	2
240	тем более	3	2
241	к какому	2	2
242	литературы и	2	2
243	того же	2	2
244	во всех	2	2
245	что мы	8	2
246	мы должны	7	2
247	жизни и	6	2
248	мы уже	4	2
249	с теми	2	2
250	свое значение	3	2
251	ни с	4	2
252	одна от	2	2
253	этого слова	5	2
254	для нее	2	2
255	и до	2	2
256	но уже	3	2
257	с ней	5	2
258	быть и	3	2
259	и сама	2	2
260	только на	5	2
261	и тогда	3	2
262	путь от	2	2
263	из того	3	2
264	котором он	2	2
265	из которых	2	2
266	целое и	2	2
267	с точки	2	2
268	другое дело	2	2
269	мы не	7	2
270	у них	2	2
271	мы можем	6	2
272	в другом	2	2
273	будто бы	3	2
274	если же	3	2
275	иной раз	3	2
276	нечто целое	2	2
277	здесь не	8	2
278	идет речь	3	2
279	ничего не	3	2
