N	2gram	Losev_Vlad_3	Hudozhes
1	и в	40	28
2	том что	18	19
3	и не	25	18
4	в том	18	15
5	а не	8	14
6	не в	3	13
7	в этом	16	13
8	о том	11	12
9	перед нами	3	11
10	как и	7	11
11	при этом	3	11
12	в его	14	11
13	не только	25	11
14	уже не	9	10
15	но и	18	9
16	в себе	9	9
17	в жизни	2	8
18	что он	5	8
19	может быть	8	8
20	так и	6	8
21	я не	3	7
22	и все	4	7
23	к тому	7	7
24	об этом	6	7
25	в мире	2	7
26	что она	2	7
27	как это	4	7
28	это не	3	6
29	в котором	4	6
30	то что	28	6
31	в своей	9	6
32	если бы	3	6
33	то же	4	6
34	не было	5	6
35	сводится к	3	6
36	а в	7	6
37	и с	9	6
38	тем что	5	6
39	для себя	5	6
40	в то	7	6
41	с его	2	5
42	что это	9	5
43	не менее	9	5
44	у него	24	5
45	в своем	8	5
46	как бы	3	5
47	да и	6	5
48	в этой	8	5
49	что в	17	5
50	она не	2	5
51	в самом	4	5
52	наряду с	2	5
53	никогда не	11	5
54	только на	5	5
55	и его	10	5
56	для него	8	5
57	ничего не	5	5
58	бы и	4	4
59	тому что	4	4
60	тем не	10	4
61	говорит о	4	4
62	то в	6	4
63	но не	4	4
64	в качестве	3	4
65	же время	2	4
66	для того	2	4
67	и о	4	4
68	он не	8	4
69	что и	7	4
70	как раз	10	4
71	то и	2	4
72	не может	14	4
73	того чтобы	3	4
74	только в	13	4
75	с другой	5	3
76	в одном	5	3
77	человека и	3	3
78	что все	7	3
79	прежде всего	10	3
80	в нем	3	3
81	что на	2	3
82	для нас	5	3
83	есть и	4	3
84	еще не	4	3
85	одной стороны	3	3
86	было бы	4	3
87	в это	2	3
88	несмотря на	7	3
89	одной из	2	3
90	по преимуществу	2	3
91	в ней	5	3
92	мы уже	5	3
93	не все	3	3
94	в этих	2	3
95	все они	2	3
96	на него	2	3
97	со стороны	2	3
98	а с	4	3
99	с одной	3	3
100	едва ли	11	3
101	по его	2	3
102	так же	8	3
103	можно было	5	3
104	и на	6	3
105	на себя	2	3
106	же самое	3	3
107	и это	6	3
108	к нему	3	3
109	он сам	2	2
110	а о	2	2
111	отнюдь не	5	2
112	именно в	3	2
113	а вот	2	2
114	не столько	3	2
115	не как	2	2
116	и от	6	2
117	из этих	3	2
118	в духе	3	2
119	вовсе не	13	2
120	не с	4	2
121	как мы	8	2
122	о которых	2	2
123	мы знаем	3	2
124	тому же	5	2
125	же как	3	2
126	с такой	2	2
127	говорит в	3	2
128	и к	2	2
129	о двух	2	2
130	нам представляется	2	2
131	он уже	2	2
132	же и	2	2
133	в церкви	2	2
134	а также	8	2
135	не является	2	2
136	в нашем	2	2
137	оно не	3	2
138	это было	3	2
139	все же	4	2
140	не будет	6	2
141	из них	2	2
142	ни с	3	2
143	вместе с	7	2
144	данном случае	2	2
145	который был	2	2
146	что же	9	2
147	но еще	2	2
148	как на	3	2
149	здесь не	3	2
150	еще и	18	2
151	тем самым	2	2
152	и у	3	2
153	который в	2	2
154	и эта	3	2
155	хотя бы	6	2
156	и для	3	2
157	с точки	6	2
158	роль в	2	2
159	о боге	4	2
160	в данном	5	2
161	и то	9	2
162	сказать что	12	2
163	потому что	11	2
164	однако и	4	2
165	в виде	13	2
166	точки зрения	13	2
167	себе в	2	2
168	в другом	2	2
169	что даже	2	2
170	и только	3	2
171	его в	2	2
172	нет ничего	2	2
173	но в	4	2
174	тоже не	5	2
175	же не	2	2
