N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	56
2	то есть	9	24
3	в его	6	18
4	таким образом	5	17
5	все эти	3	15
6	в этом	13	14
7	в том	14	13
8	так и	9	13
9	и его	3	12
10	в то	5	12
11	как бы	6	11
12	и т.п	6	11
13	то же	4	11
14	же время	3	10
15	еще не	2	10
16	только в	11	9
17	в самом	2	9
18	но и	15	9
19	и не	14	9
20	том что	13	8
21	по своему	2	8
22	не только	26	8
23	в нем	5	8
24	и даже	3	8
25	в частности	11	7
26	у него	6	7
27	прежде всего	6	6
28	вовсе не	2	6
29	в ее	4	6
30	в этой	4	6
31	мертвых душ	2	6
32	в той	5	6
33	той же	2	6
34	потому что	2	6
35	точки зрения	5	6
36	и все	4	6
37	но в	6	6
38	но не	3	5
39	с его	3	5
40	никогда не	6	5
41	как и	4	5
42	он не	5	5
43	один из	3	5
44	своего рода	9	5
45	в процессе	2	5
46	что в	4	5
47	роль в	2	5
48	в результате	2	5
49	во время	2	5
50	они не	2	5
51	так сказать	3	5
52	в области	2	5
53	времени и	4	4
54	и более	2	4
55	что это	4	4
56	в себе	8	4
57	в качестве	14	4
58	и к	6	4
59	в ней	2	4
60	начала и	2	4
61	с одной	5	4
62	при этом	14	4
63	того чтобы	3	4
64	в своих	2	4
65	о том	5	4
66	по своей	3	4
67	одна из	3	4
68	перед нами	4	3
69	в своем	6	3
70	в литературе	4	3
71	и здесь	2	3
72	существенную роль	3	3
73	может быть	10	3
74	а также	6	3
75	что и	2	3
76	то что	8	3
77	в форме	5	3
78	уже не	4	3
79	не в	8	3
80	сказать что	3	3
81	между тем	3	3
82	но он	2	3
83	характер и	3	3
84	к его	3	3
85	в другом	4	3
86	и т.д	4	3
87	бы в	2	3
88	к которому	2	3
89	все его	4	3
90	в известном	3	2
91	только не	2	2
92	если бы	4	2
93	в виде	2	2
94	в нашем	2	2
95	о них	2	2
96	с другой	5	2
97	это не	3	2
98	в других	2	2
99	на самом	2	2
100	что он	5	2
101	можно сказать	6	2
102	интерес к	2	2
103	говорит о	2	2
104	но это	2	2
105	для него	4	2
106	второй план	2	2
107	одной стороны	5	2
108	было бы	2	2
109	и сам	3	2
110	картина мира	8	2
111	картины мира	2	2
112	несмотря на	2	2
113	своему характеру	2	2
114	себе и	2	2
115	а в	9	2
116	в центре	2	2
117	хотя и	5	2
118	в церкви	2	2
119	все те	2	2
120	в котором	5	2
121	его жизни	2	2
122	все же	6	2
123	действующих лиц	3	2
124	в своей	4	2
125	в мире	4	2
126	самом деле	3	2
127	данном случае	6	2
128	что она	2	2
129	только на	2	2
130	так же	2	2
131	как раз	3	2
132	не может	8	2
133	как к	3	2
134	нового времени	2	2
135	а не	17	2
136	и для	3	2
137	с точки	2	2
138	в слове	3	2
139	мы не	2	2
140	с такою	2	2
141	на одном	2	2
142	в данном	10	2
143	с этой	3	2
144	той или	3	2
145	что они	3	2
146	далеко не	5	2
147	зрения на	2	2
148	мира и	3	2
149	с ним	4	2
