N	2gram	Propp_Russ_1	FransuaR
1	и в	36	29
2	то есть	3	21
3	таким образом	6	20
4	и не	6	16
5	как и	10	12
6	но в	2	12
7	так и	7	11
8	и на	10	11
9	в этом	12	11
10	то же	3	10
11	во время	14	10
12	как мы	10	10
13	не только	22	10
14	но и	16	9
15	все эти	2	9
16	и с	2	9
17	в его	2	8
18	как бы	5	8
19	в них	6	7
20	так же	3	7
21	в том	17	7
22	так как	15	7
23	из них	8	6
24	в большинстве	2	6
25	своего рода	3	6
26	в праздник	3	6
27	что это	3	5
28	у него	2	5
29	это не	10	5
30	до конца	2	5
31	далеко не	3	5
32	в нем	2	5
33	на весь	2	5
34	и до	2	5
35	большинстве случаев	2	5
36	и по	8	5
37	только для	2	4
38	но они	3	4
39	в нашем	2	4
40	в образе	2	4
41	но это	4	4
42	связанные с	3	4
43	еще не	4	4
44	характер этого	2	4
45	и др	4	4
46	один из	8	4
47	то что	6	4
48	все это	6	4
49	на самом	2	4
50	тем что	4	4
51	точки зрения	3	4
52	в доме	2	3
53	всех этих	2	3
54	они были	2	3
55	в частности	2	3
56	в качестве	3	3
57	в своем	3	3
58	и здесь	2	3
59	что у	2	3
60	все же	5	3
61	том что	19	3
62	и как	2	3
63	в дальнейшем	2	3
64	мы видим	2	3
65	такой же	2	3
66	мы можем	2	3
67	животных и	4	3
68	того что	4	3
69	этого праздника	3	3
70	и их	4	3
71	за счет	2	3
72	в разных	3	3
73	при этом	6	3
74	и других	7	3
75	в году	2	3
76	там же	5	3
77	с ними	5	3
78	не случайно	2	3
79	в ней	2	3
80	там где	2	3
81	по улицам	4	2
82	связи с	4	2
83	и другие	13	2
84	к этому	4	2
85	в фольклоре	2	2
86	в этих	3	2
87	в жизни	2	2
88	его к	2	2
89	в различных	2	2
90	к тому	4	2
91	и к	3	2
92	он был	2	2
93	что они	7	2
94	связаны с	3	2
95	мы увидим	8	2
96	на этом	3	2
97	но не	2	2
98	как известно	2	2
99	не может	4	2
100	о чем	3	2
101	может быть	8	2
102	между прочим	2	2
103	том же	2	2
104	хотя и	2	2
105	уже не	6	2
106	а также	3	2
107	если в	3	2
108	и для	2	2
109	на этой	2	2
110	после этого	4	2
111	но она	2	2
112	но эти	3	2
113	его и	2	2
114	также в	3	2
115	как в	5	2
116	в их	4	2
117	не на	2	2
118	в особенности	2	2
119	в других	11	2
120	всякого рода	3	2
121	и у	5	2
122	с точки	3	2
123	или в	2	2
124	в своих	2	2
125	их в	3	2
126	как будто	5	2
127	только в	4	2
128	в один	2	2
129	о том	8	2
130	как он	2	2
131	с ним	2	2
132	в числе	2	2
133	же не	2	2
