N	2gram	Tiupa_Lite_2	Komedia
1	и в	19	22
2	том что	7	12
3	в том	10	11
4	но и	10	11
5	не только	8	10
6	из них	2	10
7	в то	9	10
8	как и	10	9
9	и т	2	9
10	может быть	17	9
11	в одном	2	8
12	и не	11	8
13	и его	3	8
14	о том	2	8
15	едва ли	4	7
16	в этой	3	7
17	и других	4	7
18	что в	4	6
19	в конце	2	6
20	в годы	2	6
21	что он	3	6
22	такого рода	9	6
23	то же	12	6
24	не в	4	6
25	а в	3	6
26	уже в	2	5
27	с другой	8	5
28	прежде всего	4	5
29	при этом	6	5
30	в его	4	5
31	еще в	4	5
32	один из	4	5
33	в истории	2	5
34	так и	7	5
35	другой стороны	4	5
36	и даже	8	5
37	потому что	2	5
38	т п	2	5
39	в их	3	4
40	же в	2	4
41	в другом	3	4
42	в качестве	5	4
43	же время	9	4
44	а также	2	4
45	в нем	3	4
46	что и	2	4
47	так в	5	4
48	тем что	4	4
49	в результате	2	4
50	точки зрения	4	4
51	ли не	4	4
52	так как	3	4
53	одном из	2	4
54	но в	2	4
55	же как	2	3
56	не менее	6	3
57	однако в	6	3
58	и одновременно	2	3
59	в них	2	3
60	идет о	3	3
61	у нас	5	3
62	и как	3	3
63	х годов	3	3
64	тот же	2	3
65	одной стороны	6	3
66	и сам	2	3
67	одной из	2	3
68	в начале	3	3
69	в частности	4	3
70	у него	2	3
71	он не	5	3
72	речь идет	3	3
73	даже в	4	3
74	все же	2	3
75	отношению к	3	3
76	в целом	2	3
77	по отношению	4	3
78	этом отношении	3	3
79	с одной	7	3
80	в году	5	3
81	мы не	4	3
82	как раз	2	3
83	каждый из	4	3
84	и на	6	3
85	в этом	9	3
86	и с	3	3
87	могут быть	2	3
88	и еще	2	3
89	как правило	3	3
90	как это	2	3
91	ничего не	3	3
92	в противоположность	2	2
93	в рамках	4	2
94	ни было	2	2
95	для всех	5	2
96	и без	2	2
97	столь же	5	2
98	вовсе не	2	2
99	слов но	2	2
100	тем не	2	2
101	а к	2	2
102	такой же	3	2
103	одна из	5	2
104	на этом	2	2
105	но не	5	2
106	того же	4	2
107	в себя	3	2
108	до конца	2	2
109	еще не	2	2
110	было бы	2	2
111	со своей	2	2
112	художественного мышления	5	2
113	для себя	2	2
114	говоря уже	2	2
115	с ее	2	2
116	то что	7	2
117	не к	2	2
118	вместе с	5	2
119	не говоря	2	2
120	все что	2	2
121	со стороны	3	2
122	при всем	2	2
123	то и	3	2
124	для этого	2	2
125	в сущности	3	2
126	не может	9	2
127	не раз	2	2
128	из которых	2	2
129	в принципе	5	2
130	право на	3	2
131	путь к	2	2
132	но это	3	2
133	на себя	2	2
134	в своих	2	2
135	в себе	6	2
136	ту же	2	2
137	уже о	2	2
138	в области	4	2
