N	2gram	Losev_Vlad_1	Hudozhes
1	и в	31	28
2	том что	14	19
3	и не	17	18
4	в том	11	15
5	не в	5	13
6	в этом	14	13
7	о том	11	12
8	как и	4	11
9	при этом	2	11
10	в его	12	11
11	не только	24	11
12	уже не	3	10
13	но и	19	9
14	в себе	4	9
15	в жизни	3	8
16	что он	12	8
17	может быть	6	8
18	себя в	4	8
19	так и	6	8
20	я не	4	7
21	и все	4	7
22	к тому	3	7
23	об этом	7	7
24	в частности	2	7
25	что она	2	7
26	с ним	5	7
27	как это	7	7
28	можно сказать	6	6
29	в котором	6	6
30	то что	18	6
31	жизни и	5	6
32	в своей	4	6
33	то же	6	6
34	не было	5	6
35	а в	9	6
36	и с	14	6
37	тем что	2	6
38	для себя	2	6
39	в то	8	6
40	с его	11	5
41	не менее	2	5
42	у него	15	5
43	в своем	4	5
44	как в	3	5
45	да и	4	5
46	в этой	4	5
47	что в	14	5
48	и сам	6	5
49	в самом	2	5
50	никогда не	9	5
51	его жизни	6	5
52	только на	3	5
53	и его	7	5
54	в детстве	2	5
55	для него	7	5
56	ничего не	3	5
57	тем не	2	4
58	своей жизни	2	4
59	но не	3	4
60	что они	3	4
61	в качестве	6	4
62	же время	4	4
63	для того	2	4
64	и о	2	4
65	он не	10	4
66	для нее	2	4
67	что и	5	4
68	и т	2	4
69	как раз	7	4
70	то и	2	4
71	не может	6	4
72	того чтобы	2	4
73	только в	9	4
74	в ответ	2	3
75	в них	2	3
76	с другой	3	3
77	к себе	2	3
78	что все	2	3
79	в нем	4	3
80	что на	2	3
81	все было	2	3
82	для нас	4	3
83	это была	3	3
84	все что	2	3
85	еще не	2	3
86	было бы	2	3
87	по поводу	12	3
88	в это	2	3
89	несмотря на	4	3
90	одной из	2	3
91	со своим	5	3
92	мы уже	7	3
93	этом и	2	3
94	на него	3	3
95	со стороны	2	3
96	все это	5	3
97	а с	5	3
98	едва ли	3	3
99	и он	3	3
100	по его	2	3
101	с ними	2	3
102	и на	3	3
103	пока еще	2	3
104	на себя	3	3
105	что у	4	3
106	как он	4	3
107	и это	2	3
108	к нему	4	3
109	это был	5	2
110	место в	2	2
111	мы читаем	2	2
112	он сам	2	2
113	отнюдь не	3	2
114	именно так	2	2
115	не столько	2	2
116	и от	5	2
117	и просто	3	2
118	из этих	2	2
119	вовсе не	5	2
120	ему в	2	2
121	о его	2	2
122	как мы	9	2
123	мы знаем	2	2
124	а по	2	2
125	личности с	2	2
126	тому же	2	2
127	что я	2	2
128	на этом	2	2
129	он будет	2	2
130	со своей	3	2
131	и к	6	2
132	и а	2	2
133	нам представляется	3	2
134	не по	2	2
135	он уже	4	2
136	к ней	4	2
137	о нем	7	2
138	а также	5	2
139	один из	4	2
140	в нашем	4	2
141	это было	6	2
142	все же	3	2
143	отношение к	3	2
144	из них	2	2
145	ни с	4	2
146	вместе с	3	2
147	дело не	2	2
148	который был	2	2
149	что же	5	2
150	мысли и	4	2
151	как на	2	2
152	здесь не	3	2
153	т д	2	2
154	еще и	7	2
155	жизнь в	2	2
156	о которой	3	2
157	лишь в	2	2
158	тем самым	2	2
159	и у	4	2
160	хотя бы	2	2
161	и для	2	2
162	той же	2	2
163	и то	10	2
164	сказать что	7	2
165	потому что	11	2
166	в виде	3	2
167	точки зрения	2	2
168	с того	2	2
169	ответ на	2	2
170	но в	12	2
