N	2gram	Potebnia_M_4	Problemy
1	и в	23	46
2	то есть	34	40
3	и не	18	27
4	может быть	26	23
5	как бы	5	19
6	не может	11	19
7	в нем	7	17
8	в этом	23	16
9	не только	10	14
10	слова в	3	13
11	но и	11	12
12	как и	14	12
13	как мы	2	12
14	и на	3	11
15	точки зрения	4	11
16	в одном	4	11
17	а не	12	11
18	не в	11	10
19	между ними	4	10
20	в том	23	9
21	в большинстве	2	9
22	в самом	3	9
23	и все	4	9
24	вовсе не	7	9
25	и к	6	9
26	в его	5	9
27	с точки	3	9
28	большинстве случаев	2	8
29	до сих	4	8
30	конечно не	2	8
31	сих пор	4	8
32	слова с	3	7
33	и с	4	7
34	по себе	11	7
35	еще не	3	7
36	в сущности	2	7
37	слово и	3	7
38	в себе	14	7
39	слова и	5	7
40	никогда не	3	6
41	в каждом	3	6
42	но это	3	6
43	есть в	5	6
44	хотя и	5	6
45	к одному	3	6
46	друг друга	2	6
47	слово в	4	6
48	но в	8	6
49	что он	4	6
50	что я	11	6
51	то же	14	6
52	все это	5	6
53	и его	2	6
54	только в	15	6
55	это не	7	5
56	же время	3	5
57	при этом	15	5
58	в котором	4	5
59	к нему	5	5
60	нам кажется	2	5
61	по отношению	10	5
62	в самой	2	5
63	в то	4	5
64	слово с	6	5
65	так как	14	5
66	это слово	4	5
67	о том	8	5
68	если же	4	5
69	отношению к	8	5
70	если мы	2	5
71	так сказать	5	5
72	уже в	5	4
73	что в	17	4
74	в этих	3	4
75	можно сказать	4	4
76	да и	4	4
77	кроме того	3	4
78	например в	3	4
79	к ним	2	4
80	в виду	3	4
81	по мере	7	4
82	таким образом	24	4
83	все эти	3	4
84	и других	3	4
85	должно быть	5	4
86	потому что	33	4
87	а что	2	4
88	и здесь	2	4
89	мы не	8	4
90	мы можем	10	4
91	превращается в	2	4
92	как в	7	4
93	том что	12	4
94	том же	2	4
95	он не	2	4
96	то что	29	4
97	в процессе	3	4
98	так и	6	4
99	уже не	3	4
100	самом деле	3	4
101	с другой	2	3
102	из этих	2	3
103	человека и	3	3
104	не могут	2	3
105	на то	7	3
106	в мире	2	3
107	мы и	2	3
108	в своем	8	3
109	слова то	4	3
110	то это	8	3
111	и для	2	3
112	отношение к	2	3
113	и их	3	3
114	и до	3	3
115	так же	4	3
116	и только	3	3
117	и даже	2	3
118	их в	3	3
119	бы в	2	3
120	мы имеем	4	3
121	если бы	13	3
122	не как	2	3
123	в различных	2	3
124	и при	2	3
125	и что	7	3
126	она не	2	3
127	было бы	8	3
128	мы уже	3	3
129	и о	4	3
130	что и	7	3
131	что же	5	3
132	только на	4	3
133	еще более	2	3
134	в той	4	3
135	в речи	3	3
136	той же	3	3
137	в слове	22	3
138	сам по	4	3
139	тем что	10	3
140	словами в	2	3
141	и это	2	3
142	не менее	5	2
143	пор не	3	2
144	мысли и	7	2
145	вопрос о	2	2
146	для понимания	2	2
147	его к	2	2
148	к тому	3	2
149	есть уже	4	2
150	все в	2	2
151	для нас	14	2
152	так что	5	2
153	и как	2	2
154	для него	5	2
155	во сне	2	2
156	к другим	2	2
157	и следовательно	3	2
158	и тем	4	2
159	к слову	3	2
160	и мысли	2	2
161	на том	2	2
162	языка и	3	2
163	то и	4	2
164	влияние на	2	2
165	в других	2	2
166	не было	12	2
167	те же	3	2
168	лишь в	3	2
169	этих случаях	2	2
170	и по	3	2
171	а в	5	2
172	в которых	3	2
173	сказать что	8	2
174	и так	3	2
175	языка в	2	2
176	что мы	10	2
177	от одного	3	2
178	ко второму	2	2
179	с ним	5	2
180	между тем	9	2
181	что так	2	2
182	а как	2	2
183	с этим	7	2
184	с нею	3	2
185	из одного	3	2
186	бы ни	2	2
187	этом мы	2	2
188	у нас	2	2
189	все что	2	2
190	и говорить	2	2
191	есть и	2	2
192	слова не	3	2
193	и слова	2	2
194	со словом	3	2
195	указывает на	2	2
196	не нужно	2	2
197	об этом	2	2
198	к ней	2	2
199	этого слова	7	2
200	сами по	2	2
201	если оно	2	2
202	вместе с	6	2
203	бы и	5	2
204	так в	3	2
205	в языке	16	2
206	бы не	3	2
207	все равно	3	2
208	и они	2	2
209	что такое	7	2
210	на этот	2	2
211	хотя бы	4	2
212	слов в	4	2
213	можно было	2	2
214	есть от	2	2
215	в данном	4	2
216	этот вопрос	3	2
217	тем как	2	2
218	во всяком	5	2
219	могут быть	7	2
220	слова от	2	2
221	ту же	3	2
222	в поэзии	3	2
223	там где	3	2
224	а между	4	2
225	того как	6	2
226	одном из	2	2
