N	2gram	Bakhtin_Pr_2	Tvorches
1	у достоевского	14	28
2	и в	43	21
3	как бы	22	17
4	романах достоевского	2	15
5	в то	7	15
6	в его	10	13
7	из подполья	2	13
8	то же	8	13
9	в романах	3	13
10	что в	4	12
11	как и	14	12
12	же время	5	12
13	достоевского в	4	12
14	то есть	4	12
15	с его	4	11
16	том что	2	11
17	в романе	3	10
18	все это	5	10
19	как в	2	8
20	он не	9	8
21	то что	7	8
22	у него	6	7
23	в том	6	7
24	при этом	6	7
25	не только	11	7
26	и не	29	7
27	и на	10	7
28	но в	10	7
29	он сам	3	6
30	что он	13	6
31	и все	6	6
32	достоевского не	3	6
33	не менее	3	6
34	для него	8	6
35	в котором	6	6
36	человека в	4	6
37	а в	5	6
38	и его	8	6
39	в этом	13	6
40	о том	5	6
41	в творчестве	2	6
42	вовсе не	5	5
43	а не	7	5
44	но это	4	5
45	в повести	2	5
46	в бедных	3	5
47	может быть	23	5
48	все же	3	5
49	таким образом	5	5
50	хотя бы	2	5
51	бедных людях	3	5
52	в своих	2	5
53	творчестве достоевского	3	5
54	только в	4	5
55	в человеке	3	4
56	в своем	4	4
57	та же	2	4
58	человека и	2	4
59	прежде всего	10	4
60	и как	2	4
61	времени и	2	4
62	достоевский не	2	4
63	в целом	2	4
64	достоевского это	3	4
65	в своей	4	4
66	мысли и	2	4
67	не может	18	4
68	это не	3	4
69	самим собой	3	4
70	для достоевского	3	4
71	уже в	2	3
72	никогда не	9	3
73	мире достоевского	2	3
74	с другой	4	3
75	в каждом	11	3
76	я не	4	3
77	с ним	3	3
78	не был	2	3
79	сливается с	2	3
80	достоевский в	4	3
81	что я	6	3
82	но не	5	3
83	со всеми	3	3
84	в самом	7	3
85	той же	3	3
86	даже в	3	3
87	в нем	12	3
88	и т	13	3
89	но и	14	3
90	ее в	2	3
91	достоевского и	2	3
92	в их	3	3
93	уже не	3	3
94	он говорит	2	3
95	того что	2	3
96	и даже	3	3
97	так же	2	3
98	и с	5	3
99	хотя и	5	3
100	в виде	3	3
101	ту же	2	3
102	в рассказе	3	3
103	далеко не	4	3
104	героев достоевского	4	3
105	дело в	2	3
106	так как	4	3
107	я и	2	3
108	ни на	3	3
109	такой же	3	2
110	перед нами	7	2
111	а как	4	2
112	а что	5	2
113	и та	2	2
114	в этих	6	2
115	на том	2	2
116	так ли	2	2
117	в жизни	3	2
118	макар девушкин	6	2
119	что и	3	2
120	и среди	2	2
121	а затем	2	2
122	об этом	2	2
123	яков петрович	8	2
124	так что	5	2
125	достоевского он	2	2
126	не в	11	2
127	одна из	2	2
128	в глаза	2	2
129	того же	3	2
130	не нужно	2	2
131	до конца	4	2
132	тот же	3	2
133	из них	2	2
134	в первой	2	2
135	к тому	4	2
136	только на	3	2
137	не могу	2	2
138	себя как	3	2
139	в одной	3	2
140	же и	4	2
141	в него	7	2
142	здесь нет	3	2
143	тем не	2	2
144	когда он	3	2
145	так и	3	2
146	приводит к	6	2
147	в отличие	4	2
148	не во	2	2
149	для автора	2	2
150	еще более	2	2
151	в себя	3	2
152	здесь мы	2	2
153	в одно	3	2
154	самом деле	5	2
155	что не	2	2
156	в направлении	4	2
157	и наконец	6	2
158	и он	5	2
159	отличие от	4	2
160	или в	8	2
161	сказать что	2	2
162	в первом	2	2
163	могут быть	3	2
164	но он	4	2
165	известно что	2	2
166	в себе	5	2
167	т п	9	2
168	не знает	3	2
169	героя и	5	2
170	переходит в	2	2
171	так сказать	6	2
172	настоящее время	2	2
173	в виду	3	2
