N	2gram	Losev_Prob_2	formyVre
1	и в	35	46
2	в этом	17	22
3	прежде всего	11	14
4	и т	6	14
5	вовсе не	37	13
6	только в	14	11
7	не только	24	11
8	во всех	2	11
9	в том	12	10
10	как бы	4	10
11	точки зрения	2	10
12	то есть	39	10
13	но в	6	10
14	не в	2	9
15	мы уже	3	9
16	вместе с	2	9
17	но и	16	9
18	и не	37	9
19	и для	6	9
20	в связи	5	8
21	связи с	5	8
22	как и	5	8
23	в его	7	8
24	то же	5	8
25	того чтобы	2	8
26	для того	3	8
27	потому что	13	8
28	всех этих	4	7
29	в них	2	7
30	может быть	18	7
31	то что	38	7
32	так и	7	7
33	и на	5	7
34	и времени	2	6
35	и все	5	6
36	при этом	3	6
37	как мы	5	6
38	еще не	10	6
39	его в	3	6
40	все же	8	6
41	все это	4	6
42	и наконец	3	6
43	в основе	3	6
44	так как	7	6
45	и с	10	6
46	в частности	5	5
47	в своем	4	5
48	с этим	5	5
49	в то	6	5
50	но не	4	5
51	он не	2	5
52	и др	2	5
53	что в	11	5
54	все эти	7	5
55	должно быть	2	5
56	уже в	3	4
57	отнюдь не	5	4
58	из этих	3	4
59	значение и	8	4
60	пространстве и	2	4
61	том что	19	4
62	так что	11	4
63	что они	3	4
64	и их	3	4
65	конечно не	2	4
66	еще более	2	4
67	а не	10	4
68	также и	12	4
69	их в	4	4
70	в себе	5	4
71	в истории	3	4
72	о том	18	4
73	том числе	2	3
74	не было	3	3
75	о чем	6	3
76	мы еще	3	3
77	не является	7	3
78	к тому	3	3
79	на первый	4	3
80	что он	4	3
81	самое время	4	3
82	и как	4	3
83	это значит	4	3
84	тем более	10	3
85	в качестве	2	3
86	кроме того	5	3
87	тот же	4	3
88	хотя и	3	3
89	а также	2	3
90	что на	4	3
91	нет и	3	3
92	что и	2	3
93	слова и	4	3
94	т д	6	3
95	таким образом	4	3
96	в их	3	3
97	уже не	8	3
98	здесь мы	3	3
99	того что	12	3
100	и даже	11	3
101	и по	3	3
102	и прежде	2	3
103	а в	4	3
104	роль в	2	3
105	тем что	4	3
106	имеем в	2	3
107	же самое	6	3
108	в этих	4	3
109	в виду	8	3
110	из самых	2	2
111	не был	4	2
112	столько же	2	2
113	и более	5	2
114	по своему	5	2
115	и есть	4	2
116	смысла и	2	2
117	числе и	2	2
118	друг от	2	2
119	говорить о	10	2
120	с другой	6	2
121	вещи и	2	2
122	что все	6	2
123	представление о	5	2
124	первый план	3	2
125	по себе	8	2
126	или иной	5	2
127	можно сказать	6	2
128	но эта	3	2
129	в отношении	4	2
130	без всякого	4	2
131	у нас	18	2
132	в этой	9	2
133	перестает быть	3	2
134	с тем	3	2
135	совсем не	7	2
136	во все	2	2
137	все что	3	2
138	смысле слова	7	2
139	она не	3	2
140	было бы	8	2
141	и к	3	2
142	от друга	2	2
143	и о	4	2
144	в заключение	2	2
145	только один	3	2
146	один из	3	2
147	сих пор	4	2
148	этом случае	7	2
149	в корне	2	2
150	быть и	2	2
151	и самый	4	2
152	не может	13	2
153	здесь не	2	2
154	и только	4	2
155	если не	4	2
156	с одной	5	2
157	в той	2	2
158	лишь в	3	2
159	человек не	2	2
160	так же	5	2
161	как на	2	2
162	каждый из	2	2
163	сами по	2	2
164	в данном	10	2
165	но это	6	2
166	и от	3	2
167	не знает	3	2
168	которой он	4	2
169	далеко не	4	2
170	в конце	7	2
171	и это	5	2
172	во всяком	13	2
173	значит что	4	2
174	до сих	4	2
