N	2gram	Vygotskiy__4	Problema
1	и не	8	28
2	не только	15	24
3	только в	10	23
4	в виде	3	22
5	в том	42	20
6	и в	20	20
7	ни в	3	17
8	не просто	2	16
9	все эти	5	16
10	то что	15	15
11	потому что	12	15
12	было бы	8	14
13	но и	9	14
14	точки зрения	24	14
15	перед нами	5	13
16	не в	4	13
17	также и	2	13
18	в нашем	4	12
19	не есть	2	12
20	в себе	10	12
21	том что	35	12
22	прежде всего	2	11
23	с точки	11	11
24	не менее	3	10
25	отнюдь не	3	10
26	в качестве	21	10
27	не является	5	10
28	так и	5	10
29	и его	5	10
30	это значит	2	10
31	едва ли	2	10
32	может быть	12	9
33	в этом	24	9
34	содержит в	2	8
35	если бы	5	8
36	что он	6	8
37	таким образом	25	8
38	в той	2	8
39	в результате	8	8
40	во всяком	4	8
41	но в	3	8
42	значит что	2	8
43	с другой	12	7
44	это не	5	7
45	ясно что	2	7
46	еще не	2	7
47	такого рода	6	7
48	и тем	8	7
49	то же	16	7
50	именно в	3	7
51	а не	7	7
52	сказать что	6	7
53	и с	4	7
54	в ней	2	7
55	здесь не	2	7
56	и от	3	6
57	а только	3	6
58	так что	3	6
59	а также	2	6
60	для нас	4	6
61	как и	9	6
62	что здесь	2	6
63	по своему	4	6
64	при этом	12	6
65	в виду	3	6
66	другой стороны	9	6
67	в таком	2	6
68	в данном	2	6
69	в каком	2	6
70	же самое	7	6
71	мы имеем	2	6
72	но не	3	5
73	в нем	2	5
74	в смысле	4	5
75	случае не	2	5
76	вместе с	8	5
77	данном случае	2	5
78	как в	5	5
79	так же	11	5
80	не может	6	5
81	так как	10	5
82	если мы	10	5
83	когда мы	2	5
84	в этих	3	5
85	ничего общего	3	5
86	о том	5	5
87	уже в	6	4
88	с тем	6	4
89	в отношении	10	4
90	в какой	3	4
91	и для	4	4
92	и во	3	4
93	и понятие	3	4
94	в этой	3	4
95	тем самым	7	4
96	указывает на	2	4
97	только не	5	4
98	одной из	3	4
99	в своей	7	4
100	никак не	2	4
101	как бы	7	4
102	всяком случае	3	4
103	не имеет	2	4
104	отличается от	2	4
105	и только	4	4
106	с этим	5	4
107	а в	2	4
108	можно было	6	4
109	в связи	3	3
110	к тому	6	3
111	и более	7	3
112	уже и	2	3
113	вообще не	2	3
114	если не	2	3
115	точно так	3	3
116	этом смысле	8	3
117	в условиях	3	3
118	и к	5	3
119	как мы	13	3
120	для него	2	3
121	здесь мы	2	3
122	и как	9	3
123	в начале	2	3
124	связи с	3	3
125	в истории	10	3
126	себе и	3	3
127	совершенно не	3	3
128	и является	3	3
129	в его	11	3
130	только к	3	3
131	что и	9	3
132	что в	19	3
133	другими словами	2	3
134	в своем	4	3
135	самом деле	7	3
136	для того	5	3
137	что мы	7	3
138	что понятие	4	3
139	к нему	2	3
140	понятия и	9	3
141	и на	6	3
142	тем что	7	3
143	из них	4	3
144	и мышления	3	3
145	но как	2	3
146	в сознании	4	3
147	мы должны	11	3
148	зависимости от	2	3
149	как это	9	3
150	в области	4	3
151	мы можем	5	3
152	в известном	2	2
153	но они	2	2
154	все время	4	2
155	научного понятия	3	2
156	в частности	5	2
157	между собой	5	2
158	столь же	3	2
159	но так	2	2
160	на все	3	2
161	представить себе	2	2
162	стороны и	2	2
163	тому же	6	2
164	находятся в	2	2
165	является не	4	2
166	что они	14	2
167	заключается в	18	2
168	том виде	2	2
169	в настоящей	2	2
170	слова то	3	2
171	по одному	3	2
172	тот же	9	2
173	говорит что	3	2
174	со всеми	3	2
175	не являются	3	2
176	от понятия	2	2
177	что это	2	2
178	на его	3	2
179	в самом	6	2
180	том чтобы	2	2
181	они могут	2	2
182	в обоих	3	2
183	как показывает	2	2
184	все же	5	2
185	себя в	3	2
186	только на	2	2
187	и тогда	2	2
188	виде и	3	2
189	этого понятия	3	2
190	в совершенно	3	2
191	и что	8	2
192	того чтобы	7	2
193	к другой	2	2
194	и он	2	2
195	только что	4	2
196	друг друга	4	2
197	почти всегда	3	2
198	как они	4	2
199	научные понятия	14	2
200	и когда	3	2
201	приходит к	3	2
202	и то	10	2
203	во всем	3	2
204	мы его	2	2
205	далеко не	2	2
206	его в	6	2
207	и это	2	2
208	том смысле	2	2
209	в чем	3	2
210	в которой	3	2
211	того же	9	2
212	понятие о	2	2
