N	2gram	Medvedev_F_3	Myshleni
1	с помощью	8	42
2	в процессе	15	27
3	и в	27	25
4	в том	7	23
5	том что	4	20
6	и речи	2	20
7	внутренней речи	2	19
8	что в	8	17
9	так же	9	17
10	таким образом	18	17
11	в основе	3	16
12	с тем	7	16
13	как и	14	15
14	то что	8	15
15	в его	7	15
16	в этом	18	14
17	вместе с	6	14
18	может быть	25	13
19	в целом	4	13
20	между собой	4	13
21	так как	9	12
22	что они	5	10
23	как бы	8	10
24	и не	30	10
25	и что	3	10
26	того что	3	10
27	было бы	6	10
28	что и	2	10
29	только в	8	10
30	связи с	5	9
31	как в	4	9
32	мы не	4	9
33	ни в	8	9
34	того чтобы	5	8
35	не является	5	8
36	тем что	5	8
37	как мы	8	8
38	уже в	4	7
39	столь же	3	7
40	все эти	6	7
41	как это	4	7
42	по себе	4	7
43	для того	4	7
44	мы можем	4	7
45	в области	2	7
46	не менее	7	6
47	с другой	6	6
48	не в	12	6
49	высшей степени	2	6
50	же как	3	6
51	совпадает с	2	6
52	мы видели	4	6
53	не может	24	6
54	в связи	4	6
55	и на	3	6
56	потому что	7	6
57	в высшей	2	6
58	в основном	2	6
59	мы должны	2	6
60	от этого	2	6
61	что он	6	6
62	в отношении	2	6
63	зависимости от	5	6
64	но не	5	6
65	того же	3	6
66	не только	9	6
67	все же	6	6
68	в отличие	2	6
69	точки зрения	16	6
70	все это	7	6
71	слова и	4	6
72	отличие от	2	6
73	так и	21	5
74	что это	3	5
75	тем не	2	5
76	и как	4	5
77	но это	2	5
78	при этом	8	5
79	одним из	3	5
80	что она	2	5
81	отношения между	2	5
82	с ее	2	5
83	человека и	2	5
84	если бы	12	5
85	внутренняя речь	2	5
86	в зависимости	5	5
87	слов и	4	5
88	мы уже	3	5
89	о том	4	5
90	входит в	8	5
91	могут быть	4	5
92	в этой	2	5
93	в основу	2	4
94	не могут	10	4
95	независимо от	5	4
96	никогда не	5	4
97	в своем	2	4
98	в какой	3	4
99	из этих	2	4
100	прежде всего	4	4
101	в смысле	4	4
102	к тому	4	4
103	мы знаем	4	4
104	смысле этого	2	4
105	всяком случае	6	4
106	отнюдь не	8	4
107	из них	2	4
108	но и	10	4
109	от того	2	4
110	и снова	2	4
111	друг друга	5	4
112	сказать что	3	4
113	говорит он	5	4
114	в то	7	4
115	тогда когда	4	4
116	и все	8	4
117	нет никаких	2	4
118	еще не	6	4
119	мы увидим	2	4
120	связь между	4	4
121	тем же	7	4
122	той же	3	4
123	это значит	2	4
124	во всяком	6	4
125	этого слова	2	4
126	и это	2	4
127	там где	7	4
128	распадается на	2	3
129	связаны с	2	3
130	на этом	2	3
131	формы в	3	3
132	в самом	11	3
133	имеет место	3	3
134	не можем	2	3
135	в него	3	3
136	в котором	2	3
137	связи и	2	3
138	отдельных элементов	2	3
139	и их	5	3
140	этот процесс	3	3
141	другой стороны	5	3
142	отличается от	2	3
143	по отношению	3	3
144	в которых	3	3
145	этом отношении	3	3
146	в результате	5	3
147	их в	3	3
148	между тем	7	3
149	его в	7	3
150	как он	2	3
151	к которому	2	3
152	видели что	2	3
153	не как	2	3
154	в жизни	11	3
155	к этому	2	3
156	то в	2	3
157	или иной	2	3
158	сами по	2	3
159	не есть	4	3
160	дело с	3	3
161	если мы	7	3
162	между ними	15	3
163	является в	2	3
164	к разрешению	2	3
165	место в	10	2
166	то же	15	2
167	все время	6	2
168	одним и	2	2
169	в этих	3	2
170	тому что	3	2
171	и от	11	2
172	одной и	2	2
173	исторического развития	2	2
174	является для	3	2
175	для нас	3	2
176	ни было	5	2
177	мы и	3	2
178	же слова	2	2
179	является не	2	2
180	смысле слова	2	2
181	метод в	2	2
182	в реальном	5	2
183	в нем	15	2
184	в корне	4	2
185	для этого	2	2
186	поэтому в	2	2
187	и только	2	2
188	от этих	2	2
189	от всех	4	2
190	в своих	6	2
191	от одного	2	2
192	бы быть	2	2
193	бы в	6	2
194	функции в	3	2
195	в чисто	2	2
196	с его	2	2
197	всех этих	2	2
198	главным образом	2	2
199	однако в	2	2
200	из нее	2	2
201	в них	3	2
202	к другому	2	2
203	и во	2	2
204	этом смысле	2	2
205	ясно что	3	2
206	таким же	2	2
207	в таком	2	2
208	одна из	2	2
209	что каждый	2	2
210	и потому	5	2
211	еще в	3	2
212	от конкретного	3	2
213	оно не	3	2
214	отношению к	3	2
215	именно это	2	2
216	в своей	6	2
217	оно становится	2	2
218	вытекает из	2	2
219	уже не	3	2
220	к проблеме	3	2
221	и эта	3	2
222	и для	6	2
223	и его	19	2
224	как их	2	2
225	тому как	5	2
226	это противоречие	2	2
227	в каком	2	2
228	в себе	3	2
229	в эту	2	2
