N	2gram	Bakhtin_Pr_2	Narrotol
1	не только	16	26
2	а не	10	17
3	но и	15	15
4	в том	8	14
5	при этом	2	14
6	и не	42	14
7	том что	7	13
8	и в	45	13
9	в этом	20	13
10	только в	9	11
11	может быть	18	10
12	так и	3	9
13	а в	3	9
14	то есть	50	9
15	то что	5	8
16	в себе	5	8
17	не может	24	8
18	не в	8	8
19	никогда не	17	6
20	в своем	5	6
21	в жизни	3	6
22	прежде всего	11	6
23	можно сказать	2	6
24	и к	2	6
25	того что	3	6
26	в его	22	6
27	и т.п	6	6
28	со стороны	4	6
29	жизни в	2	6
30	героя в	5	6
31	все же	4	6
32	у него	6	6
33	как бы	15	6
34	ничего не	3	6
35	но в	6	6
36	точки зрения	19	5
37	что он	7	5
38	хотя и	2	5
39	он не	9	5
40	в котором	7	5
41	я не	6	5
42	в нем	20	5
43	отношению к	8	5
44	на него	2	5
45	как в	4	5
46	в форме	2	5
47	по отношению	8	5
48	таким образом	11	5
49	в той	3	5
50	тем самым	2	5
51	на протяжении	3	5
52	в то	5	5
53	далеко не	4	5
54	о том	3	5
55	перед нами	4	4
56	не менее	2	4
57	если бы	2	4
58	в конце	4	4
59	в литературе	6	4
60	об этом	3	4
61	как и	14	4
62	как у	2	4
63	все что	3	4
64	что в	6	4
65	для него	9	4
66	не является	3	4
67	жизни и	15	4
68	в своей	6	4
69	в ее	3	4
70	то же	5	4
71	уже не	6	4
72	в мире	3	4
73	и у	2	4
74	в рассказе	3	4
75	все его	3	4
76	и т.д	3	4
77	как это	2	4
78	с ним	8	4
79	а как	4	3
80	с его	8	3
81	человек в	3	3
82	с матерью	2	3
83	мы имеем	2	3
84	точку зрения	5	3
85	это не	3	3
86	о герое	4	3
87	или иной	3	3
88	что они	3	3
89	одна из	3	3
90	но не	6	3
91	же время	3	3
92	и сам	3	3
93	в произведениях	3	3
94	как раз	6	3
95	той или	3	3
96	о нем	6	3
97	для себя	3	3
98	характера и	2	3
99	один из	2	3
100	в целом	5	3
101	как к	2	3
102	все эти	4	3
103	самом деле	4	3
104	и даже	3	3
105	и по	2	3
106	и для	2	3
107	и его	8	3
108	в таком	3	3
109	с ними	4	3
110	этом отношении	2	3
111	сказать что	5	3
112	так сказать	7	3
113	он сам	6	2
114	же как	4	2
115	личности в	3	2
116	в нашем	2	2
117	что у	4	2
118	о них	2	2
119	превращается в	4	2
120	хотя бы	5	2
121	своих героев	2	2
122	вовсе не	7	2
123	себе самом	3	2
124	со своими	6	2
125	и здесь	2	2
126	на то	2	2
127	автора в	3	2
128	для автора	4	2
129	в начале	2	2
130	и более	2	2
131	должна быть	3	2
132	еще не	9	2
133	было бы	4	2
134	и он	3	2
135	в самом	13	2
136	что она	4	2
137	у меня	3	2
138	от его	2	2
139	все то	2	2
140	все те	2	2
141	что и	5	2
142	его жизни	2	2
143	он может	2	2
144	себя в	2	2
145	начала и	2	2
146	в процессе	2	2
147	подчеркнуть что	3	2
148	бытия в	2	2
149	нового времени	3	2
150	в самую	2	2
151	а с	3	2
152	если не	2	2
153	именно в	3	2
154	у нас	2	2
155	те же	2	2
156	достоевского и	2	2
157	они не	2	2
158	и что	2	2
159	только что	2	2
160	с точки	9	2
161	не имеет	3	2
162	так же	5	2
163	как на	2	2
164	ведет к	2	2
165	можно было	2	2
166	в чем	2	2
167	тому как	2	2
168	но это	2	2
169	в результате	3	2
170	вступает в	4	2
171	в ней	7	2
172	подобно тому	2	2
173	в своих	4	2
174	как он	4	2
175	зрения на	5	2
176	героя и	7	2
177	здесь не	2	2
178	бы в	5	2
179	потому что	8	2
180	которая не	2	2
181	в области	2	2
182	в сознании	2	2
183	стало быть	3	2
