N	2gram	Vygotskiy__4	slovoVRo
1	и в	33	39
2	может быть	22	37
3	и т	6	35
4	и его	5	33
5	т п	3	33
6	то есть	13	26
7	не только	7	24
8	и не	13	22
9	но и	3	21
10	не может	10	20
11	в нем	7	19
12	до конца	7	17
13	все это	13	16
14	в этом	28	16
15	так и	3	15
16	а не	6	14
17	как в	3	13
18	в пределах	3	13
19	во всех	2	12
20	слово в	2	11
21	вовсе не	5	10
22	не в	2	9
23	и с	2	9
24	прежде всего	2	8
25	себя в	4	8
26	слова и	4	8
27	таким образом	13	8
28	точки зрения	6	8
29	с его	2	7
30	при этом	2	7
31	в его	10	7
32	как бы	25	7
33	никогда не	5	7
34	и потому	2	7
35	как мы	4	7
36	с ним	5	7
37	в них	2	6
38	и к	2	6
39	все же	5	6
40	как и	5	6
41	в своем	7	6
42	но не	3	6
43	она не	3	6
44	в сущности	6	6
45	жизни и	4	6
46	все эти	6	6
47	но в	2	6
48	с другой	2	5
49	это не	6	5
50	и для	3	5
51	и все	12	5
52	по себе	9	5
53	для нас	7	5
54	том что	22	5
55	но все	2	5
56	одной стороны	3	5
57	только в	4	5
58	в том	21	5
59	например в	3	5
60	один из	2	5
61	с одной	3	5
62	и наконец	2	5
63	героя и	2	5
64	конечно не	3	5
65	всех этих	3	4
66	ни в	3	4
67	же время	2	4
68	одна из	4	4
69	своими словами	2	4
70	его не	2	4
71	для этого	8	4
72	то же	9	4
73	что оно	3	4
74	и других	4	4
75	в той	3	4
76	в таком	4	4
77	а в	4	4
78	и на	5	4
79	дело с	3	4
80	в основе	3	4
81	в то	3	4
82	его в	3	4
83	во всем	2	4
84	так как	12	4
85	смысла и	4	3
86	перед нами	6	3
87	что в	21	3
88	материала и	2	3
89	хотя бы	2	3
90	и от	2	3
91	здесь в	3	3
92	сама по	3	3
93	что и	3	3
94	связи с	2	3
95	на этом	3	3
96	у него	6	3
97	и как	5	3
98	в ней	6	3
99	материал и	2	3
100	и остается	2	3
101	бы и	2	3
102	с точки	4	3
103	той же	4	3
104	сказать что	13	3
105	еще раз	3	3
106	говорить о	3	3
107	как это	14	3
108	во всяком	3	3
109	и затем	3	2
110	уже в	2	2
111	не был	2	2
112	не было	3	2
113	борьбу с	3	2
114	его и	2	2
115	но он	6	2
116	от прямого	2	2
117	в себе	6	2
118	и здесь	3	2
119	что он	20	2
120	без всякого	2	2
121	с ее	3	2
122	в нее	2	2
123	очень легко	4	2
124	материала в	3	2
125	мы увидим	2	2
126	мы уже	5	2
127	точном смысле	2	2
128	о нем	4	2
129	слова как	3	2
130	всяком случае	3	2
131	даже в	2	2
132	точка зрения	2	2
133	не все	2	2
134	с таким	2	2
135	но мы	2	2
136	сих пор	3	2
137	и другим	2	2
138	то что	44	2
139	вместе с	8	2
140	те же	2	2
141	все они	2	2
142	на него	4	2
143	в их	2	2
144	от действительности	3	2
145	смысл и	4	2
146	с этим	5	2
147	т д	2	2
148	в виде	3	2
149	именно в	2	2
150	это и	5	2
151	мы не	5	2
152	того чтобы	22	2
153	для того	23	2
154	иметь дело	2	2
155	слов в	2	2
156	также и	2	2
157	в результате	2	2
158	за ней	2	2
159	он не	11	2
160	именно как	2	2
161	эти слова	3	2
162	далеко не	3	2
163	о том	20	2
164	как он	5	2
165	почти все	2	2
166	только с	2	2
167	кажется нам	3	2
168	в одном	3	2
169	до сих	3	2
