N	2gram	Voloshinov_1	StatiiOP
1	и в	12	29
2	том что	5	27
3	в том	6	27
4	в этом	4	21
5	но и	3	19
6	что в	2	19
7	не только	4	19
8	о том	3	17
9	в его	2	13
10	то что	5	11
11	все это	3	11
12	таким образом	12	10
13	в своем	2	9
14	так и	4	9
15	и не	10	9
16	как на	2	9
17	он не	2	9
18	и пр	3	8
19	но в	5	8
20	но все	2	7
21	в самом	4	7
22	в ней	6	7
23	в виду	5	7
24	в котором	3	7
25	в своей	3	7
26	вместе с	2	7
27	до сих	3	6
28	все же	4	6
29	и что	2	6
30	и его	13	6
31	и на	4	6
32	прежде всего	8	5
33	была бы	2	5
34	как бы	13	5
35	сих пор	3	5
36	а не	5	5
37	того что	3	5
38	между тем	3	5
39	точки зрения	14	5
40	с другой	4	4
41	к этому	2	4
42	не в	4	4
43	для него	3	4
44	кроме того	2	4
45	и к	4	4
46	в нем	6	4
47	дело в	4	4
48	ничего не	2	4
49	и с	3	4
50	не менее	3	3
51	в этих	2	3
52	оно не	2	3
53	по себе	3	3
54	ни в	3	3
55	тому же	2	3
56	но это	2	3
57	но не	2	3
58	до конца	2	3
59	никогда не	5	3
60	другой стороны	2	3
61	самом деле	3	3
62	подчеркнуть что	2	3
63	как в	5	3
64	на самом	4	3
65	и по	3	3
66	хотя бы	5	3
67	так же	3	3
68	и здесь	2	3
69	отношении к	3	3
70	в отношении	2	2
71	с его	2	2
72	ни было	4	2
73	и более	3	2
74	и другие	2	2
75	если бы	9	2
76	и др	5	2
77	в них	3	2
78	в какой	2	2
79	с этой	2	2
80	связь с	2	2
81	конечно в	2	2
82	выражение в	2	2
83	что и	2	2
84	тем не	3	2
85	его как	2	2
86	как и	5	2
87	то ни	3	2
88	в то	2	2
89	может быть	14	2
90	и потому	2	2
91	искусства и	2	2
92	только в	6	2
93	бы то	3	2
94	не к	3	2
95	в некоторых	3	2
96	в процессе	6	2
97	не может	16	2
98	в особенности	2	2
99	то же	5	2
100	все эти	3	2
101	при этом	6	2
102	там где	2	2
103	с точки	2	2
104	и те	2	2
105	а к	2	2
106	в данном	2	2
107	сказать что	7	2
108	в каком	3	2
109	в себе	3	2
110	и вообще	3	2
111	на это	2	2
112	его в	4	2
113	так как	9	2
114	свое выражение	4	2
115	как это	2	2
