N	2gram	Bakhtin_Pr_3	Problema
1	то есть	48	39
2	то что	9	38
3	и не	15	37
4	вовсе не	3	37
5	и в	53	35
6	сказать что	10	24
7	не только	4	24
8	том что	5	19
9	даже и	2	18
10	о том	2	18
11	может быть	12	18
12	в этом	8	17
13	но и	7	16
14	и вообще	3	16
15	только в	4	14
16	не менее	3	13
17	потому что	5	13
18	не может	2	13
19	тем не	2	12
20	в том	14	12
21	также и	4	12
22	хотя бы	2	12
23	что в	2	11
24	прежде всего	15	11
25	и даже	2	11
26	в таком	2	11
27	и с	6	10
28	говорить о	2	10
29	тем более	2	10
30	еще не	5	10
31	да и	2	10
32	а не	11	10
33	ничего не	6	10
34	было бы	5	8
35	значение и	2	8
36	казалось бы	3	7
37	в конце	3	7
38	все эти	9	7
39	в его	8	7
40	так и	6	7
41	так как	7	7
42	мы не	4	7
43	с другой	2	6
44	можно сказать	8	6
45	но это	3	6
46	мы и	2	6
47	не о	2	6
48	в то	5	6
49	и для	4	6
50	мы можем	5	6
51	но в	5	6
52	как будто	2	6
53	в области	3	6
54	и без	3	5
55	кроме того	3	5
56	в самом	2	5
57	в связи	2	5
58	с этим	2	5
59	и на	18	5
60	и более	2	5
61	и все	10	5
62	как и	11	5
63	по своему	6	5
64	то же	6	5
65	как мы	5	5
66	с другими	3	5
67	в себе	5	5
68	и это	3	5
69	в этих	5	4
70	есть в	3	4
71	более или	3	4
72	и той	2	4
73	как бы	14	4
74	и тем	2	4
75	значение в	4	4
76	все это	8	4
77	таким образом	6	4
78	всякого рода	3	4
79	ведь если	2	4
80	а в	2	4
81	их в	2	4
82	на свете	2	4
83	тем что	2	4
84	все еще	3	4
85	что он	4	4
86	но не	5	4
87	до сих	5	4
88	тот же	2	4
89	не будем	3	4
90	сих пор	5	4
91	или менее	3	4
92	и самый	5	4
93	или по	3	4
94	далеко не	2	4
95	слова и	3	4
96	уже в	2	3
97	он сам	4	3
98	и от	3	3
99	мы все	2	3
100	с самим	5	3
101	несмотря на	2	3
102	и если	3	3
103	которые мы	2	3
104	мы еще	3	3
105	хотя и	4	3
106	мы уже	5	3
107	один из	6	3
108	при всех	2	3
109	и их	2	3
110	в их	2	3
111	не было	4	3
112	одновременно и	3	3
113	при этом	3	3
114	здесь мы	2	3
115	и наконец	2	3
116	и по	3	3
117	не знает	4	3
118	в своих	2	3
119	и пусть	2	3
120	в основе	5	3
121	в истории	3	3
122	мы должны	4	3
123	его в	2	3
124	и к	5	3
125	одна из	7	3
126	и тот	3	3
127	все равно	4	3
128	с самого	3	3
129	мы здесь	3	3
130	быть только	2	3
131	до наших	3	2
132	том числе	11	2
133	перед нами	5	2
134	самого начала	4	2
135	в той	2	2
136	и конечно	2	2
137	не в	2	2
138	числе и	10	2
139	в зависимости	2	2
140	и др	14	2
141	и мышления	2	2
142	в ней	7	2
143	точки зрения	4	2
144	во все	5	2
145	нет ничего	2	2
146	слово в	2	2
147	и которые	2	2
148	а главное	2	2
149	в какой-то	4	2
150	для всех	2	2
151	в них	2	2
152	в условиях	4	2
153	зависимости от	2	2
154	конечно не	4	2
155	в заключение	2	2
156	он не	3	2
157	а также	4	2
158	и особенно	3	2
159	что и	3	2
160	во всех	12	2
161	вместе с	2	2
162	быть и	2	2
163	и прежде	6	2
164	еще более	5	2
165	той же	5	2
166	из самых	2	2
167	правда в	2	2
168	и ее	6	2
169	здесь не	4	2
170	не то	3	2
171	здесь как	3	2
172	которые не	2	2
173	это было	3	2
