N	2gram	Losev_Prob_3	Vladivir
1	и в	44	31
2	не только	14	24
3	а к	2	22
4	но и	10	19
5	то что	23	18
6	и не	35	17
7	к толстого	2	15
8	и даже	14	15
9	том что	12	14
10	что в	8	14
11	в этом	17	14
12	и с	9	14
13	что он	9	12
14	по поводу	2	12
15	в его	9	12
16	но в	12	12
17	в том	21	11
18	между прочим	2	11
19	потому что	25	11
20	о том	6	11
21	так что	12	10
22	и то	14	10
23	также и	16	10
24	он не	8	10
25	никогда не	6	9
26	как мы	8	9
27	а в	5	9
28	даже и	16	9
29	только в	19	9
30	в конце	5	9
31	и по	2	8
32	в то	9	8
33	так как	9	8
34	уже в	3	7
35	для него	3	7
36	кроме того	3	7
37	об этом	3	7
38	как раз	8	7
39	тут же	4	7
40	и его	5	7
41	как это	2	7
42	сказать что	16	7
43	мы уже	4	7
44	еще и	7	7
45	мы сейчас	2	7
46	он и	2	6
47	и к	6	6
48	можно сказать	6	6
49	у нас	10	6
50	в качестве	3	6
51	того же	2	6
52	и потому	7	6
53	и сам	5	6
54	может быть	28	6
55	иной раз	3	6
56	в котором	2	6
57	так и	10	6
58	не может	7	6
59	то же	13	6
60	и что	7	6
61	на этот	4	6
62	то он	2	6
63	разного рода	2	6
64	это было	2	6
65	а с	2	5
66	не был	2	5
67	не очень	2	5
68	все это	5	5
69	вовсе не	37	5
70	на то	3	5
71	не в	13	5
72	но как	4	5
73	и если	6	5
74	со своим	2	5
75	и от	9	5
76	а также	4	5
77	что и	9	5
78	жизни и	6	5
79	когда он	2	5
80	что же	8	5
81	не было	5	5
82	с ним	7	5
83	в своем	5	4
84	что у	3	4
85	же касается	4	4
86	и все	3	4
87	в нем	9	4
88	для нас	16	4
89	в себе	8	4
90	да и	5	4
91	и вообще	8	4
92	как и	10	4
93	и как	3	4
94	мы и	2	4
95	в этой	3	4
96	совсем не	2	4
97	такого рода	6	4
98	никак не	9	4
99	хотя и	5	4
100	и особенно	2	4
101	в нашем	5	4
102	себя в	2	4
103	в своей	5	4
104	ни с	4	4
105	и у	2	4
106	что для	3	4
107	дело в	4	4
108	в которой	2	4
109	этот раз	3	4
110	но только	6	3
111	только к	2	3
112	к тому	3	3
113	в виде	6	3
114	отнюдь не	10	3
115	с другой	7	3
116	раз и	4	3
117	как в	5	3
118	но не	3	3
119	но это	8	3
120	что они	5	3
121	по своему	2	3
122	но что	2	3
123	ничего не	3	3
124	у с	2	3
125	за пределы	5	3
126	нам представляется	2	3
127	конце концов	3	3
128	все же	6	3
129	в целом	6	3
130	вся эта	3	3
131	вместе с	2	3
132	только на	5	3
133	другой стороны	5	3
134	в отношении	2	3
135	в связи	7	3
136	собственно говоря	5	3
137	таким образом	9	3
138	все эти	7	3
139	если не	3	3
140	уже не	7	3
141	и очень	3	3
142	и притом	4	3
143	едва ли	5	3
144	и всегда	2	3
145	жизнь и	2	3
146	это можно	2	3
147	он в	2	3
148	и здесь	5	3
149	в начале	2	3
150	здесь не	8	3
151	то есть	34	3
152	мы читаем	2	2
153	тем что	4	2
154	он сам	4	2
155	нисколько не	2	2
156	мы будем	2	2
157	с тем	5	2
158	время и	2	2
159	первый план	2	2
160	не менее	10	2
161	для его	3	2
162	в частности	2	2
163	для нее	2	2
164	но даже	4	2
165	и такие	3	2
166	хотя бы	3	2
167	по существу	2	2
168	не столько	2	2
169	указывает на	7	2
170	что все	2	2
171	ясно что	6	2
172	в тех	3	2
173	на первый	4	2
174	о его	2	2
175	тем не	10	2
176	очень мало	2	2
177	и можно	2	2
178	ни в	8	2
179	это и	7	2
180	тем более	3	2
181	от него	2	2
182	то время	4	2
183	не имели	2	2
184	он будет	2	2
185	никак нельзя	2	2
186	еще не	5	2
187	при этом	4	2
188	того что	8	2
189	было бы	8	2
190	совершенно не	4	2
191	в самом	3	2
192	и о	5	2
193	всяком случае	6	2
194	для себя	2	2
195	и до	2	2
196	и т	13	2
197	из них	2	2
198	не будем	2	2
199	дело не	2	2
200	всей его	2	2
201	из этого	3	2
202	а именно	8	2
203	даже не	2	2
204	только что	2	2
205	то и	5	2
206	именно так	3	2
207	т д	13	2
208	и для	2	2
209	чем не	3	2
210	на основании	2	2
211	жизнь в	3	2
212	с первого	3	2
213	тем самым	5	2
214	что дело	2	2
215	и за	2	2
216	что мы	8	2
217	что такое	3	2
218	как на	2	2
219	необходимо сказать	3	2
220	в результате	2	2
221	пока еще	2	2
222	во всяком	9	2
223	точки зрения	5	2
224	в каком	4	2
225	мы должны	7	2
226	и это	9	2
227	и ни	3	2
228	всякого рода	4	2
229	а это	3	2
230	в чем	4	2
231	еще на	2	2
