N	2gram	Tiupa_Disk_1	Problemy
1	и не	11	31
2	и в	16	29
3	в его	7	24
4	может быть	17	24
5	а не	22	22
6	в этом	15	22
7	как бы	5	19
8	в нем	9	19
9	точки зрения	3	19
10	для него	4	18
11	не только	28	15
12	то что	5	15
13	не как	4	14
14	но и	14	14
15	и его	2	14
16	то же	7	14
17	в пределах	2	13
18	уже не	4	13
19	как и	16	12
20	точка зрения	2	12
21	не может	9	12
22	таким образом	3	12
23	в одном	2	10
24	в самом	3	10
25	в то	3	10
26	только в	7	10
27	героя и	2	10
28	с его	4	9
29	это не	3	9
30	все же	3	9
31	но не	11	9
32	же время	4	9
33	о нем	2	9
34	в каждом	2	8
35	в своем	6	8
36	по себе	3	8
37	что он	4	8
38	что в	4	8
39	отношению к	9	8
40	как не	3	8
41	в своей	5	8
42	по отношению	9	8
43	потому что	4	8
44	в том	23	8
45	прежде всего	11	7
46	том что	19	7
47	не в	7	7
48	за пределы	2	7
49	зрения на	3	7
50	так и	8	7
51	в форме	2	7
52	и как	6	7
53	а в	5	7
54	и на	5	7
55	в себе	7	7
56	но в	8	7
57	в одной	3	6
58	в целом	4	6
59	одним из	2	6
60	как в	10	6
61	могут быть	4	6
62	и потому	3	6
63	перед нами	3	5
64	и др	2	5
65	именно в	3	5
66	более того	2	5
67	еще не	14	5
68	в сущности	2	5
69	и о	4	5
70	мысли и	2	5
71	во всяком	2	5
72	между тем	4	5
73	мира в	3	5
74	в едином	2	4
75	в литературе	2	4
76	что и	3	4
77	его как	2	4
78	в построении	2	4
79	в процессе	5	4
80	не было	7	4
81	тем что	3	4
82	как мы	2	4
83	они не	2	4
84	героя в	2	4
85	в основе	7	4
86	в этой	2	4
87	человека в	2	4
88	в произведении	3	4
89	так сказать	2	4
90	что же	2	4
91	уже в	2	3
92	никогда не	2	3
93	и одновременно	2	3
94	в них	4	3
95	сами по	2	3
96	с другой	10	3
97	как их	2	3
98	оно не	2	3
99	в особом	2	3
100	в их	5	3
101	другой стороны	3	3
102	например в	2	3
103	в себя	5	3
104	приводит к	2	3
105	отличается от	2	3
106	тому как	3	3
107	в своих	3	3
108	сказать что	3	3
109	подобно тому	2	3
110	как к	2	3
111	но как	2	3
112	далеко не	10	3
113	автора в	2	3
114	отношения к	2	3
115	в противоположность	2	2
116	связи с	4	2
117	однако в	3	2
118	хотя бы	3	2
119	но они	2	2
120	и во	2	2
121	для своего	2	2
122	вследствие этого	3	2
123	для понимания	2	2
124	и ее	2	2
125	и к	4	2
126	не есть	2	2
127	при этом	13	2
128	на себя	2	2
129	своего времени	2	2
130	он ни	2	2
131	в котором	5	2
132	один из	3	2
133	на его	4	2
134	отношение к	4	2
135	данном случае	2	2
136	по своим	4	2
137	и даже	3	2
138	и что	2	2
139	к себе	2	2
140	к другому	2	2
141	или даже	2	2
142	в данном	5	2
143	в которых	4	2
144	для себя	4	2
145	и есть	2	2
146	в истории	4	2
147	всей его	2	2
148	заметить что	2	2
149	совпадает с	2	2
150	с этим	3	2
