N	3gram	Losev_Dial_3	Problema
1	тем не менее	10	18
2	и т д	23	10
3	на то что	3	8
4	и тем не	2	8
5	как раз и	3	7
6	сам по себе	5	7
7	в таком случае	10	6
8	вовсе не есть	5	6
9	то что мы	3	6
10	о том что	5	5
11	не есть ни	3	5
12	в том что	3	5
13	той или иной	2	4
14	т д и	6	4
15	точно так же	2	4
16	а не просто	6	4
17	сама по себе	4	4
18	сами по себе	3	3
19	иметь в виду	2	3
20	с точки зрения	14	3
21	ни в каком	3	3
22	с другой стороны	2	3
23	не только не	7	3
24	д и т	5	3
25	во всяком случае	2	3
26	что она есть	3	2
27	по крайней мере	5	2
28	так же как	2	2
29	в самом деле	5	2
30	хотя и не	2	2
31	даже и не	3	2
32	и в этом	2	2
33	отнюдь не есть	2	2
34	что иное как	6	2
35	не говоря уже	2	2
36	того или иного	2	2
37	она есть нечто	3	2
38	подобно тому как	4	2
39	есть не что	3	2
40	не что иное	6	2
41	и не просто	2	2
42	не может быть	6	2
43	так или иначе	2	2
44	по себе отнюдь	2	2
