N	2gram	Bakhtin_Fr_1	Formalny
1	и не	22	30
2	вовсе не	18	28
3	и в	65	27
4	может быть	6	25
5	не может	3	24
6	так и	10	21
7	и его	10	19
8	в этом	15	18
9	точки зрения	7	16
10	самом деле	3	16
11	и пр	5	15
12	в нем	13	15
13	в процессе	2	15
14	между ними	4	15
15	на самом	6	14
16	как и	5	14
17	с точки	3	14
18	не в	4	12
19	и от	2	11
20	в самом	4	11
21	в жизни	4	11
22	но и	10	10
23	не могут	3	10
24	так как	6	9
25	не только	10	9
26	что в	3	8
27	при этом	6	8
28	как бы	22	8
29	и все	5	8
30	то что	3	8
31	как раз	3	8
32	входит в	4	8
33	как мы	6	8
34	только в	7	8
35	в том	16	7
36	все это	9	7
37	потому что	5	7
38	в искусстве	3	7
39	его в	7	7
40	между тем	5	7
41	совершенно не	4	7
42	в его	9	7
43	с другой	3	6
44	все эти	10	6
45	здесь и	4	6
46	в своих	5	6
47	но в	14	6
48	в литературе	6	6
49	что он	3	6
50	более того	2	6
51	еще не	6	6
52	все же	6	6
53	в своей	5	6
54	и для	2	6
55	никогда не	6	5
56	в дальнейшем	8	5
57	не является	3	5
58	и их	3	5
59	друг друга	3	5
60	в ней	6	5
61	большинстве случаев	2	5
62	но не	2	5
63	и потому	10	5
64	связи с	4	5
65	так сказать	4	5
66	прежде всего	11	4
67	к тому	2	4
68	он был	2	4
69	да и	2	4
70	можно говорить	3	4
71	в большинстве	2	4
72	до конца	2	4
73	в целом	2	4
74	жизни и	7	4
75	от всех	3	4
76	о том	2	4
77	бы ни	2	4
78	в ее	3	4
79	в романе	2	4
80	том что	6	4
81	как в	5	4
82	только на	2	4
83	менее всего	3	4
84	роль в	2	4
85	могут быть	2	4
86	в этих	2	3
87	это не	3	3
88	формы и	7	3
89	можно сказать	2	3
90	для нас	4	3
91	мы и	3	3
92	между людьми	5	3
93	того что	2	3
94	одним из	2	3
95	в виду	3	3
96	в эпоху	9	3
97	этом отношении	3	3
98	и на	11	3
99	их в	2	3
100	сказать что	6	3
101	и с	3	3
102	в основе	8	3
103	он и	3	3
104	жизни в	5	3
105	в них	5	3
106	раз и	2	3
107	на фоне	3	3
108	в условиях	13	3
109	литературы и	5	3
110	мы уже	12	3
111	во всех	9	3
112	о нем	3	3
113	нет и	2	3
114	время в	2	3
115	в той	5	3
116	уже не	3	3
117	и эта	3	3
118	в себе	3	3
119	в отношении	6	2
120	же деле	3	2
121	главным образом	6	2
122	на все	2	2
123	или иной	5	2
124	исторического развития	2	2
125	всех этих	8	2
126	его от	2	2
127	но это	3	2
128	в этой	4	2
129	очень характерно	2	2
130	в общем	4	2
131	xviii века	2	2
132	но для	3	2
133	и очень	2	2
134	и др	24	2
135	нам кажется	2	2
136	из них	4	2
137	от того	2	2
138	в своем	8	2
139	отношения к	2	2
140	же он	2	2
141	можно только	4	2
142	но эта	2	2
143	в самой	3	2
144	и даже	8	2
145	а иногда	2	2
146	из этих	2	2
147	бы быть	2	2
148	в чисто	2	2
149	поэтому и	4	2
150	с его	5	2
151	перестает быть	3	2
152	поэтому в	2	2
153	превращается в	5	2
154	и во	3	2
155	но при	2	2
156	самой литературе	2	2
157	самом же	3	2
158	от него	2	2
159	оторванная от	2	2
160	в сущности	16	2
161	за пределы	8	2
162	ни с	2	2
163	в основном	2	2
164	даже в	3	2
165	так называемые	2	2
166	и именно	2	2
167	который был	2	2
168	и самый	2	2
169	в отличие	4	2
170	в таком	2	2
171	это можно	2	2
172	быть только	2	2
173	на протяжении	5	2
174	связаны с	3	2
175	и это	2	2
176	дело в	2	2
177	отличие от	5	2
178	в области	7	2
179	ничего не	3	2
