N	2gram	Voloshinov_1	StatiiOP
1	и в	16	44
2	в том	3	36
3	что в	3	30
4	том что	3	29
5	в этом	9	21
6	то что	3	18
7	не только	7	18
8	было бы	2	17
9	а в	3	17
10	о том	2	17
11	и не	4	16
12	может быть	17	15
13	в области	3	14
14	в этой	4	11
15	самом деле	6	11
16	точки зрения	8	11
17	что он	2	10
18	но и	4	10
19	но в	4	10
20	только в	4	10
21	как и	2	9
22	так и	4	9
23	в его	4	9
24	во всех	3	8
25	не может	8	8
26	и его	8	8
27	с точки	6	8
28	но ведь	2	8
29	прежде всего	9	7
30	в самом	2	7
31	для нас	2	7
32	сих пор	3	7
33	до сих	3	7
34	таким образом	9	7
35	сказать что	7	7
36	из этих	2	6
37	но это	2	6
38	для него	6	6
39	что и	2	6
40	в своей	2	6
41	на самом	4	6
42	во всяком	3	6
43	хотя бы	4	6
44	всяком случае	3	6
45	не менее	2	5
46	никогда не	2	5
47	так же	2	5
48	что мы	2	5
49	совершенно не	8	5
50	в нем	4	5
51	жизни и	3	5
52	все это	4	5
53	то же	2	5
54	и даже	4	5
55	и по	2	5
56	могут быть	3	5
57	все эти	5	5
58	так как	4	5
59	что это	2	4
60	в частности	2	4
61	как бы	5	4
62	даже не	3	4
63	как это	3	4
64	в основе	3	3
65	не существует	2	3
66	во время	3	3
67	и с	8	3
68	с этой	2	3
69	и так	2	3
70	ни в	5	3
71	в начале	2	3
72	же как	2	3
73	а на	2	3
74	того же	2	3
75	еще не	5	3
76	кажется что	2	3
77	что не	2	3
78	и для	2	3
79	и только	9	3
80	что оно	2	3
81	в чем	5	3
82	в каком	2	3
83	и вообще	2	3
84	связанные с	2	3
85	с этим	2	3
86	совсем не	2	2
87	в этих	3	2
88	вообще не	2	2
89	по крайней	3	2
90	нет никаких	2	2
91	что на	2	2
92	крайней мере	3	2
93	есть в	2	2
94	при этом	6	2
95	со всеми	2	2
96	за пределы	2	2
97	и потому	3	2
98	с историей	2	2
99	никаких оснований	3	2
100	отношение к	5	2
101	можно назвать	2	2
102	конечно не	6	2
103	отношения к	3	2
104	и их	4	2
105	для этого	2	2
106	в свое	2	2
107	а потому	4	2
108	мы не	2	2
109	не знает	2	2
110	их в	3	2
111	у него	2	2
112	он не	2	2
113	говорить о	2	2
114	и все	4	2
115	его в	4	2
116	и это	6	2
