N	2gram	Losev_Prob_5	Tvorches
1	и в	30	21
2	как бы	6	17
3	в то	4	15
4	в его	12	13
5	то же	2	13
6	что в	5	12
7	как и	7	12
8	то есть	21	12
9	том что	17	11
10	как в	2	8
11	он не	3	8
12	то что	18	8
13	у него	11	7
14	в свою	2	7
15	в том	12	7
16	при этом	4	7
17	не только	18	7
18	и не	12	7
19	в году	5	7
20	и на	6	7
21	но в	9	7
22	он сам	3	6
23	что он	7	6
24	жизни в	4	6
25	и все	9	6
26	не менее	5	6
27	в котором	2	6
28	а в	6	6
29	и его	6	6
30	в этом	17	6
31	о том	12	6
32	это уже	2	5
33	отнюдь не	4	5
34	вовсе не	8	5
35	а не	5	5
36	может быть	7	5
37	в этой	10	5
38	все же	9	5
39	преступления и	2	5
40	таким образом	13	5
41	хотя бы	2	5
42	потому что	13	5
43	как будто	3	5
44	только в	9	5
45	в русской	3	5
46	в своем	11	4
47	человека и	4	4
48	прежде всего	6	4
49	и как	6	4
50	из всех	2	4
51	один из	2	4
52	в своей	22	4
53	русской литературе	3	4
54	не может	5	4
55	это не	2	4
56	уже в	2	3
57	он видит	3	3
58	и другие	3	3
59	никогда не	7	3
60	с другой	6	3
61	представление о	2	3
62	я не	2	3
63	с ним	3	3
64	говорит о	7	3
65	в дальнейшем	7	3
66	но не	7	3
67	со всеми	2	3
68	на его	2	3
69	в самом	5	3
70	в нем	6	3
71	жизни и	2	3
72	но и	13	3
73	ее в	2	3
74	который в	9	3
75	уже не	6	3
76	по мнению	2	3
77	на земле	9	3
78	он говорит	2	3
79	того что	3	3
80	и даже	14	3
81	не так	4	3
82	так же	5	3
83	в которой	5	3
84	и с	5	3
85	хотя и	8	3
86	в виде	10	3
87	далеко не	4	3
88	дело в	2	3
89	так как	6	3
90	человека но	2	3
91	верит в	2	2
92	на краю	3	2
93	в частности	4	2
94	однако в	3	2
95	в качестве	4	2
96	по крайней	4	2
97	точно так	3	2
98	к этому	2	2
99	можно сказать	6	2
100	что и	6	2
101	крайней мере	4	2
102	что его	3	2
103	об этом	4	2
104	так что	11	2
105	не в	7	2
106	в глаза	2	2
107	того же	4	2
108	в нашей	2	2
109	тот же	3	2
110	из них	2	2
111	в первой	2	2
112	к тому	2	2
113	страдания и	3	2
114	в одной	2	2
115	в ней	3	2
116	ли в	2	2
117	гораздо более	4	2
118	и тем	3	2
119	тем не	5	2
120	людей в	5	2
121	в духе	3	2
122	не будет	2	2
123	еще в	5	2
124	когда он	2	2
125	вместе с	7	2
126	данном случае	2	2
127	так и	7	2
128	вслед за	2	2
129	именно в	3	2
130	еще более	3	2
131	мы находим	7	2
132	свободы и	4	2
133	но только	3	2
134	на первом	3	2
135	не мог	4	2
136	самом деле	2	2
137	что не	2	2
138	и у	5	2
139	и добра	2	2
140	за то	2	2
141	и он	4	2
142	и притом	5	2
143	или в	4	2
144	свидетельствует о	2	2
145	людей и	13	2
146	в мир	2	2
147	сказать что	9	2
148	больше чем	2	2
149	но он	5	2
150	это время	2	2
151	в данном	2	2
152	в себе	4	2
153	о котором	3	2
154	первом плане	3	2
155	при помощи	6	2
156	настоящее время	3	2
157	в чем	2	2
158	не то	2	2
159	в виду	3	2
160	мира в	3	2
