N	2gram	Bakhtin_Pr_3	StatiiOP
1	и в	34	29
2	том что	3	27
3	в том	3	27
4	в этом	16	21
5	но и	12	19
6	что в	7	19
7	не только	10	19
8	о том	2	17
9	что он	23	13
10	в его	22	13
11	то что	11	11
12	все это	16	11
13	в которой	2	11
14	к тому	5	10
15	таким образом	5	10
16	т е	12	10
17	в своем	2	9
18	и т	8	9
19	так и	6	9
20	и не	29	9
21	как на	2	9
22	потому что	12	9
23	он не	15	9
24	как раз	4	8
25	но в	16	8
26	но все	5	7
27	с тем	5	7
28	в самом	8	7
29	в ней	3	7
30	в виду	3	7
31	в котором	3	7
32	я не	7	7
33	в своей	3	7
34	вместе с	4	7
35	тому что	2	7
36	в одном	5	6
37	вовсе не	11	6
38	вопрос о	2	6
39	все же	7	6
40	т д	2	6
41	и что	5	6
42	и его	16	6
43	и на	6	6
44	о чем	2	5
45	прежде всего	15	5
46	в той	2	5
47	было бы	2	5
48	как бы	27	5
49	своего рода	2	5
50	а не	9	5
51	того что	5	5
52	между тем	3	5
53	точки зрения	8	5
54	а как	2	4
55	что у	6	4
56	с другой	4	4
57	но с	2	4
58	того времени	2	4
59	не в	9	4
60	для него	13	4
61	если б	2	4
62	и к	12	4
63	хотя и	3	4
64	в нем	19	4
65	еще более	2	4
66	ничего не	4	4
67	в другом	8	4
68	еще до	2	4
69	и с	15	4
70	в общем	4	3
71	не менее	3	3
72	на вопрос	4	3
73	самого начала	8	3
74	что это	5	3
75	не является	2	3
76	это слово	5	3
77	но он	3	3
78	вообще не	2	3
79	с этим	2	3
80	по себе	3	3
81	ни в	4	3
82	не мог	5	3
83	тому же	2	3
84	так что	5	3
85	но это	4	3
86	в начале	4	3
87	обращает на	2	3
88	но не	4	3
89	до конца	3	3
90	кажется что	2	3
91	например в	2	3
92	наконец в	3	3
93	у меня	6	3
94	никогда не	8	3
95	и даже	7	3
96	всяком случае	5	3
97	из них	5	3
98	другой стороны	3	3
99	самом деле	13	3
100	как в	4	3
101	т п	6	3
102	а с	3	3
103	не было	2	3
104	тем что	4	3
105	с самого	8	3
106	на самом	11	3
107	и он	2	3
108	ни одного	5	3
109	хотя бы	5	3
110	так же	8	3
111	связан с	2	3
112	во всяком	5	3
113	отношении к	7	3
114	на нее	2	3
115	не то	2	3
116	в отношении	9	2
117	во время	2	2
118	отрывок из	2	2
119	с его	6	2
120	ни было	4	2
121	в роман	2	2
122	если бы	4	2
123	в них	2	2
124	что с	3	2
125	с этой	2	2
126	в одной	3	2
127	если не	3	2
128	в конце	5	2
129	меня в	2	2
130	конечно в	2	2
131	что и	5	2
132	к своему	5	2
133	тем не	2	2
134	в ее	3	2
135	говорит о	2	2
136	как и	18	2
137	то ни	4	2
138	и как	3	2
139	из его	4	2
140	должна была	2	2
141	что я	15	2
142	что они	6	2
143	в то	12	2
144	по своему	3	2
145	о своей	2	2
146	и сам	5	2
147	раз в	2	2
148	на его	4	2
149	может быть	19	2
150	и потому	2	2
151	еще в	3	2
152	даже в	5	2
153	нет и	3	2
154	только в	6	2
155	бы то	4	2
156	только что	3	2
157	не может	19	2
158	то же	14	2
159	все эти	4	2
160	при этом	4	2
161	там где	7	2
162	в отличие	2	2
163	что такое	2	2
164	с точки	4	2
165	особенно в	2	2
166	а к	2	2
167	где он	3	2
168	сказать что	2	2
169	эти слова	3	2
170	на меня	4	2
171	в себе	6	2
172	и вообще	2	2
173	его в	4	2
174	как он	3	2
175	и это	4	2
176	почти все	2	2
177	так как	4	2
178	только с	3	2
179	того же	2	2
180	отличие от	2	2
181	это было	3	2
182	о мире	8	2
