N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	29	40
2	то что	15	28
3	и не	31	25
4	не только	15	25
5	у него	5	24
6	но и	14	18
7	в том	8	18
8	том что	7	18
9	что в	8	17
10	в этом	22	16
11	так что	2	14
12	в его	24	14
13	не может	12	14
14	точки зрения	19	13
15	вовсе не	7	13
16	только в	10	13
17	сказать что	3	12
18	в конце	6	12
19	никогда не	3	11
20	таким образом	12	11
21	потому что	8	11
22	прежде всего	7	10
23	ни в	3	10
24	и потому	6	10
25	не есть	2	10
26	как раз	6	10
27	и его	14	10
28	уже не	13	9
29	и с	4	9
30	в своей	8	9
31	что же	4	9
32	в себе	7	9
33	в своем	8	8
34	в этой	4	8
35	для него	18	8
36	может быть	24	8
37	так же	6	8
38	и что	2	8
39	раз и	4	8
40	он не	5	8
41	как мы	4	8
42	а не	22	8
43	и как	7	7
44	несмотря на	6	7
45	а в	7	7
46	в своих	3	7
47	так как	6	7
48	в то	10	7
49	что и	4	7
50	как и	12	7
51	и здесь	3	6
52	кроме того	3	6
53	и даже	2	6
54	и на	7	6
55	и от	2	6
56	по себе	8	6
57	в смысле	2	6
58	так и	7	6
59	хотя бы	2	6
60	с точки	13	6
61	но это	4	6
62	и это	5	6
63	с другой	3	5
64	должно быть	4	5
65	отношения к	3	5
66	в отношении	2	5
67	не было	4	5
68	все эти	9	5
69	в ней	2	5
70	в истории	2	5
71	тоже не	2	5
72	в одном	10	5
73	что он	8	5
74	мы уже	2	5
75	для себя	2	5
76	можно было	2	5
77	конце концов	5	5
78	в данном	2	5
79	тем что	4	5
80	ничего не	5	5
81	тому что	3	4
82	вопрос о	2	4
83	до конца	8	4
84	в самом	10	4
85	в котором	2	4
86	от того	4	4
87	бы и	4	4
88	в результате	4	4
89	мы должны	3	4
90	по существу	3	4
91	чем в	2	4
92	но не	9	4
93	есть и	2	4
94	еще не	5	4
95	было бы	5	4
96	и о	5	4
97	никак не	2	4
98	даже в	4	4
99	него в	2	4
100	то же	14	4
101	то он	2	4
102	все же	9	4
103	но в	7	4
104	или как	5	4
105	перед нами	5	3
106	уже в	3	3
107	я не	3	3
108	то ни	2	3
109	это не	9	3
110	но все	5	3
111	является не	2	3
112	при этом	2	3
113	как бы	19	3
114	всяком случае	3	3
115	был бы	6	3
116	в нем	19	3
117	к нему	6	3
118	бы то	2	3
119	отличается от	3	3
120	именно в	5	3
121	весь этот	2	3
122	как на	3	3
123	все то	4	3
124	в россии	2	3
125	нисколько не	2	3
126	если бы	9	3
127	само по	3	3
128	в духе	3	3
129	этом смысле	10	3
130	же в	2	3
131	с их	5	3
132	за пределы	7	3
133	оно не	3	3
134	на самом	5	3
135	находится в	2	3
136	и у	3	3
137	не в	7	3
138	и для	4	3
139	во всяком	5	3
140	далеко не	3	3
141	он понимает	2	2
142	он сам	3	2
143	не могут	6	2
144	должна быть	5	2
145	с этой	2	2
146	для понимания	2	2
147	во что	2	2
148	является для	2	2
149	же время	9	2
150	жизни а	2	2
151	он ни	2	2
152	которые были	2	2
153	и наконец	4	2
154	не о	2	2
155	же и	2	2
156	себе и	3	2
157	в целом	6	2
158	только то	3	2
159	что она	6	2
160	в их	3	2
161	другой стороны	3	2
162	в изображении	2	2
163	то и	2	2
164	точке зрения	3	2
165	и вполне	2	2
166	друг друга	3	2
167	его творчества	3	2
168	этом отношении	3	2
169	нему и	2	2
170	но как	3	2
171	его в	6	2
172	бы в	3	2
173	нет ни	2	2
174	с его	9	2
175	в настоящем	2	2
176	не как	14	2
177	с этим	2	2
178	в жизни	2	2
179	и к	2	2
180	она не	7	2
181	но у	4	2
182	в сущности	5	2
183	по преимуществу	2	2
184	на почве	3	2
185	как можно	2	2
186	в мире	6	2
187	как не	8	2
188	данном случае	2	2
189	на него	3	2
190	не на	4	2
191	но с	3	2
192	заметить что	2	2
193	на себя	2	2
194	как например	2	2
195	связи с	2	2
196	в которой	2	2
197	же не	2	2
