N	2gram	Propp_Isto_7	FransuaR
1	и в	24	65
2	и др	2	24
3	как бы	4	22
4	и не	4	22
5	вовсе не	4	18
6	в том	7	16
7	в этом	12	15
8	но в	5	14
9	в нем	6	13
10	мы уже	4	12
11	прежде всего	2	11
12	и на	2	11
13	и его	3	10
14	не только	21	10
15	но и	11	10
16	так и	5	10
17	все эти	2	10
18	во всех	7	9
19	все это	8	9
20	в основе	2	8
21	всех этих	6	8
22	в дальнейшем	3	8
23	и другие	9	8
24	и даже	3	8
25	его в	3	7
26	точки зрения	4	7
27	только в	6	7
28	никогда не	4	6
29	том что	10	6
30	все же	9	6
31	как мы	3	6
32	еще не	8	6
33	при этом	4	6
34	может быть	14	6
35	и у	2	6
36	сказать что	2	6
37	в литературе	2	6
38	так как	8	6
39	с его	3	5
40	в них	3	5
41	превращается в	3	5
42	потому что	9	5
43	связь с	2	5
44	как в	12	5
45	как и	6	5
46	и все	6	5
47	связи с	3	4
48	не в	9	4
49	это как	2	4
50	отношение к	5	4
51	в самом	2	4
52	из них	2	4
53	сих пор	3	4
54	до сих	2	4
55	в их	4	4
56	для нас	6	4
57	здесь и	2	4
58	во время	6	4
59	не могут	2	3
60	что в	13	3
61	в состоянии	4	3
62	это не	10	3
63	не просто	2	3
64	в тех	5	3
65	что он	21	3
66	в ее	2	3
67	но все	4	3
68	но это	3	3
69	связаны с	2	3
70	и эта	2	3
71	но для	2	3
72	к нему	7	3
73	то что	7	3
74	от всех	2	3
75	не может	14	3
76	в форме	2	3
77	уже не	2	3
78	с другой	9	3
79	по его	2	3
80	друг друга	2	3
81	в других	4	3
82	он дает	3	3
83	и здесь	12	3
84	с ним	5	3
85	ничего не	5	3
86	но не	6	2
87	или даже	2	2
88	представления о	4	2
89	и от	2	2
90	из этих	3	2
91	но при	2	2
92	во многих	2	2
93	ни с	2	2
94	и так	2	2
95	так например	2	2
96	мы видим	10	2
97	от него	3	2
98	а его	3	2
99	кроме того	3	2
100	одной стороны	5	2
101	и он	3	2
102	например в	3	2
103	на его	2	2
104	между прочим	3	2
105	хотя и	3	2
106	он не	6	2
107	в основном	2	2
108	его на	2	2
109	не вполне	3	2
110	в таких	2	2
111	видеть в	3	2
112	на него	2	2
113	только на	2	2
114	в свете	3	2
115	с одной	5	2
116	и этим	3	2
117	но эта	2	2
118	мы здесь	2	2
119	того что	6	2
120	что не	2	2
121	что мы	3	2
122	и наконец	3	2
123	на этот	2	2
124	и по	3	2
125	или в	8	2
126	к себе	3	2
127	этот вопрос	2	2
128	в этих	13	2
129	во всем	2	2
130	о том	9	2
131	и это	2	2
132	в особенности	2	2
133	в чем	5	2
