N	3gram	Losev_Dial_1	Myshleni
1	с точки зрения	12	21
2	в том что	7	13
3	по сравнению с	2	7
4	к тому что	2	6
5	с одной стороны	2	5
6	о том что	2	4
7	на то что	4	4
8	не может быть	3	4
9	только потому что	3	3
10	так как она	4	3
11	одно и то	4	3
12	одной стороны и	2	3
13	содержат в себе	2	3
14	то и другое	2	3
15	можно сказать что	3	3
16	в этом отношении	2	3
17	до сих пор	2	3
18	и то же	4	3
19	содержит в себе	3	3
20	точки зрения самого	2	2
21	точно так же	2	2
22	мы находим в	2	2
23	на самом деле	2	2
24	потому что он	3	2
