N	2gram	Losev_Dial_3	StatiiOP
1	и в	24	44
2	в том	5	36
3	и т	24	30
4	что в	7	30
5	том что	8	29
6	т д	23	21
7	в этом	8	21
8	вовсе не	13	19
9	то что	14	18
10	не только	23	18
11	было бы	5	17
12	а в	2	17
13	о том	6	17
14	и не	27	16
15	а не	26	16
16	т е	48	15
17	может быть	13	15
18	в данном	2	14
19	не в	3	12
20	у нас	4	11
21	самом деле	6	11
22	я думаю	2	11
23	точки зрения	25	11
24	ясно что	7	10
25	для того	3	10
26	что он	13	10
27	но и	9	10
28	но в	2	10
29	только в	5	10
30	с другой	4	9
31	если бы	6	9
32	в то	5	9
33	как и	7	9
34	того что	12	9
35	также и	2	9
36	так и	5	9
37	в его	2	9
38	например в	2	8
39	все же	3	8
40	из них	3	8
41	не может	19	8
42	и его	5	8
43	это не	4	8
44	с точки	14	8
45	я не	6	7
46	прежде всего	8	7
47	в самом	7	7
48	для нас	2	7
49	другой стороны	2	7
50	таким образом	13	7
51	сказать что	4	7
52	потому что	7	6
53	из этих	2	6
54	так что	8	6
55	но это	5	6
56	для него	4	6
57	что и	6	6
58	со стороны	2	6
59	что же	11	6
60	именно в	2	6
61	во всяком	2	6
62	хотя бы	4	6
63	всяком случае	2	6
64	не менее	11	5
65	никогда не	7	5
66	была бы	3	5
67	так же	4	5
68	что мы	8	5
69	совершенно не	2	5
70	в нем	3	5
71	жизни и	5	5
72	все это	6	5
73	той же	3	5
74	то же	6	5
75	и даже	13	5
76	и по	2	5
77	в слове	3	5
78	и то	4	5
79	тем что	3	5
80	могут быть	2	5
81	все эти	3	5
82	уже о	2	5
83	так как	6	5
84	что это	12	4
85	в частности	2	4
86	можно ли	5	4
87	что она	9	4
88	вопрос о	5	4
89	или иного	2	4
90	это и	7	4
91	же время	3	4
92	тем более	3	4
93	и что	15	4
94	никто не	2	4
95	того или	3	4
96	же и	2	4
97	как раз	7	4
98	но если	6	4
99	как бы	3	4
100	на то	3	4
101	даже не	6	4
102	не было	3	4
103	что у	2	4
104	не имеет	11	4
105	как это	5	4
106	в основе	3	3
107	не существует	10	3
108	тому что	4	3
109	для себя	2	3
110	и я	3	3
111	и с	6	3
112	с этой	5	3
113	я уже	7	3
114	должна быть	6	3
115	очень мало	2	3
116	ни в	9	3
117	об этом	6	3
118	то в	2	3
119	же как	2	3
120	но не	2	3
121	и без	3	3
122	еще не	2	3
123	что не	5	3
124	и для	2	3
125	в ней	2	3
126	не значит	3	3
127	из двух	3	3
128	и тем	2	3
129	то это	9	3
130	в истории	4	3
131	говорит о	4	3
132	а именно	2	3
133	и только	6	3
134	в виде	8	3
135	что для	5	3
136	с одной	3	3
137	что оно	7	3
138	должны быть	3	3
139	в таком	14	3
140	и нужно	2	3
141	значит что	24	3
142	в чем	4	3
143	в каком	3	3
144	и вообще	2	3
145	с этим	3	3
146	нет это	2	2
147	что все	14	2
148	но на	2	2
149	и можно	2	2
150	даже и	7	2
151	в своем	3	2
152	превращается в	6	2
153	как о	4	2
154	вообще не	2	2
155	и во	2	2
156	по крайней	5	2
157	нет никаких	2	2
158	крайней мере	5	2
159	который не	2	2
160	по существу	2	2
161	если не	3	2
162	есть в	3	2
163	при этом	2	2
164	быть и	3	2
165	случае не	3	2
166	то время	4	2
167	ни один	2	2
168	она не	3	2
169	одной стороны	3	2
170	со всеми	2	2
171	несмотря на	2	2
172	в сущности	10	2
173	зрения в	2	2
174	за пределы	3	2
175	при его	3	2
176	но для	2	2
177	и потому	2	2
178	что нет	4	2
179	и уже	2	2
180	тем не	10	2
181	я бы	3	2
182	в первом	2	2
183	конечно не	4	2
184	допустим что	16	2
185	и тогда	5	2
186	целый ряд	2	2
187	для этого	2	2
188	еще и	2	2
189	из того	2	2
190	тем самым	3	2
191	так или	2	2
192	и у	2	2
193	есть только	12	2
194	д и	6	2
195	он должен	3	2
196	мы не	5	2
197	или иначе	2	2
198	ничего не	17	2
199	не знает	3	2
200	что этот	2	2
201	в своих	2	2
202	думать что	2	2
203	их в	2	2
204	не надо	3	2
205	у него	2	2
206	ни на	3	2
207	одно из	5	2
208	мере в	3	2
209	он не	5	2
210	в себе	2	2
211	нет ни	2	2
212	говорить о	4	2
213	и все	6	2
214	при помощи	3	2
215	и это	4	2
216	к нему	3	2
217	или же	3	2
218	а если	3	2
219	время как	4	2
220	е в	4	2
