N	2gram	Medvedev_F_2	Problema
1	и в	38	44
2	вовсе не	11	37
3	и не	20	35
4	не есть	3	35
5	может быть	23	28
6	потому что	2	25
7	по себе	7	25
8	не просто	2	23
9	то что	6	23
10	в том	11	21
11	только в	6	19
12	а не	6	18
13	в этом	27	17
14	сказать что	2	16
15	даже и	4	16
16	если мы	5	16
17	и даже	4	14
18	художественного произведения	6	14
19	не только	9	14
20	и то	2	14
21	не в	15	13
22	и т	14	13
23	т д	5	13
24	то же	6	13
25	но в	4	12
26	том что	2	12
27	не является	3	11
28	то это	3	10
29	но и	13	10
30	в виду	2	10
31	отнюдь не	8	10
32	как и	9	10
33	так и	8	10
34	это не	2	9
35	и от	2	9
36	и тем	2	9
37	в нем	13	9
38	не имеет	2	9
39	и с	9	9
40	как бы	4	9
41	так как	4	9
42	что он	5	9
43	в то	5	9
44	в его	10	9
45	что и	8	9
46	во всяком	5	9
47	и это	2	9
48	таким образом	20	9
49	перед нами	2	8
50	что в	7	8
51	только и	3	8
52	ни в	2	8
53	а именно	2	8
54	того что	3	8
55	при помощи	2	8
56	но это	2	8
57	было бы	6	8
58	он не	6	8
59	что же	5	8
60	художественное произведение	2	8
61	как раз	6	8
62	как мы	7	8
63	связи с	13	8
64	здесь не	4	8
65	с другой	3	7
66	не может	14	7
67	в связи	10	7
68	уже не	7	7
69	все эти	6	7
70	с ним	2	7
71	это и	5	7
72	на самом	3	7
73	мы не	3	7
74	никогда не	2	6
75	для этого	2	6
76	то ни	2	6
77	всяком случае	5	6
78	в целом	3	6
79	жизни и	3	6
80	и только	5	6
81	того или	4	6
82	имеет значение	2	6
83	сами по	2	6
84	и к	4	6
85	все же	8	6
86	сам по	3	6
87	не было	6	5
88	или даже	2	5
89	в конце	2	5
90	а только	2	5
91	что они	4	5
92	с тем	11	5
93	как о	4	5
94	хотя и	3	5
95	в ней	6	5
96	другой стороны	4	5
97	все это	3	5
98	то и	3	5
99	а в	6	5
100	точки зрения	8	5
101	и здесь	3	5
102	значение и	3	5
103	в таком	2	5
104	и о	2	5
105	в своей	7	5
106	как в	4	5
107	только на	3	5
108	тем самым	2	5
109	и его	21	5
110	едва ли	2	5
111	тому что	2	4
112	при этом	9	4
113	совершенно не	4	4
114	языка и	12	4
115	есть только	2	4
116	же и	2	4
117	чем же	3	4
118	в искусстве	2	4
119	но как	2	4
120	раз и	4	4
121	на первый	2	4
122	мы в	2	4
123	в ее	2	4
124	в чем	2	4
125	или в	3	4
126	тем что	8	4
127	мы говорим	4	4
128	уже в	2	3
129	же как	3	3
130	и другие	2	3
131	что это	3	3
132	формы и	2	3
133	прежде всего	15	3
134	в тех	2	3
135	к тому	4	3
136	себе а	2	3
137	и как	3	3
138	но все	3	3
139	в этой	6	3
140	для него	7	3
141	кроме того	2	3
142	здесь и	4	3
143	в самом	16	3
144	говорим о	2	3
145	являются только	2	3
146	не так	2	3
147	быть даже	2	3
148	что для	2	3
149	ни на	2	3
150	его в	3	3
151	том смысле	3	3
152	конце концов	2	3
153	если бы	5	3
154	или иного	5	3
155	говорить о	5	3
156	смысле что	2	3
157	то в	2	3
158	но не	2	3
159	в качестве	2	3
160	в художественном	2	3
161	она не	2	3
162	ни о	5	3
163	его как	2	3
164	быть и	3	3
165	из этого	2	3
166	во всей	2	3
167	и все	3	3
168	в той	2	3
169	самом деле	8	3
170	хотя бы	6	3
171	отличие от	2	3
172	с другими	10	3
173	этот вопрос	2	3
174	и ее	6	3
175	если же	2	3
176	слова и	7	3
177	ничего не	4	3
178	время и	3	2
179	именно в	5	2
180	в этих	2	2
181	этом понятии	2	2
182	от тех	2	2
183	не столько	4	2
184	ее и	2	2
185	именно здесь	2	2
186	всех этих	3	2
187	этого термина	2	2
188	в известной	2	2
189	является не	2	2
190	совсем не	2	2
191	тем же	3	2
192	значение именно	2	2
193	от его	2	2
194	в котором	2	2
195	из них	4	2
196	и до	3	2
197	в их	6	2
198	она ни	3	2
199	за счет	4	2
200	что оно	4	2
201	произведения и	3	2
202	и по	2	2
203	его не	2	2
204	широком смысле	2	2
205	в результате	6	2
206	в основе	5	2
207	с этим	5	2
208	он и	3	2
209	бы в	5	2
210	как это	2	2
211	произведения в	2	2
212	является в	2	2
213	а как	3	2
214	и более	2	2
215	для них	3	2
216	на котором	2	2
217	в понятии	2	2
218	с нею	2	2
219	по существу	7	2
220	мы видели	4	2
221	а к	2	2
222	литературы и	4	2
223	от него	2	2
224	чем он	4	2
225	но именно	3	2
226	и может	3	2
227	с теми	2	2
228	во всех	5	2
229	относится и	2	2
230	в слове	5	2
231	мы ни	2	2
232	для нее	2	2
233	бы она	3	2
234	в процессе	9	2
235	вместе с	6	2
236	даже не	2	2
237	слова как	2	2
238	в отличие	2	2
239	все дело	3	2
240	о каком	3	2
241	и для	5	2
242	с точки	7	2
243	от всякого	2	2
244	ничем не	2	2
245	первый план	2	2
246	он в	2	2
247	могут быть	6	2
248	не то	3	2
249	как она	2	2
250	ни была	3	2
251	в которой	2	2
252	из него	2	2
253	это было	3	2
