N	2gram	Voloshinov_1	formyVre
1	и в	16	50
2	в этом	9	25
3	в нем	4	24
4	и его	8	16
5	прежде всего	9	15
6	и не	4	14
7	как мы	4	14
8	в его	4	13
9	так и	4	12
10	может быть	17	11
11	таким образом	9	11
12	мы уже	2	11
13	то же	2	11
14	и как	3	10
15	но в	4	10
16	в том	3	9
17	и др	3	9
18	все эти	5	9
19	не только	7	9
20	с его	7	9
21	в самом	2	8
22	и их	4	8
23	но и	4	8
24	и на	4	8
25	как и	2	8
26	того же	2	8
27	жизни и	3	8
28	ни в	5	8
29	в частности	2	6
30	с ее	4	6
31	не может	8	6
32	так же	2	6
33	так как	4	6
34	у него	2	6
35	с этим	2	6
36	и все	4	6
37	в жизни	2	6
38	во всех	3	6
39	то что	3	6
40	что в	3	5
41	в пределах	2	5
42	только и	2	5
43	в основе	3	5
44	точки зрения	8	5
45	отнюдь не	4	5
46	еще не	5	5
47	он не	2	5
48	в основном	3	5
49	могут быть	3	5
50	своей жизни	2	4
51	на этой	3	4
52	все это	4	4
53	и с	8	4
54	к себе	3	4
55	между собой	2	4
56	в них	2	4
57	конечно не	6	4
58	и проч	9	4
59	и т.п	2	4
60	том что	3	4
61	и для	2	4
62	только в	4	4
63	и это	6	4
64	не могут	2	3
65	себя и	2	3
66	в этих	3	3
67	при этом	6	3
68	один из	2	3
69	со всеми	2	3
70	отношения к	3	3
71	чем не	3	3
72	и других	2	3
73	в одно	2	3
74	они не	2	3
75	а в	3	3
76	вообще не	2	3
77	их в	3	3
78	сказать что	7	3
79	в начале	2	3
80	его в	4	3
81	в одном	3	3
82	поэтому и	2	3
83	не знает	2	3
84	к этому	2	3
85	и потому	3	3
86	что и	2	3
87	вместе с	3	3
88	сих пор	3	3
89	только на	3	3
90	во всей	2	3
91	что не	2	3
92	между ними	3	3
93	мы не	2	3
94	мы видим	2	3
95	с другими	3	3
96	во всяком	3	3
97	и ее	4	3
98	до сих	3	3
99	совсем не	2	2
100	самого начала	4	2
101	же как	2	2
102	никогда не	2	2
103	для нас	2	2
104	с самого	4	2
105	с их	3	2
106	есть в	2	2
107	момент в	2	2
108	для него	6	2
109	и исторического	2	2
110	отношение к	5	2
111	на них	2	2
112	те же	3	2
113	с помощью	2	2
114	на основе	2	2
115	и даже	4	2
116	и по	2	2
117	к ним	2	2
118	друг на	2	2
119	на друга	2	2
120	что мы	2	2
121	все то	2	2
122	тех же	3	2
123	с ним	2	2
124	всей жизни	2	2
125	для всех	4	2
126	сравнению с	3	2
127	его целом	2	2
128	и к	6	2
129	в чем	5	2
130	и может	4	2
131	было бы	2	2
132	но оно	3	2
133	так называемый	2	2
134	в этот	2	2
135	нет и	2	2
136	оно не	2	2
137	нем нет	2	2
138	по сравнению	3	2
139	в своей	2	2
140	как бы	5	2
141	ее в	2	2
142	даже не	3	2
143	совершенно не	8	2
144	если мы	2	2
145	с точки	6	2
146	хотя бы	4	2
147	можно назвать	2	2
148	в каком	2	2
149	и вообще	2	2
150	ту же	2	2
