N	2gram	Tiupa_Lite_1	Psycholo
1	в том	16	37
2	и в	8	32
3	том что	14	21
4	то что	10	21
5	таким образом	3	21
6	в искусстве	2	21
7	потому что	3	21
8	то есть	6	21
9	что в	3	20
10	может быть	13	18
11	не может	5	17
12	точки зрения	6	17
13	самом деле	2	16
14	что он	5	13
15	при этом	19	13
16	то же	5	13
17	в этом	12	13
18	в самом	3	12
19	не только	24	12
20	было бы	2	11
21	в основе	3	11
22	как и	6	10
23	но и	17	10
24	и не	12	10
25	с точки	2	10
26	искусства и	5	9
27	никогда не	4	9
28	как в	5	9
29	в своих	4	9
30	тем что	2	9
31	не менее	7	8
32	не в	8	8
33	той же	3	8
34	того что	6	8
35	к тому	2	7
36	а не	16	7
37	в сущности	2	7
38	поэзии и	2	7
39	все эти	2	7
40	можно было	2	7
41	и его	4	7
42	что для	2	7
43	как будто	2	7
44	только в	8	7
45	в этой	4	6
46	как бы	7	6
47	в художественном	4	6
48	художественное произведение	2	6
49	о том	2	6
50	отнюдь не	2	5
51	что его	3	5
52	далеко не	3	5
53	исходит из	3	5
54	как раз	4	5
55	этом отношении	2	5
56	только на	2	5
57	и даже	3	5
58	в то	5	5
59	столь же	4	4
60	с этой	5	4
61	в жизни	6	4
62	тем не	2	4
63	как это	8	4
64	и сам	6	4
65	несмотря на	3	4
66	произведения искусства	3	4
67	и тем	4	4
68	в нем	2	4
69	все же	4	4
70	из них	4	4
71	жизни и	3	4
72	данном случае	4	4
73	а в	3	4
74	в данном	5	4
75	могут быть	2	4
76	в целом	8	4
77	ту же	2	4
78	в сознании	2	4
79	между тем	2	4
80	состоит в	11	3
81	в частности	15	3
82	конечном счете	4	3
83	для этого	4	3
84	хотя бы	2	3
85	с другой	3	3
86	не как	4	3
87	в конце	4	3
88	а только	2	3
89	свое собственное	3	3
90	если оно	2	3
91	в нашей	2	3
92	мы в	2	3
93	например в	3	3
94	в своей	4	3
95	на это	2	3
96	относится к	2	3
97	один из	3	3
98	то это	2	3
99	так и	4	3
100	не к	2	3
101	жизни с	2	3
102	в их	3	3
103	евгения онегина	2	3
104	на этом	2	3
105	что не	2	3
106	в конечном	5	3
107	при всем	3	3
108	тому как	2	3
109	и то	2	3
110	та же	2	3
111	но в	3	3
112	в виду	3	3
113	с его	5	2
114	казалось бы	5	2
115	в сознание	3	2
116	все более	2	2
117	искусства как	2	2
118	ничего кроме	2	2
119	это не	4	2
120	воздействия на	2	2
121	этой точки	3	2
122	во всяком	3	2
123	сводится к	3	2
124	этом как	3	2
125	же время	5	2
126	тем более	2	2
127	сознания к	2	2
128	еще не	4	2
129	но не	4	2
130	того же	2	2
131	том же	3	2
132	в его	7	2
133	всяком случае	2	2
134	для нее	2	2
135	произведения с	2	2
136	как он	2	2
137	на том	2	2
138	не остается	2	2
139	вплоть до	2	2
140	не на	2	2
141	бы не	3	2
142	не было	3	2
143	роль в	2	2
144	а потому	2	2
145	из того	2	2
146	отличие от	5	2
147	художественного впечатления	2	2
148	также и	3	2
149	подобно тому	2	2
150	в себе	7	2
151	и только	2	2
152	полагал что	2	2
153	в уме	4	2
154	эстетического объекта	6	2
155	от сознания	2	2
156	которая не	2	2
