N	2gram	Medvedev_F_2	Istorich
1	и т	14	27
2	и в	38	26
3	т д	5	24
4	т е	26	18
5	то что	6	16
6	не только	9	15
7	что в	7	14
8	может быть	23	14
9	же как	3	13
10	но и	13	12
11	между двумя	2	12
12	и пр	21	11
13	что он	5	10
14	так и	8	10
15	таким образом	20	10
16	и его	21	10
17	при помощи	2	10
18	что и	8	9
19	все же	8	9
20	и не	20	9
21	его в	3	9
22	так как	4	9
23	мы знаем	3	8
24	то же	6	8
25	а в	6	8
26	в этих	2	7
27	превращается в	2	7
28	как и	9	7
29	в качестве	2	7
30	он не	6	7
31	как в	4	7
32	их в	2	7
33	в этом	27	7
34	в дальнейшем	4	6
35	что они	4	6
36	мы видели	4	6
37	вместе с	6	6
38	не может	14	6
39	а не	6	6
40	к нему	3	6
41	и то	2	6
42	потому что	2	6
43	могут быть	6	6
44	и как	3	5
45	это не	2	5
46	к этому	4	5
47	это и	5	5
48	но все	3	5
49	но не	2	5
50	и только	5	5
51	на нем	2	5
52	ничего не	4	5
53	в его	10	5
54	и др	3	5
55	то это	3	5
56	в некоторых	4	5
57	как мы	7	5
58	уже не	7	5
59	и по	2	5
60	не в	15	5
61	с ними	2	5
62	и с	9	5
63	тем что	8	5
64	и здесь	3	5
65	но в	4	5
66	с другой	3	4
67	вовсе не	11	4
68	в тех	2	4
69	в своей	7	4
70	даже в	2	4
71	он в	2	4
72	другой стороны	4	4
73	так в	3	4
74	здесь не	4	4
75	не просто	2	4
76	и даже	4	4
77	перед нами	2	3
78	и более	2	3
79	в одной	2	3
80	из этих	3	3
81	на котором	2	3
82	в том	11	3
83	по существу	7	3
84	том что	2	3
85	и других	2	3
86	но это	2	3
87	при этом	9	3
88	это приводит	3	3
89	она не	2	3
90	и другие	2	3
91	например в	3	3
92	как бы	4	3
93	все эти	6	3
94	а именно	2	3
95	или же	2	3
96	как это	2	3
97	между ними	2	3
98	не имеет	2	3
99	есть только	2	3
100	или в	3	3
101	связи с	13	3
102	только в	6	3
103	что эта	2	3
104	там где	4	3
105	должен был	2	3
106	уже в	2	2
107	не могут	7	2
108	с тем	11	2
109	должна быть	5	2
110	никогда не	2	2
111	формы и	2	2
112	с этим	5	2
113	и все	3	2
114	главным образом	3	2
115	а как	3	2
116	по себе	7	2
117	и тем	2	2
118	с помощью	10	2
119	же это	2	2
120	его как	2	2
121	ни в	2	2
122	его от	4	2
123	поставить вопрос	2	2
124	в истории	6	2
125	от него	2	2
126	на этом	2	2
127	было бы	6	2
128	если бы	5	2
129	хотя и	3	2
130	что на	2	2
131	хотя бы	6	2
132	в нем	13	2
133	не есть	3	2
134	в целом	3	2
135	не к	2	2
136	отношение к	2	2
137	из них	4	2
138	вот как	4	2
139	не по	2	2
140	и их	3	2
141	все это	3	2
142	что это	3	2
143	в языке	6	2
144	в связи	10	2
145	в других	7	2
146	этот вопрос	2	2
147	лишь в	7	2
148	он становится	3	2
149	того что	3	2
150	и на	3	2
151	сказать что	2	2
152	даже и	4	2
153	его с	3	2
154	в этой	6	2
155	в особенности	4	2
156	и этим	2	2
157	в области	3	2
