N	2gram	Vinokur_Ku_2	Psycholo
1	то что	9	44
2	и в	23	33
3	в этом	18	28
4	как бы	4	25
5	и что	8	25
6	потому что	25	24
7	для того	9	23
8	может быть	15	22
9	том что	11	22
10	того чтобы	11	22
11	что в	10	21
12	в том	19	21
13	что он	5	20
14	как это	5	14
15	что это	7	13
16	таким образом	5	13
17	и не	16	13
18	так же	4	13
19	сказать что	4	13
20	все это	5	13
21	к тому	4	12
22	в самом	12	12
23	и все	2	12
24	так как	15	12
25	было бы	15	12
26	если мы	4	12
27	самом деле	9	12
28	что все	5	11
29	он не	3	11
30	на то	4	10
31	что она	3	10
32	не может	9	10
33	в его	5	10
34	если бы	12	10
35	в этой	6	9
36	и если	2	9
37	по себе	10	9
38	как раз	3	9
39	то же	6	9
40	в конце	4	8
41	для этого	3	8
42	в каком	4	8
43	вместе с	5	8
44	как будто	2	8
45	в своем	2	7
46	для нас	4	7
47	до конца	3	7
48	в нем	4	7
49	не только	20	7
50	перед нами	4	6
51	это не	6	6
52	в самой	2	6
53	что они	2	6
54	в ней	3	6
55	и т	39	6
56	все эти	12	6
57	и вот	5	6
58	точки зрения	14	6
59	что мы	6	6
60	у него	3	6
61	мы должны	2	6
62	в сущности	9	6
63	никак не	3	6
64	на самом	2	6
65	а не	10	6
66	что эта	2	6
67	мы будем	2	5
68	казалось бы	3	5
69	никогда не	2	5
70	нисколько не	3	5
71	целый ряд	5	5
72	что для	2	5
73	и на	6	5
74	вовсе не	9	5
75	ясно что	5	5
76	с этим	3	5
77	это и	3	5
78	как и	2	5
79	и его	3	5
80	все же	7	5
81	заключается в	2	5
82	и это	3	5
83	смысла и	2	4
84	я не	5	4
85	и есть	2	4
86	в частности	2	4
87	что у	2	4
88	это в	2	4
89	совершенно не	3	4
90	смысл и	3	4
91	а в	3	4
92	не просто	2	4
93	того что	3	4
94	с этой	2	4
95	знаем что	3	4
96	с тем	2	4
97	к этому	4	4
98	об этом	5	4
99	у нас	12	4
100	и о	4	4
101	в своей	2	4
102	как мы	3	4
103	что не	6	4
104	с точки	8	4
105	той же	2	4
106	можно было	9	4
107	по поводу	2	4
108	этот вопрос	6	4
109	могла бы	2	4
110	только в	5	4
111	слова и	5	4
112	не то	2	4
113	же как	2	3
114	что если	2	3
115	с одной	2	3
116	что оно	3	3
117	точно так	3	3
118	ни в	4	3
119	тот же	5	3
120	должно быть	4	3
121	на этом	3	3
122	в пределах	4	3
123	всяком случае	5	3
124	был бы	2	3
125	но и	7	3
126	и до	2	3
127	конечно не	2	3
128	не было	4	3
129	здесь мы	2	3
130	в своих	2	3
131	в которых	2	3
132	в первый	3	3
133	и здесь	5	3
134	в то	4	3
135	всех этих	3	3
136	смысле этого	2	3
137	говорить о	4	3
138	но не	6	3
139	ли это	2	3
140	она не	2	3
141	мы в	2	3
142	конце концов	3	3
143	речь идет	2	3
144	что и	3	3
145	так и	4	3
146	как в	3	3
147	да и	6	3
148	слова как	3	3
149	и сейчас	2	3
150	тем самым	2	3
151	из которых	3	3
152	к этой	3	3
153	и для	2	3
154	во всяком	5	3
155	от этого	2	3
156	тем что	3	3
157	т п	24	3
158	за этим	2	3
159	этого слова	5	3
160	в той	2	3
161	на этот	2	3
162	уже в	3	2
163	бы и	4	2
164	бы сказать	2	2
165	с другой	8	2
166	и от	2	2
167	была бы	4	2
168	на все	2	2
169	прежде всего	8	2
170	вопрос о	9	2
171	мы могли	2	2
172	мы знаем	4	2
173	но все	4	2
174	знает что	3	2
175	же время	3	2
176	в нашей	4	2
177	при этом	2	2
178	в виду	3	2
179	один из	5	2
180	с той	2	2
181	все они	2	2
182	в их	2	2
183	другой стороны	7	2
184	быть не	2	2
185	т д	14	2
186	этой цели	2	2
187	именно в	3	2
188	те же	3	2
189	образом в	2	2
190	взглянуть на	2	2
191	не имеет	4	2
192	в результате	4	2
193	и с	7	2
194	могли бы	2	2
195	также и	5	2
196	не в	8	2
197	и потому	2	2
198	на примере	2	2
199	мы имеем	5	2
200	но в	11	2
201	по словам	2	2
202	в них	4	2
203	что касается	2	2
204	о которых	3	2
205	по существу	5	2
206	а на	2	2
207	тех пор	2	2
208	можно сказать	4	2
209	однако не	4	2
210	не все	3	2
211	со стороны	4	2
212	мне не	2	2
213	не на	2	2
214	все дело	2	2
215	сводится к	3	2
216	хотя бы	9	2
217	слов в	3	2
218	почти всегда	2	2
219	и то	5	2
220	не надо	3	2
221	ни на	2	2
222	связи с	3	2
223	это просто	2	2
224	ничего не	4	2
