N	2gram	Voloshinov_1	Dialekti
1	не есть	2	40
2	и не	10	30
3	по себе	3	25
4	и в	12	18
5	ничего не	2	17
6	может быть	14	17
7	точки зрения	14	17
8	в нем	6	16
9	ни в	3	15
10	а не	5	14
11	что в	2	13
12	то что	5	13
13	не только	4	13
14	если бы	9	12
15	и что	2	12
16	с точки	2	12
17	в этом	4	12
18	не может	16	12
19	как бы	13	11
20	все это	3	11
21	в себе	3	11
22	так как	9	11
23	прежде всего	8	10
24	то же	5	10
25	сказать что	7	10
26	никогда не	5	9
27	отнюдь не	5	9
28	это не	2	9
29	в том	6	9
30	так и	4	9
31	том что	5	9
32	и то	2	9
33	ясно что	3	8
34	но это	2	8
35	к нему	4	8
36	в каком	3	8
37	но и	3	7
38	что не	4	7
39	с другой	4	6
40	можно сказать	5	6
41	да и	3	6
42	хотя бы	5	6
43	она не	2	6
44	не в	4	6
45	в то	2	6
46	ни на	2	6
47	в чем	2	6
48	с ним	3	6
49	но в	5	6
50	в этих	2	5
51	в своем	2	5
52	как же	2	5
53	и пр	3	5
54	все же	4	5
55	отношение к	4	5
56	в отношении	2	5
57	в особенности	2	5
58	общего с	2	5
59	и с	3	5
60	или не	3	5
61	в виду	5	5
62	и более	3	4
63	но не	2	4
64	одно и	2	4
65	в котором	3	4
66	быть и	3	4
67	так же	3	4
68	другой стороны	2	4
69	смысл и	2	4
70	и притом	2	4
71	мы можем	2	4
72	и вообще	3	4
73	о том	3	4
74	как это	2	4
75	в них	3	3
76	точку зрения	2	3
77	должна быть	5	3
78	стороны и	2	3
79	что и	2	3
80	точек зрения	3	3
81	но что	2	3
82	конечно не	3	3
83	отношении к	3	3
84	он не	2	3
85	в его	2	3
86	и потому	2	3
87	жизни и	4	3
88	только на	3	3
89	в самом	4	3
90	но все	2	3
91	на самом	4	3
92	самом деле	3	3
93	была бы	2	3
94	в данном	2	3
95	и та	2	3
96	в ней	6	3
97	могут быть	2	3
98	нуждается в	3	3
99	только в	6	3
100	и все	2	3
101	как только	2	2
102	не менее	3	2
103	того что	3	2
104	рождается из	2	2
105	как в	5	2
106	с этой	2	2
107	точка зрения	3	2
108	с другими	2	2
109	к этому	2	2
110	этой точки	3	2
111	вещи и	2	2
112	но конечно	2	2
113	ни было	4	2
114	как и	5	2
115	такой же	2	2
116	не должна	3	2
117	тому же	2	2
118	для него	3	2
119	до сих	3	2
120	еще не	3	2
121	одной стороны	2	2
122	в корне	2	2
123	к ним	2	2
124	и следовательно	5	2
125	и является	4	2
126	относится к	2	2
127	как не	2	2
128	в своей	3	2
129	сих пор	3	2
130	с одной	2	2
131	все эти	3	2
132	мы имеем	2	2
133	уже не	4	2
134	этой стороны	2	2
135	можем сказать	2	2
136	форму и	2	2
137	и для	3	2
138	и совершенно	2	2
139	и так	2	2
140	можно найти	2	2
