N	2gram	Bakhtin_Pr_4	Morfolog
1	может быть	23	52
2	и пр	2	40
3	таким образом	4	20
4	не может	19	17
5	в этих	4	16
6	могут быть	2	15
7	с этим	2	14
8	этих случаях	2	14
9	и в	46	13
10	в этом	16	13
11	так как	5	12
12	перед нами	12	11
13	прежде всего	9	9
14	так и	4	9
15	то же	6	9
16	и не	27	9
17	а не	11	9
18	мы имеем	3	9
19	с другой	3	8
20	по существу	3	8
21	что и	3	8
22	в результате	2	8
23	вопрос о	2	7
24	и этим	3	7
25	но если	3	7
26	все же	4	7
27	имеем в	3	7
28	это не	5	6
29	не могут	3	6
30	и здесь	4	6
31	в том	9	6
32	но не	4	6
33	а в	2	6
34	не менее	2	5
35	если мы	5	5
36	и другие	3	5
37	то перед	4	5
38	мы увидим	6	5
39	во всех	5	5
40	далеко не	3	5
41	как бы	19	5
42	то что	4	5
43	или в	8	5
44	потому что	4	5
45	мы не	4	5
46	что в	4	4
47	и как	2	4
48	вовсе не	9	4
49	героя в	3	4
50	очень часто	4	4
51	об этом	2	4
52	отношению к	5	4
53	было бы	3	4
54	не только	14	4
55	то это	3	4
56	как в	4	4
57	как мы	12	4
58	другой стороны	3	4
59	так же	3	4
60	по отношению	5	4
61	как и	12	4
62	там где	2	4
63	хотя и	6	4
64	тем что	3	4
65	точки зрения	11	4
66	с точки	9	4
67	на этом	3	4
68	также и	3	4
69	если в	2	4
70	ничего не	2	4
71	в других	2	4
72	если бы	3	3
73	а то	3	3
74	с собой	3	3
75	том что	4	3
76	но все	2	3
77	но это	6	3
78	кроме того	4	3
79	в пределах	10	3
80	в сущности	7	3
81	он не	4	3
82	ни в	6	3
83	но и	12	3
84	на него	3	3
85	целый ряд	2	3
86	самом деле	4	3
87	и по	2	3
88	к нему	5	3
89	и для	3	3
90	друг друга	6	3
91	мы можем	4	3
92	реагирует на	2	3
93	в то	5	3
94	если же	5	3
95	героя и	4	3
96	но в	6	3
97	наших целей	2	2
98	хотя бы	2	2
99	что он	6	2
100	в различных	3	2
101	можно сказать	4	2
102	и к	9	2
103	к различным	2	2
104	и при	3	2
105	только в	6	2
106	в большинстве	9	2
107	есть и	2	2
108	смысле слова	2	2
109	для него	2	2
110	мы уже	3	2
111	во сне	2	2
112	но для	3	2
113	себя и	3	2
114	себя в	3	2
115	но эти	4	2
116	иногда же	2	2
117	или менее	3	2
118	для наших	3	2
119	и только	3	2
120	все эти	4	2
121	и что	3	2
122	к себе	6	2
123	что такое	2	2
124	уже не	4	2
125	тем же	3	2
126	и его	6	2
127	можно было	2	2
128	друг на	2	2
129	этот вопрос	2	2
130	на друга	2	2
131	в другом	2	2
132	не знает	4	2
133	что мы	2	2
134	о том	5	2
135	в свое	2	2
136	здесь не	4	2
137	но здесь	3	2
138	большинстве случаев	8	2
139	одна из	2	2
140	сказать что	2	2
141	более или	3	2
