N	3gram	Savitsky_E_1	Myshleni
1	в том что	6	31
2	заключается в том	2	14
3	с точки зрения	16	11
4	с одной стороны	8	9
5	в этом смысле	3	8
6	с другой стороны	2	8
7	друг с другом	3	7
8	в этом отношении	3	7
9	так же как	5	5
10	можно было бы	3	5
11	для того чтобы	5	5
12	же как и	3	4
13	на то что	2	4
14	с этой точки	5	4
15	этой точки зрения	5	4
16	по сравнению с	2	3
17	во всяком случае	3	3
18	в данном случае	2	2
19	тому или иному	2	2
20	в свою очередь	2	2
21	по нашему мнению	2	2
22	одной стороны и	6	2
23	только в том	2	2
24	и только в	2	2
25	как мы видели	2	2
