N	3gram	Potebnia_M_1	Myshleni
1	для того чтобы	2	14
2	по отношению к	13	12
3	в том что	13	11
4	с точки зрения	3	9
5	с самого начала	3	5
6	на этот вопрос	2	4
7	друг от друга	2	4
8	сама по себе	3	4
9	подобно тому как	3	4
10	и того же	2	3
11	с одной стороны	3	3
12	в свою очередь	4	3
13	одного и того	2	3
14	не только не	2	3
15	не может быть	9	3
16	не иначе как	2	2
17	потому что в	4	2
18	то и другое	2	2
19	само по себе	4	2
20	с другой стороны	5	2
21	а потому что	2	2
22	так что в	2	2
23	таким образом что	2	2
