N	2gram	Bakhtin_Fr_8	Istorich
1	и в	56	26
2	так же	2	18
3	то что	3	16
4	не только	8	15
5	что в	5	14
6	может быть	3	14
7	но и	9	12
8	связь с	3	12
9	что он	2	10
10	так и	13	10
11	таким образом	17	10
12	и его	12	10
13	что и	3	9
14	все же	2	9
15	и не	9	9
16	его в	2	9
17	так как	4	9
18	то же	11	8
19	а в	2	8
20	в этих	11	7
21	во время	5	7
22	как и	5	7
23	в качестве	4	7
24	он не	5	7
25	их в	4	7
26	в этом	14	7
27	мы видим	6	6
28	что они	2	6
29	еще не	10	6
30	мы видели	5	6
31	когда он	2	6
32	вместе с	2	6
33	не может	2	6
34	а не	2	6
35	к нему	2	6
36	и то	2	6
37	потому что	6	6
38	у него	7	5
39	и как	2	5
40	это не	2	5
41	в одном	2	5
42	к этому	2	5
43	но не	5	5
44	в его	18	5
45	мы уже	10	5
46	до сих	8	5
47	и др	8	5
48	сих пор	8	5
49	в некоторых	3	5
50	как мы	7	5
51	из которых	2	5
52	уже не	3	5
53	не в	3	5
54	и с	8	5
55	и здесь	3	5
56	в другом	3	5
57	но в	6	5
58	с собой	2	5
59	с другой	2	4
60	вовсе не	6	4
61	а на	2	4
62	в своей	2	4
63	даже в	4	4
64	другой стороны	2	4
65	того как	2	4
66	не просто	3	4
67	и даже	8	4
68	но он	3	4
69	в которых	2	4
70	о том	4	4
71	перед нами	3	3
72	и более	4	3
73	видели что	3	3
74	в образе	3	3
75	является и	2	3
76	на котором	2	3
77	в том	13	3
78	том что	8	3
79	и других	4	3
80	его к	3	3
81	но это	2	3
82	и при	2	3
83	во всем	4	3
84	при этом	4	3
85	и другие	5	3
86	например в	4	3
87	на его	6	3
88	как бы	11	3
89	все эти	15	3
90	а также	3	3
91	данном случае	2	3
92	что она	2	3
93	не на	3	3
94	в свете	4	3
95	не мог	3	3
96	между ними	2	3
97	в данном	2	3
98	связан с	2	3
99	на волю	3	3
100	связи с	6	3
101	только в	9	3
102	там где	3	3
103	уже в	2	2
104	с тем	2	2
105	никогда не	5	2
106	в своем	3	2
107	и во	2	2
108	и все	6	2
109	за это	2	2
110	главным образом	3	2
111	с помощью	3	2
112	видим что	2	2
113	его как	2	2
114	ни в	2	2
115	говорит о	2	2
116	так что	3	2
117	этот момент	2	2
118	одна из	4	2
119	есть и	5	2
120	было бы	2	2
121	средние века	2	2
122	если бы	2	2
123	конечно не	4	2
124	в частности	7	2
125	он говорит	2	2
126	к ним	2	2
127	указывает что	2	2
128	хотя и	2	2
129	что на	2	2
130	по своей	4	2
131	в главе	4	2
132	еще один	2	2
133	в нем	8	2
134	из них	2	2
135	вот как	2	2
136	дело не	2	2
137	в форме	3	2
138	и их	8	2
139	все это	8	2
140	что это	4	2
141	в связи	3	2
142	в других	2	2
143	на языке	2	2
144	здесь мы	3	2
145	он становится	2	2
146	возможно что	2	2
147	в таких	3	2
148	и на	7	2
149	с этой	2	2
150	сказать что	3	2
151	в виде	2	2
152	в средние	2	2
153	в себе	4	2
154	во все	3	2
155	в этой	6	2
156	в особенности	4	2
157	в области	5	2
158	так например	2	2
