N	2gram	Bakhtin_Pr_2	Myslijsy
1	потому что	8	52
2	то есть	50	42
3	и в	45	39
4	может быть	18	27
5	в том	8	26
6	только в	9	25
7	что в	6	22
8	не может	24	22
9	а не	10	21
10	так как	5	21
11	не только	16	21
12	в нем	20	20
13	но и	15	20
14	и не	42	18
15	том что	7	16
16	так что	2	16
17	не в	8	15
18	в этом	20	15
19	если бы	2	14
20	отношению к	8	13
21	так и	3	13
22	по отношению	8	13
23	в себе	5	13
24	таким образом	11	13
25	было бы	4	12
26	есть только	4	11
27	в человеке	10	10
28	по себе	8	10
29	а потому	2	10
30	что не	5	10
31	не есть	2	10
32	то что	5	10
33	как в	4	10
34	и что	2	10
35	могут быть	4	9
36	как и	14	9
37	мысли и	3	9
38	тем что	2	9
39	но в	6	9
40	в одном	6	8
41	но не	6	8
42	со стороны	4	8
43	того что	3	8
44	точки зрения	19	8
45	должно быть	4	7
46	в ней	7	7
47	в истории	2	7
48	это не	3	7
49	в этих	4	7
50	не менее	2	6
51	и как	2	6
52	еще не	9	6
53	как бы	15	6
54	что и	5	6
55	все же	4	6
56	бы не	3	6
57	то же	5	6
58	при этом	2	6
59	и по	2	6
60	того как	3	6
61	вовсе не	7	5
62	но это	2	5
63	и потому	6	5
64	в его	22	5
65	во всех	4	5
66	так же	5	5
67	а в	3	5
68	и для	2	5
69	не имеет	3	5
70	друг друга	7	5
71	и его	8	5
72	в таком	3	5
73	быть только	2	5
74	никогда не	17	4
75	тем самым	2	4
76	этом смысле	5	4
77	прежде всего	11	4
78	в смысле	2	4
79	а только	2	4
80	мы видели	3	4
81	мы видим	2	4
82	от него	3	4
83	же время	3	4
84	для него	9	4
85	от того	2	4
86	в своих	4	4
87	в каждом	4	4
88	не по	3	4
89	бы быть	2	4
90	не было	2	4
91	и других	3	4
92	и даже	3	4
93	тому как	2	4
94	само по	2	4
95	в то	5	4
96	там где	6	4
97	бы в	5	4
98	только для	2	3
99	в самой	3	3
100	сама по	5	3
101	в них	4	3
102	и от	3	3
103	в жизни	3	3
104	что все	3	3
105	из одного	2	3
106	в своем	5	3
107	она не	5	3
108	в своей	6	3
109	и их	6	3
110	что если	3	3
111	относится к	2	3
112	из которого	2	3
113	для себя	3	3
114	в мире	3	3
115	и той	3	3
116	в самом	13	3
117	были бы	2	3
118	на него	2	3
119	в словах	2	3
120	или же	2	3
121	к этой	2	3
122	не так	2	3
123	как на	2	3
124	что для	2	3
125	с ним	8	3
126	должна быть	3	3
127	сказать что	5	3
128	хотя и	2	3
129	он не	9	3
130	подобно тому	2	3
131	в сознании	2	3
132	с точки	9	3
133	мы должны	4	3
134	и с	7	3
135	но как	2	3
136	слова в	4	2
137	но на	2	2
138	и более	2	2
139	их и	3	2
140	все они	4	2
141	по крайней	2	2
142	одного и	2	2
143	но с	3	2
144	была бы	3	2
145	связь с	2	2
146	на то	2	2
147	а как	4	2
148	таким же	2	2
149	как мы	8	2
150	жизни и	15	2
151	уже не	6	2
152	у нас	2	2
153	переходим к	2	2
154	но все	4	2
155	если не	2	2
156	все что	3	2
157	для них	3	2
158	от друга	2	2
159	в сущности	7	2
160	за пределы	5	2
161	и о	2	2
162	с другою	2	2
163	одним из	3	2
164	и следовательно	7	2
165	в виду	2	2
166	его с	2	2
167	крайней мере	2	2
168	с ее	3	2
169	но уже	2	2
170	в целом	5	2
171	друг от	2	2
172	проявляется в	2	2
173	что же	4	2
174	в их	4	2
175	только что	2	2
176	для этого	3	2
177	ничего общего	2	2
178	точке зрения	3	2
179	то оно	2	2
180	этот вопрос	4	2
181	ко всем	2	2
182	или в	2	2
183	хотя бы	5	2
184	к ним	3	2
185	даже и	2	2
186	он есть	2	2
187	идеи то	2	2
188	в начале	2	2
189	ее с	3	2
190	все то	2	2
191	о том	3	2
192	и всегда	2	2
193	и самое	2	2
194	есть в	8	2
195	так сказать	7	2
196	не потому	2	2
197	в которой	2	2
198	стало быть	3	2
199	мы можем	4	2
