N	2gram	Propp_Russ_1	Komedia
1	и в	36	22
2	т е	17	13
3	том что	19	12
4	в г	4	11
5	в том	17	11
6	но и	16	11
7	не только	22	10
8	из них	8	10
9	как и	10	9
10	и т	10	9
11	может быть	8	9
12	в одном	3	8
13	таким образом	6	8
14	должны были	2	8
15	и не	6	8
16	о том	8	8
17	и других	7	7
18	что в	19	6
19	к тому	4	6
20	и по	8	6
21	то же	3	6
22	а в	9	6
23	во время	14	5
24	при этом	6	5
25	в его	2	5
26	еще в	4	5
27	один из	8	5
28	так и	7	5
29	как в	5	5
30	все это	6	5
31	потому что	10	5
32	между тем	7	5
33	в их	4	4
34	г в	4	4
35	к этому	4	4
36	несмотря на	3	4
37	как мы	10	4
38	в в	2	4
39	что они	7	4
40	в качестве	3	4
41	а также	3	4
42	в нем	2	4
43	что и	7	4
44	так в	4	4
45	т д	9	4
46	тем что	4	4
47	точки зрения	3	4
48	так как	15	4
49	но в	2	4
50	мы можем	2	4
51	главным образом	2	3
52	не менее	3	3
53	в них	6	3
54	чаще всего	3	3
55	в образе	2	3
56	в тех	4	3
57	судить по	2	3
58	у нас	8	3
59	и как	2	3
60	их к	2	3
61	после того	2	3
62	и у	5	3
63	в частности	2	3
64	у него	2	3
65	хотя и	2	3
66	по содержанию	3	3
67	все же	5	3
68	в честь	3	3
69	в целом	2	3
70	так же	3	3
71	можно сделать	3	3
72	того как	5	3
73	в течение	5	3
74	в году	2	3
75	там же	5	3
76	и и	2	3
77	мы не	6	3
78	и на	10	3
79	за счет	2	3
80	в более	2	3
81	в этом	12	3
82	и с	2	3
83	в виде	6	3
84	могут быть	2	3
85	только в	4	3
86	как правило	3	3
87	как это	8	3
88	ничего не	3	3
89	и здесь	2	2
90	независимо от	2	2
91	для них	3	2
92	связанные с	3	2
93	на все	2	2
94	в свою	3	2
95	от них	3	2
96	тем не	3	2
97	он был	2	2
98	должна была	2	2
99	такой же	2	2
100	одна из	4	2
101	на этом	3	2
102	но не	2	2
103	как известно	2	2
104	до конца	2	2
105	еще не	4	2
106	и из	3	2
107	в доме	2	2
108	в уже	3	2
109	между прочим	2	2
110	в эти	4	2
111	то что	6	2
112	вместе с	10	2
113	судя по	2	2
114	также в	3	2
115	как по	2	2
116	находится в	2	2
117	в первые	2	2
118	для этого	2	2
119	не может	4	2
120	в других	11	2
121	что у	2	2
122	а мы	2	2
123	в и	17	2
124	в силу	2	2
125	или в	2	2
126	в древней	2	2
127	но это	4	2
128	к ней	2	2
129	на себя	2	2
130	в своих	2	2
131	это время	2	2
132	как будто	5	2
133	будто бы	6	2
134	в области	3	2
135	что по	4	2
136	вывод что	3	2
137	е в	8	2
