N	2gram	Bakhtin_Pr_1	Istorich
1	и в	38	26
2	мы имеем	2	14
3	никогда не	5	13
4	что в	7	12
5	таким образом	10	12
6	в том	8	12
7	и на	3	12
8	в этом	15	12
9	связь с	3	11
10	может быть	26	11
11	с другой	7	10
12	том что	3	10
13	и т	14	10
14	и не	42	10
15	не только	9	10
16	что он	2	9
17	еще не	7	9
18	но и	9	9
19	в нем	15	8
20	все же	6	8
21	другой стороны	4	8
22	все эти	5	8
23	и это	3	8
24	с ним	5	8
25	с одной	3	7
26	мы можем	6	7
27	одной стороны	3	7
28	например в	3	7
29	и его	16	7
30	о том	4	7
31	но в	4	7
32	то что	8	6
33	как в	4	6
34	не может	27	6
35	в виде	2	6
36	в более	4	6
37	и с	17	6
38	у нас	2	5
39	как и	7	5
40	связаны с	2	5
41	в ней	4	5
42	в его	43	5
43	так и	5	5
44	то же	5	5
45	и что	2	5
46	как это	2	5
47	тем что	2	5
48	в то	4	5
49	только в	13	5
50	его в	9	5
51	там где	6	5
52	и этим	6	5
53	это не	5	4
54	но здесь	3	4
55	прежде всего	13	4
56	не всегда	6	4
57	с его	2	4
58	здесь мы	2	4
59	но это	3	4
60	все что	3	4
61	здесь же	2	4
62	как бы	22	4
63	и тем	3	4
64	что и	2	4
65	что оно	2	4
66	как мы	7	4
67	и он	2	4
68	в других	4	4
69	но как	2	4
70	как только	3	3
71	или иное	2	3
72	и ее	2	3
73	независимо от	13	3
74	и другие	2	3
75	если бы	3	3
76	в частности	2	3
77	могут быть	5	3
78	в них	5	3
79	вообще не	7	3
80	и от	3	3
81	должна быть	4	3
82	к этому	2	3
83	в тех	3	3
84	на первый	2	3
85	не в	7	3
86	от него	3	3
87	они не	3	3
88	кроме того	3	3
89	она не	2	3
90	том как	2	3
91	и эта	2	3
92	в него	2	3
93	другими словами	2	3
94	в своей	7	3
95	данном случае	4	3
96	а в	6	3
97	при этом	5	3
98	и других	2	3
99	к своему	2	3
100	из которых	2	3
101	и наконец	6	3
102	или в	2	3
103	в своих	2	3
104	в данном	4	3
105	сказать что	4	3
106	и только	4	3
107	в себе	4	3
108	не было	2	3
109	далеко не	5	3
110	может иметь	5	2
111	в форму	2	2
112	и как	8	2
113	в этих	2	2
114	в своем	5	2
115	отличается от	2	2
116	первый план	2	2
117	вовсе не	2	2
118	на то	2	2
119	можно сказать	2	2
120	по отношению	21	2
121	одна из	2	2
122	но не	12	2
123	всех его	4	2
124	было бы	8	2
125	относится к	4	2
126	и др	8	2
127	здесь нет	2	2
128	не есть	6	2
129	отношению к	19	2
130	не имеет	9	2
131	в некоторых	2	2
132	ни в	11	2
133	не будем	3	2
134	на него	3	2
135	в форме	4	2
136	он не	3	2
137	человека в	2	2
138	тем самым	4	2
139	а не	5	2
140	того что	2	2
141	что не	4	2
142	должны быть	4	2
143	дает нам	2	2
144	то или	2	2
145	его не	2	2
146	и те	2	2
147	можно было	4	2
148	с ними	4	2
149	быть только	5	2
150	к себе	2	2
151	о котором	2	2
152	мы должны	2	2
153	здесь совершенно	3	2
154	что это	2	2
155	здесь не	4	2
156	отметить что	7	2
157	не вполне	2	2
158	оно может	2	2
159	ничего не	6	2
160	или как	3	2
