N	2gram	Vygotskiy__4	Marksizm
1	точки зрения	24	34
2	может быть	12	26
3	и не	8	26
4	не может	6	24
5	с точки	11	20
6	и в	20	19
7	и его	5	19
8	таким образом	25	17
9	в этом	24	16
10	как бы	7	15
11	в процессе	27	14
12	прежде всего	2	13
13	как мы	13	13
14	как и	9	12
15	так и	5	11
16	если мы	10	11
17	и для	4	11
18	связи с	3	11
19	в самом	6	10
20	в нем	2	10
21	в слове	2	10
22	и т.п	2	10
23	самом деле	7	10
24	для него	2	9
25	в результате	8	9
26	только в	10	9
27	при этом	12	8
28	но и	9	8
29	друг друга	4	8
30	не только	15	8
31	все же	5	8
32	то что	15	8
33	в каждом	2	7
34	в связи	3	7
35	все эти	5	7
36	так же	11	7
37	и те	4	7
38	но в	3	7
39	то же	16	7
40	а не	7	7
41	с помощью	31	6
42	в смысле	4	6
43	в том	42	6
44	является не	4	6
45	в настоящее	2	6
46	другой стороны	9	6
47	и здесь	2	6
48	настоящее время	2	6
49	отнюдь не	3	6
50	того же	9	6
51	в его	11	6
52	и того	5	6
53	с другой	12	5
54	одного и	6	5
55	именно в	3	5
56	не в	4	5
57	совершается в	2	5
58	те же	6	5
59	в начале	2	5
60	к этому	4	5
61	в отличие	2	5
62	входит в	2	5
63	того чтобы	7	5
64	одни и	3	5
65	во всяком	4	5
66	ничего общего	3	5
67	может стать	2	5
68	ясно что	2	5
69	отличие от	2	5
70	что в	19	4
71	не менее	3	4
72	в отношении	10	4
73	в ней	2	4
74	не является	5	4
75	от того	3	4
76	к одному	6	4
77	здесь мы	2	4
78	а в	2	4
79	и на	6	4
80	тот же	9	4
81	сказать что	6	4
82	и между	6	4
83	что слово	2	4
84	с этим	5	4
85	в условиях	3	4
86	еще не	2	4
87	было бы	8	4
88	и тот	7	4
89	как в	5	4
90	мысли и	2	4
91	только на	2	4
92	в языке	2	4
93	для того	5	4
94	между ними	4	4
95	оно может	3	4
96	переход от	2	4
97	в данном	2	4
98	далеко не	2	4
99	место в	2	3
100	этом отношении	7	3
101	понятно что	2	3
102	в какой	3	3
103	формы и	3	3
104	и от	3	3
105	по законам	2	3
106	из основных	4	3
107	и как	9	3
108	высшей степени	2	3
109	не имеют	3	3
110	из них	4	3
111	этот процесс	6	3
112	того что	10	3
113	к другой	2	3
114	не имеет	2	3
115	между тем	9	3
116	же самое	7	3
117	его в	6	3
118	в высшей	2	3
119	слово в	6	3
120	смысле этого	7	3
121	не могут	3	3
122	в каком	2	3
123	различие между	3	3
124	и к	5	3
125	этом случае	3	3
126	том что	35	3
127	и при	4	3
128	мы должны	11	3
129	одной из	3	3
130	совершенно не	3	3
131	в сущности	4	3
132	мы говорили	3	3
133	не есть	2	3
134	в своей	7	3
135	в истории	10	3
136	целый ряд	5	3
137	на этот	3	3
138	к этим	2	3
139	между двумя	2	3
140	является в	3	3
141	один и	7	3
142	слова и	5	3
143	и это	2	3
144	в которой	3	3
145	в области	4	3
146	том числе	2	2
147	же как	6	2
148	должна быть	2	2
149	в частности	5	2
150	никогда не	5	2
151	тому что	4	2
152	в своем	4	2
153	что все	3	2
154	первый план	4	2
155	одной и	5	2
156	эта проблема	2	2
157	его к	4	2
158	словом и	4	2
159	ни в	3	2
160	свою очередь	2	2
161	числе и	2	2
162	в свою	2	2
163	в действительности	5	2
164	и той	4	2
165	одним из	2	2
166	но для	2	2
167	и является	3	2
168	в виду	3	2
169	всяком случае	3	2
170	себе и	3	2
171	в нашем	4	2
172	всех остальных	2	2
173	это положение	5	2
174	и только	4	2
175	и других	3	2
176	не просто	2	2
177	целом ряде	2	2
178	действительности в	2	2
179	между этими	2	2
180	должно быть	3	2
181	можно было	6	2
182	для других	2	2
183	с этой	4	2
184	говорит он	5	2
185	из этих	2	2
186	этом вопросе	2	2
187	о том	5	2
188	этом смысле	8	2
189	как он	4	2
190	так как	10	2
191	бы в	3	2
192	в сознании	4	2
193	и с	4	2
194	в основе	17	2
195	в процессах	3	2
196	значения слова	8	2
197	и более	7	2
198	по мере	4	2
199	если бы	5	2
200	между собой	5	2
201	и во	3	2
202	что он	6	2
203	в себе	10	2
204	зависимости от	2	2
205	в качестве	21	2
206	другими словами	2	2
207	в данной	2	2
208	мы уже	5	2
209	к тому	6	2
210	на первый	4	2
211	то как	2	2
212	этого слова	11	2
213	что и	9	2
214	языке и	2	2
215	какой степени	2	2
216	и речи	2	2
217	что такое	5	2
218	и он	2	2
219	той же	6	2
220	в таком	2	2
221	связана с	2	2
222	мы можем	5	2
223	тем что	7	2
224	могут быть	7	2
225	различие в	3	2
226	ту же	2	2
227	не знает	2	2
228	и т.д	2	2
229	как оно	2	2
230	этими двумя	2	2
231	в чем	3	2
232	из него	2	2
