N	2gram	Losev_Dial_3	Istorich
1	и в	24	28
2	может быть	13	25
3	и т	24	25
4	т д	23	22
5	не может	19	15
6	а не	26	15
7	никогда не	7	14
8	для нас	2	13
9	что в	7	12
10	то же	6	12
11	не только	23	12
12	только в	5	11
13	что он	13	10
14	все же	3	10
15	прежде всего	8	10
16	но и	9	10
17	т е	48	10
18	мы не	5	10
19	и что	15	10
20	в том	5	9
21	о том	6	9
22	то что	14	9
23	и не	27	9
24	не в	3	9
25	так и	5	9
26	что это	12	8
27	если бы	6	8
28	таким образом	13	8
29	в этом	8	8
30	но в	2	8
31	это не	4	7
32	том что	8	7
33	еще не	2	7
34	было бы	5	7
35	в ней	2	7
36	а в	2	7
37	так же	4	7
38	и здесь	2	7
39	что мы	8	7
40	с другой	4	6
41	не менее	11	6
42	к тому	4	6
43	тем не	10	6
44	ни один	2	6
45	что и	6	6
46	так как	6	6
47	должна быть	6	5
48	не знает	3	5
49	вопрос о	5	5
50	по существу	2	5
51	в силу	3	5
52	но не	2	5
53	например в	2	5
54	что она	9	5
55	ее в	2	5
56	другой стороны	2	5
57	в своем	3	5
58	или в	2	5
59	их в	2	5
60	сказать что	4	5
61	в его	2	5
62	все это	6	4
63	превращается в	6	4
64	на то	3	4
65	об этом	6	4
66	так что	8	4
67	но это	5	4
68	и пр	6	4
69	одной стороны	3	4
70	другими словами	7	4
71	а именно	2	4
72	так в	2	4
73	с этим	3	4
74	с одной	3	4
75	как и	7	4
76	того что	12	4
77	должны быть	3	4
78	и даже	13	4
79	хотя бы	4	4
80	и для	2	4
81	и с	6	4
82	и на	3	4
83	потому что	7	4
84	в основе	3	4
85	могут быть	2	4
86	они не	2	4
87	все эти	3	4
88	мы знаем	3	4
89	я не	6	3
90	точно так	2	3
91	перед нами	3	3
92	по себе	20	3
93	показывает что	2	3
94	и эти	2	3
95	на котором	2	3
96	именно в	2	3
97	утверждать что	6	3
98	для этого	2	3
99	на этом	2	3
100	при этом	2	3
101	то время	4	3
102	не можем	2	3
103	у меня	2	3
104	и по	2	3
105	то это	9	3
106	исходит из	2	3
107	из них	3	3
108	в их	2	3
109	и тогда	5	3
110	что же	11	3
111	уже не	5	3
112	и его	5	3
113	не просто	18	3
114	как мы	2	3
115	из которых	3	3
116	и он	2	3
117	есть только	12	3
118	как это	5	3
119	время как	4	3
120	также и	2	3
121	тем что	3	3
122	во всем	3	3
123	в то	5	3
124	раз и	3	3
125	бы быть	2	3
126	не существует	10	2
127	но они	2	2
128	не могут	4	2
129	есть еще	3	2
130	зависит от	2	2
131	в мифе	13	2
132	в частности	2	2
133	что их	2	2
134	он должен	3	2
135	и от	3	2
136	их не	2	2
137	целое и	2	2
138	и потому	2	2
139	была бы	3	2
140	вовсе не	13	2
141	ясно что	7	2
142	в жертву	2	2
143	не содержит	2	2
144	эти две	3	2
145	очень мало	2	2
146	его как	3	2
147	то ясно	3	2
148	в зависимости	2	2
149	и как	8	2
150	зависимости от	3	2
151	так чтобы	2	2
152	одна из	3	2
153	как о	4	2
154	само по	5	2
155	для него	4	2
156	и если	2	2
157	что не	5	2
158	никто не	2	2
159	на первый	4	2
160	что такое	21	2
161	же как	2	2
162	миф о	3	2
163	и когда	2	2
164	но если	6	2
165	как бы	3	2
166	о нем	4	2
167	не вполне	2	2
168	однако не	2	2
169	точка зрения	5	2
170	а для	2	2
171	и тем	2	2
172	в нем	3	2
173	это было	3	2
174	не есть	54	2
175	говорит о	4	2
176	себя в	2	2
177	бы то	2	2
178	и миф	3	2
179	конечно не	4	2
180	со стороны	2	2
181	даже не	6	2
182	как раз	7	2
183	то и	3	2
184	не на	6	2
185	как таковая	3	2
186	и только	6	2
187	в особенности	7	2
188	он не	5	2
189	в виде	8	2
190	еще и	2	2
191	что нужно	2	2
192	на них	2	2
193	и вот	2	2
194	эти факты	3	2
195	должно быть	3	2
196	и она	2	2
197	ничего не	17	2
198	нас в	2	2
199	ни к	3	2
200	в себе	2	2
201	бы в	2	2
202	что если	2	2
203	при помощи	3	2
204	из этого	2	2
205	и этим	3	2
206	когда мы	2	2
207	тогда когда	5	2
208	что этот	2	2
